Time,Trial-0,Trial-1,Trial-2,Trial-3,Trial-4,Trial-5,Trial-6,Trial-7,Trial-8,Trial-9
1800,0.9583087141336306,1.0,1.0,1.0,1.0,0.9598352156948798,0.9870408528018956,1.0,0.9895370569881152,1.0
3600,0.9441981734019302,0.9879349990557331,0.9875688334843067,1.0,1.0,0.9454583590427703,0.9527169715725157,0.9878933172075667,0.9621298914391643,1.0
5400,1.0,0.9443362613783552,0.9443214316640016,0.9474246795153903,0.9460499061638685,1.0,1.0,0.9430626053937847,0.9593643577610996,0.9459570752411409
7200,0.9754174594550726,1.0,1.0,1.0,1.0,1.0,0.9765548045644403,1.0,0.9815088862908136,1.0
9000,0.9419970423639931,0.985393410429765,1.0,0.9848321669327796,0.9830585086188355,0.9500017820244676,0.9504279323627117,0.9852440561405932,0.9729776945111457,0.9840509937293903
10800,1.0,0.9453126980927206,0.955127523948887,0.9471214927757132,0.9435460972550551,1.0,1.0,0.9480931422272806,0.9512106352258339,0.9451891818485896
12600,0.9834647877514192,1.0,1.0,1.0,1.0,0.9879672876236255,0.98167616915223,1.0,1.0,1.0
14400,0.9437122855831297,0.9871405233824587,0.978489608064617,1.0,0.9877887200115145,0.9520100494011402,0.9551323114274344,0.9875355442632858,0.9842625552953451,0.9827903687720887
16200,1.0,0.9495910560831375,0.9432057253181385,0.9584090947074864,0.9835814846926169,1.0,1.0,0.9547330939687595,0.9537436698753214,0.9517392990046845
18000,0.9669708302319482,1.0,1.0,1.0,0.9489978986656213,0.987932133454587,0.9861246362237426,1.0,1.0,1.0
19800,0.9436006145968105,0.9786716687326341,0.9599995856303295,0.9722711621317416,1.0,0.9496257126639374,0.9506988026725897,0.9770441629296873,0.9877114511951002,1.0
21600,1.0,0.9340737520275842,0.937481055826566,0.9328865745115751,0.9771670518651339,1.0,1.0,0.9320891281299033,0.9364050633668927,0.9385987249142237
23400,0.9702856310485304,1.0,1.0,1.0,0.9295391395290176,0.9336021604495801,0.9339565879033754,1.0,1.0,1.0
25200,0.9282807347242941,0.9344684971271847,0.9469383473274686,0.935368565868323,1.0,0.7512130158940153,0.9447952051531413,0.929871721382171,0.9273534839729113,0.9289722819544638
27000,1.0,1.0,0.9467064118691237,1.0,0.9348108386111161,0.9284707160988367,1.0,1.0,1.0,1.0
28800,0.9309831427190122,0.9313718415193255,0.9352754648465792,0.9305258582790826,1.0,0.9852443418855337,0.9270490557916162,0.9324890132113877,0.9326631146275731,0.9339288630533027
30600,1.0,1.0,1.0,1.0,0.9313909718597988,0.9296643028361977,1.0,1.0,1.0,1.0
32400,0.9348479135199245,0.9323356757866477,0.9289099428787138,0.9318318713422559,1.0,1.0,0.9325587916544646,0.9322468376052713,0.9332034969814328,0.9336076541326308
34200,1.0,1.0,1.0,1.0,0.9346329246205035,0.9359652640253276,1.0,1.0,1.0,1.0
36000,0.9281546104237173,0.9310657532028723,0.9354759217546063,0.9346450092784455,1.0,0.9864021875924712,0.9320830456829867,0.9326573988163743,0.9316680573353414,0.9326705304990236
37800,1.0,1.0,1.0,1.0,0.9287822376298733,0.9279350750615155,1.0,1.0,1.0,1.0
39600,0.9309287024423754,0.9301518722608673,0.9279381224804456,0.9270801473666512,1.0,1.0,0.9294389816819214,0.9285340911659568,0.9280052211599913,0.9270007911178699
41400,1.0,1.0,1.0,1.0,0.9296196698114964,0.9306797962256731,1.0,1.0,1.0,1.0
43200,0.929705599692719,0.9304160133170689,0.9297416023807453,0.9313347830736607,1.0,1.0,0.9303130023676831,0.9301444053948733,0.9310465819180272,0.930485603916604
45000,1.0,1.0,1.0,1.0,0.9327951725322325,0.9319018676261333,1.0,1.0,1.0,1.0
46800,0.9321689377538802,0.9325560247973577,0.9335732026500279,0.9324071225638114,1.0,1.0,0.9338076508588095,0.9343471171822446,0.9338387998811941,0.9429417462532005
48600,1.0,1.0,1.0,1.0,0.9289246001686076,0.9294282408679021,1.0,1.0,1.0,1.0
50400,0.9292838472047457,0.9291209159813529,0.928344647807529,0.9286661681952572,1.0,1.0,0.9289364003191605,0.9288157649232024,0.9290229622435955,0.9304906751964246
52200,1.0,1.0,1.0,1.0,0.9318181580466742,0.9316349973941515,1.0,1.0,1.0,1.0
54000,0.9318501991503796,0.9316964012414692,0.9322622804732318,0.9326735510303255,1.0,1.0,0.9384859325473768,0.938952781820302,0.9394035814524151,0.9339940014696597
55800,1.0,1.0,1.0,1.0,0.9347328949968405,0.9358326385816427,1.0,1.0,1.0,1.0
57600,0.9435722929992556,0.9452903882527685,0.9443156897878141,0.9423915677856145,1.0,1.0,0.9337787128179911,0.9343064573471308,0.934014432699465,0.9368040633705975
59400,1.0,1.0,1.0,1.0,0.9435068497495187,0.937739902243168,1.0,1.0,1.0,1.0
61200,0.9314048599186836,0.9317242310959643,0.9330532407586241,0.932067298345447,0.9660928177248884,1.0,0.9464331055455095,0.9427972063321763,0.9456411990682987,0.9403725826914436
63000,1.0,1.0,1.0,1.0,0.9354836487805301,0.935690363701544,0.9507085138427604,1.0,0.9621370104762962,1.0
64800,0.9482344227677085,0.9469374350127887,0.9403712776964779,0.9415388661038253,1.0,1.0,0.9573721256129931,0.9317864023449125,0.9378665101836939,0.933718146404181
66600,1.0,0.9858390300037795,1.0,1.0,0.9452307430339454,0.9440884904144659,0.9476574233350185,1.0,1.0,1.0
68400,0.9359672824676888,0.938149045097068,0.9423721296199752,0.940672756013208,1.0,1.0,1.0,0.9706208598549703,0.9472859159285858,0.9490428795383461
70200,1.0,1.0,1.0,1.0,0.9368623015488126,0.9372288035140882,0.9428388606652774,0.9592564406885523,1.0,1.0
72000,0.9538665001313874,0.9489246187354287,0.9422717488482208,0.944231547412848,1.0,1.0,1.0,0.9711956218560409,0.9417658525177486,0.9389889982469226
