#{"t_start": 1744375389.1648784, "env_id": "ATM"}
r,l,t
17.066234,48,0.996974
20.42552,48,1.608609
21.398544,48,2.505135
20.186176,48,3.129189
21.431291,48,4.049497
21.810912,48,4.695493
20.394758,48,5.633372
20.525343,48,6.245025
21.269361,48,7.14493
21.029034,48,7.766627
21.441615,48,8.676264
21.05841,48,9.313401
21.070917,48,10.226409
21.726112,48,10.855809
21.762959,48,11.772778
21.756818,48,12.408682
21.585283,48,13.305979
20.909202,48,13.907426
21.733083,48,14.79813
21.625929,48,15.441846
20.833081,48,16.411927
21.506336,48,17.026273
21.581625,48,17.94242
21.559586,48,19.416597
21.475389,48,20.029994
21.601828,48,20.925081
21.576927,48,21.507982
21.574226,48,22.431426
21.566011,48,23.031814
21.453978,48,23.929018
21.420246,48,24.507029
21.763062,48,25.382918
21.72725,48,25.988743
21.235595,48,26.91027
21.077022,48,27.521912
21.680417,48,28.40723
21.696858,48,29.020449
20.631534,48,29.911229
21.666614,48,30.52063
21.597919,48,31.420079
21.745373,48,32.035862
20.117827,48,33.050623
21.468179,48,33.654762
21.808501,48,34.574264
21.509433,48,35.186146
21.115703,48,36.081625
21.827204,48,36.713481
20.568193,48,37.664702
20.544143,48,38.276102
21.279206,48,38.887077
21.25565,48,39.830124
20.69015,48,40.456321
20.354139,48,41.371934
21.495232,48,42.000437
21.249574,48,42.984246
20.239213,48,43.62489
21.670737,48,44.538608
21.063407,48,45.171821
21.037795,48,46.091195
20.750714,48,46.714929
21.013947,48,47.680833
21.711305,48,48.297547
21.071412,48,49.233711
21.637815,48,49.860789
20.499418,48,50.767478
20.67613,48,52.126127
21.248775,48,53.053477
18.667829,48,53.701855
21.289142,48,54.623524
22.047894,48,55.244166
21.439298,48,56.175273
21.095249,48,56.787808
21.085569,48,57.71523
21.255978,48,58.36176
21.020767,48,59.014807
20.870959,48,59.958276
21.583327,48,60.578268
20.277006,48,61.49526
21.063025,48,62.137051
20.589276,48,63.069427
21.677447,48,63.714994
22.006841,48,64.642668
21.476755,48,65.28154
20.309861,48,66.211434
21.321182,48,66.826067
20.107016,48,67.741482
20.705485,48,68.365151
20.439284,48,69.352557
21.36274,48,69.973654
21.793577,48,70.91319
21.827002,48,71.543351
21.995904,48,72.486171
22.119671,48,73.10674
21.210435,48,74.068703
21.250052,48,74.679315
19.878468,48,75.62187
20.962873,48,76.238966
20.863872,48,77.155903
21.541224,48,77.774377
20.874571,48,78.396734
21.882634,48,79.317015
21.422656,48,79.983899
20.547611,48,80.917369
21.783802,48,81.563196
19.53751,48,82.517859
20.020766,48,83.142232
20.189038,48,84.10342
21.240857,48,85.531362
20.984574,48,86.47304
20.433398,48,87.153622
21.909169,48,88.076279
19.86203,48,88.708944
20.947198,48,89.647836
21.369825,48,90.313185
18.850539,48,91.291121
20.290861,48,91.940381
21.435564,48,92.861776
21.283062,48,93.493871
20.293745,48,94.444546
20.053473,48,95.123701
20.598645,48,96.10418
21.236043,48,96.726569
20.184672,48,97.68666
18.72013,48,98.397065
20.353013,48,99.01636
20.940101,48,99.972026
20.197931,48,100.621494
20.780295,48,101.559809
20.848566,48,102.205495
20.731169,48,103.150838
21.266287,48,103.802728
21.499306,48,104.736011
20.8362,48,105.398028
20.8443,48,106.342878
19.754947,48,106.963694
21.000904,48,107.924983
20.948105,48,108.557732
20.776431,48,109.483366
21.304766,48,110.1408
20.583203,48,111.077032
18.31951,48,111.736476
20.73646,48,112.706168
20.546058,48,113.334499
19.103132,48,114.287474
21.557534,48,114.936881
20.314856,48,115.91099
21.569316,48,116.56066
18.959059,48,118.282863
20.209227,48,118.903334
20.802125,48,119.544382
21.196345,48,120.497554
19.749031,48,121.121831
19.826503,48,122.072399
18.717952,48,122.702768
21.788452,48,123.682189
18.52993,48,124.31704
20.380669,48,125.256467
21.486968,48,125.892543
20.419216,48,126.854657
19.300172,48,127.477091
20.947855,48,128.422962
20.365625,48,129.093289
21.024962,48,130.023205
20.369542,48,130.657654
20.922623,48,131.614812
21.58536,48,132.282543
22.128241,48,133.225815
20.720107,48,133.911964
21.320616,48,134.872062
21.103846,48,135.495304
18.911128,48,136.449578
19.079176,48,137.125384
19.959384,48,138.077416
21.07855,48,138.713665
19.599662,48,139.325073
19.330728,48,140.291328
20.100153,48,140.922517
18.162519,48,141.869205
19.474958,48,142.53236
20.555009,48,143.482492
20.373631,48,144.119879
19.332435,48,145.095904
20.607865,48,145.733545
21.202197,48,146.669137
21.551898,48,147.34103
20.943894,48,148.2881
20.24017,48,148.912026
20.52969,48,149.860847
20.669918,48,151.267627
17.973872,48,152.224185
21.421718,48,152.852654
20.813147,48,153.822428
21.875624,48,154.448493
21.304667,48,155.387891
20.672863,48,156.044369
20.604905,48,157.037011
21.638218,48,157.666719
20.469827,48,158.60847
19.844535,48,159.27441
21.517286,48,159.925948
20.573453,48,160.893719
20.679556,48,161.510009
21.519481,48,162.469231
20.614219,48,163.110328
21.855099,48,164.110311
20.278181,48,164.750127
21.357942,48,165.706676
20.3205,48,166.388075
20.699665,48,167.363856
19.471747,48,168.00116
21.295065,48,168.956081
17.553081,48,169.611495
21.912106,48,170.551909
21.856843,48,171.19604
21.64552,48,172.149841
20.180396,48,172.808037
20.981771,48,173.798357
19.815011,48,174.42812
21.40967,48,175.512332
21.359273,48,176.198894
19.828142,48,177.204677
21.179116,48,177.83324
20.7069,48,178.773537
21.568505,48,179.4178
21.163497,48,180.055737
20.877028,48,181.031476
21.494709,48,181.652719
20.924888,48,182.611744
19.971922,48,183.257426
21.400632,48,185.004261
19.65839,48,185.651651
21.03252,48,186.58957
20.964649,48,187.232479
19.41513,48,188.209355
20.494913,48,188.830395
19.334088,48,189.764282
20.054591,48,190.420033
21.620981,48,191.356514
21.18023,48,192.01065
20.689923,48,192.961821
21.589147,48,193.597922
21.230162,48,194.55223
21.590539,48,195.199927
21.025421,48,196.151256
20.513216,48,196.812295
18.996601,48,197.909413
19.041221,48,198.666436
21.683174,48,199.658878
21.02964,48,200.387238
20.986625,48,201.062658
19.893373,48,202.095397
18.44599,48,202.772718
20.083297,48,203.736562
20.030491,48,204.409852
21.555317,48,205.393991
20.230207,48,206.04215
20.149527,48,207.013492
21.147867,48,207.65169
20.734352,48,208.599531
21.948653,48,209.294281
