train/n_updates,train/ent_coef,train/actor_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/ep_b1_std,eval/ep_nodes_above_threshold,eval/ep_pressure_obj_mean,eval/ep_nodes_below_threshold,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b1_mean,eval/ep_timesteps_below_zero,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_nodes_below_zero
35,0.009999999776482582,-0.5214030742645264,4,48.0,384,15.9863025,0.05659129098057747,678,0,0.003,,,,,,,,,,,,,,
,,,8,48.0,384,15.9863025,,669,0,,,,,,,,,,,,,,,
83,0.009999999776482582,-0.6929709911346436,12,48.0,768,17.8882304375,0.023005593568086624,652,1,0.003,,,,,,,,,,,,,,
,,,16,48.0,768,17.8882304375,,648,1,,,,,,,,,,,,,,,
131,0.009999999776482582,-0.7313117980957031,20,48.0,1152,18.731023,0.020157935097813606,555,2,0.003,0.009823262186882965,0.0,1.0,0.0,0.0,0.16901291057950532,0.47221729387646927,0.1556987036690817,0.08908728190583048,0.9410769454942145,0,0.19701652995572225,0.8590120379403337,0.0
,,,24,48.0,1152,18.731023,,549,2,,,,,,,,,,,,,,,
179,0.009999999776482582,-0.8212745785713196,28,48.0,1536,19.31706790625,0.015865841880440712,569,2,0.003,,,,,,,,,,,,,,
,,,32,48.0,1536,19.31706790625,,567,2,,,,,,,,,,,,,,,
227,0.009999999776482582,-0.9154610633850098,36,48.0,1920,19.618549525,0.015279054641723633,530,3,0.003,0.10735120739077542,0.0,1.0,0.0,0.0,0.9744887330963554,0.5631753633154571,0.027348692148550773,0.1374502052537006,0.5847325381839232,0,0.10947168855903547,0.7402036832901088,0.0
,,,40,48.0,1920,19.618549525,,527,3,,,,,,,,,,,,,,,
275,0.009999999776482582,-1.023032784461975,44,48.0,2304,19.844055541666666,0.01311775203794241,540,4,0.003,,,,,,,,,,,,,,
,,,48,48.0,2304,19.844055541666666,,539,4,,,,,,,,,,,,,,,
323,0.009999999776482582,-1.1050562858581543,52,48.0,2688,19.96445291071429,0.01709534041583538,516,5,0.003,0.05116574430798051,0.0,0.9835526315789473,0.01611170784103115,0.06437448089343181,0.9607668887248711,0.5911596212849204,0.03413597516488603,0.13024295335108046,0.7092895485572139,0,0.14115961906673838,0.7166569900137228,0.0
,,,56,48.0,2688,19.96445291071429,,515,5,,,,,,,,,,,,,,,
371,0.009999999776482582,-1.2176321744918823,60,48.0,3072,20.034269281249998,0.026529774069786072,528,5,0.003,,,,,,,,,,,,,,
,,,64,48.0,3072,20.034269281249998,,527,5,,,,,,,,,,,,,,,
419,0.009999999776482582,-1.2337616682052612,68,48.0,3456,20.17287429166667,0.02617115154862404,514,6,0.003,0.09659310142355297,0.0,1.0,0.0,0.0,0.9145977792344182,0.5942377871398041,0.10070900978165605,0.08930342956367301,0.7245730796294023,0,0.20837749862749705,0.8342338932401471,0.0
,,,72,48.0,3456,20.17287429166667,,513,6,,,,,,,,,,,,,,,
467,0.009999999776482582,-1.4110386371612549,76,48.0,3840,20.2664690125,0.03165978938341141,523,7,0.003,,,,,,,,,,,,,,
,,,80,48.0,3840,20.2664690125,,523,7,,,,,,,,,,,,,,,
515,0.009999999776482582,-1.4733909368515015,84,48.0,4224,20.379381545454546,0.03542505204677582,512,8,0.003,0.022873194292493564,0.0,0.9945175438596491,0.0053705692803437165,0.03798357034142275,0.798772117643297,0.6161114667706848,0.09761723028618027,0.07913191043639888,0.8977536451715067,0,0.16100320766946283,0.8447505160851545,0.0
,,,88,48.0,4224,20.379381545454546,,511,8,,,,,,,,,,,,,,,
563,0.009999999776482582,-1.6171773672103882,92,48.0,4608,20.402155802083332,0.030323807150125504,518,8,0.003,,,,,,,,,,,,,,
,,,96,48.0,4608,20.402155802083332,,518,8,,,,,,,,,,,,,,,
611,0.009999999776482582,-1.6395478248596191,100,48.0,4992,20.658875910000003,0.01891333982348442,509,9,0.003,0.028776556860315636,0.0,1.0,0.0,0.0,0.6711626542727208,0.6080947025290295,0.07544623872413224,0.10154834356703869,0.9353972748489483,0,0.16155144072183714,0.8225242031461529,0.0
,,,104,48.0,4992,20.658875910000003,,508,9,,,,,,,,,,,,,,,
659,0.009999999776482582,-1.7700507640838623,108,48.0,5376,20.95892262,0.05780942738056183,515,10,0.003,,,,,,,,,,,,,,
,,,112,48.0,5376,20.95892262,,515,10,,,,,,,,,,,,,,,
707,0.009999999776482582,-1.807164192199707,116,48.0,5760,21.0820579,0.03139115124940872,507,11,0.003,0.022385493702771056,0.0,1.0,0.0,0.0,0.7515375544483215,0.5662178218112555,0.13896548463159122,0.11613739747702566,0.9580689013875948,0,0.14757828470568132,0.737662431961582,0.0
,,,120,48.0,5760,21.0820579,,507,11,,,,,,,,,,,,,,,
755,0.009999999776482582,-1.964557409286499,124,48.0,6144,21.10369568,0.024836670607328415,512,11,0.003,,,,,,,,,,,,,,
,,,128,48.0,6144,21.10369568,,512,11,,,,,,,,,,,,,,,
803,0.009999999776482582,-2.012164831161499,132,48.0,6528,21.178916349999998,0.04184535890817642,507,12,0.003,0.011142497563994963,0.0,1.0,0.0,0.0,0.8096560462049942,0.5984082546532098,0.11303640487078663,0.07419036212430419,0.9415471993802232,0,0.11080714047746956,0.7090809744829225,0.0
,,,136,48.0,6528,21.178916349999998,,506,12,,,,,,,,,,,,,,,
851,0.009999999776482582,-2.1642701625823975,140,48.0,6912,21.214577799999997,0.040004268288612366,512,13,0.003,,,,,,,,,,,,,,
,,,144,48.0,6912,21.214577799999997,,512,13,,,,,,,,,,,,,,,
899,0.009999999776482582,-2.244750499725342,148,48.0,7296,21.254105770000002,0.08601705729961395,507,14,0.003,0.01335753010804222,0.0,1.0,0.0,0.0,0.8162105244902582,0.5737393384342945,0.09460121768196461,0.04162376209928278,0.955151909676932,0,0.11577314428826758,0.6243317332184235,0.0
,,,152,48.0,7296,21.254105770000002,,507,14,,,,,,,,,,,,,,,
947,0.009999999776482582,-2.198031187057495,156,48.0,7680,21.28469055,0.08180578052997589,511,15,0.003,,,,,,,,,,,,,,
,,,160,48.0,7680,21.28469055,,511,15,,,,,,,,,,,,,,,
995,0.009999999776482582,-2.3690829277038574,164,48.0,8064,21.338411810000004,0.061440370976924896,504,15,0.003,0.021893774013612463,0.0,1.0,0.0,0.0,0.7817075535612097,0.5669175629303199,0.11655303811907614,0.09614481666104284,0.9634367180985535,0,0.11871817651144054,0.6811238415984883,0.0
,,,168,48.0,8064,21.338411810000004,,504,15,,,,,,,,,,,,,,,
1043,0.009999999776482582,-2.4645774364471436,172,48.0,8448,21.344323230000004,0.1226787120103836,509,16,0.003,,,,,,,,,,,,,,
,,,176,48.0,8448,21.344323230000004,,508,16,,,,,,,,,,,,,,,
1091,0.009999999776482582,-2.5687382221221924,180,48.0,8832,21.368428229999996,0.12804535031318665,504,17,0.003,0.01579545992238289,0.0,1.0,0.0,0.0,0.8016810444805954,0.5649011774251362,0.08217292297791774,0.08812003176717303,0.9676098180932129,0,0.10586905384329792,0.6088658715378672,0.0
,,,184,48.0,8832,21.368428229999996,,503,17,,,,,,,,,,,,,,,
1139,0.009999999776482582,-2.7011289596557617,188,48.0,9216,21.4047833,0.06746035069227219,485,18,0.003,,,,,,,,,,,,,,
,,,192,48.0,9216,21.4047833,,485,18,,,,,,,,,,,,,,,
1187,0.009999999776482582,-2.7258522510528564,196,48.0,9600,21.429125910000003,0.08720079064369202,482,19,0.003,0.019480088505438215,0.0,1.0,0.0,0.0,0.7838325722746353,0.5662512701368793,0.09878802880615938,0.07672852464844025,0.9690566746211252,0,0.10766732023288852,0.5955870259162521,0.0
,,,200,48.0,9600,21.429125910000003,,481,19,,,,,,,,,,,,,,,
1235,0.009999999776482582,-2.719254970550537,204,48.0,9984,21.4331336,0.12287403643131256,487,20,0.003,,,,,,,,,,,,,,
,,,208,48.0,9984,21.4331336,,487,20,,,,,,,,,,,,,,,
1283,0.009999999776482582,-2.703232765197754,212,48.0,10368,21.43174042,0.18440309166908264,491,21,0.003,,,,,,,,,,,,,,
,,,216,48.0,10368,21.43174042,,491,21,,,,,,,,,,,,,,,
