train/n_updates,train/ent_coef,train/actor_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/ep_b1_std,eval/ep_nodes_above_threshold,eval/ep_pressure_obj_mean,eval/ep_nodes_below_threshold,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b1_mean,eval/ep_timesteps_below_zero,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_nodes_below_zero
1331,0.009999999776482582,-2.9380884170532227,220,48.0,10752,21.420607920000002,0.12265759706497192,488,21,0.003,0.017503573078017007,0.0,1.0,0.0,0.0,0.7965090217291959,0.5487388907748009,0.06679497281068847,0.11405382532707739,0.9834797153322752,0,0.08640072958066804,0.54341672494598,0.0
,,,224,48.0,10752,21.420607920000002,,488,22,,,,,,,,,,,,,,,
1379,0.009999999776482582,-2.9674501419067383,228,48.0,11136,21.42010071,0.13638858497142792,492,22,0.003,,,,,,,,,,,,,,
,,,232,48.0,11136,21.42010071,,492,22,,,,,,,,,,,,,,,
1427,0.009999999776482582,-3.080772876739502,236,48.0,11520,21.374786320000002,0.12245970219373703,490,23,0.003,0.01941530670670112,0.0,1.0,0.0,0.0,0.8035358948019953,0.5636684348298729,0.09585444993575622,0.09198939481714513,0.9636521633445687,0,0.12959982705295692,0.5301760615732395,0.0
,,,240,48.0,11520,21.374786320000002,,489,23,,,,,,,,,,,,,,,
1475,0.009999999776482582,-3.0184273719787598,244,48.0,11904,21.373730260000002,0.19766634702682495,494,24,0.003,,,,,,,,,,,,,,
,,,248,48.0,11904,21.373730260000002,,494,24,,,,,,,,,,,,,,,
1523,0.009999999776482582,-3.1909515857696533,252,48.0,12288,21.389245119999995,0.22839976847171783,492,24,0.003,0.015137692037348563,0.0,1.0,0.0,0.0,0.8697470259562697,0.49059740498473975,0.025447415436543285,0.06375404567525988,0.9722181366069663,0,0.08911297522592848,0.3171964261594274,0.0
,,,256,48.0,12288,21.389245119999995,,492,24,,,,,,,,,,,,,,,
1571,0.009999999776482582,-3.2437267303466797,260,48.0,12672,21.39958357,0.18938878178596497,495,25,0.003,,,,,,,,,,,,,,
,,,264,48.0,12672,21.39958357,,495,25,,,,,,,,,,,,,,,
1619,0.009999999776482582,-3.365354537963867,268,48.0,13056,21.36583705,0.1761435568332672,493,26,0.003,0.01620562856769409,0.0,1.0,0.0,0.0,0.8726218309590662,0.5364745801118208,0.027215565041791404,0.06578279793023491,0.9518194577787075,0,0.08801290479967325,0.36860327799604065,0.0
,,,272,48.0,13056,21.36583705,,492,26,,,,,,,,,,,,,,,
1667,0.009999999776482582,-3.4769911766052246,276,48.0,13440,21.35816663,0.35340753197669983,496,27,0.003,,,,,,,,,,,,,,
,,,280,48.0,13440,21.35816663,,496,27,,,,,,,,,,,,,,,
1715,0.009999999776482582,-3.551560163497925,284,48.0,13824,21.35139434,0.14731773734092712,494,27,0.003,0.017931723777901757,0.0,1.0,0.0,0.0,0.8610490661147556,0.4091925423684138,0.06021808249014205,0.07498582451958401,0.9696836096555074,0,0.16913365840822903,0.2759885421202298,0.0
,,,288,48.0,13824,21.35139434,,493,27,,,,,,,,,,,,,,,
1763,0.009999999776482582,-3.5813558101654053,292,48.0,14208,21.32292452,0.2338229864835739,497,28,0.003,,,,,,,,,,,,,,
,,,296,48.0,14208,21.32292452,,496,28,,,,,,,,,,,,,,,
1811,0.009999999776482582,-3.676751136779785,300,48.0,14592,21.27684429,0.2958424687385559,494,29,0.003,0.02310501496714091,0.0,1.0,0.0,0.0,0.859759489214507,0.5107603226652031,0.06226672241689033,0.05396424820394879,0.9604131131411285,0,0.1370591799507391,0.378567285500173,0.0
,,,304,48.0,14592,21.27684429,,494,29,,,,,,,,,,,,,,,
1859,0.009999999776482582,-3.7397727966308594,308,48.0,14976,21.25828985,0.2893249988555908,497,30,0.003,,,,,,,,,,,,,,
,,,312,48.0,14976,21.25828985,,497,30,,,,,,,,,,,,,,,
1907,0.009999999776482582,-3.7829232215881348,316,48.0,15360,21.25130467,0.36759036779403687,495,30,0.003,0.023222597417197233,0.0,1.0,0.0,0.0,0.8592321365116461,0.5205011066700034,0.06410896560034134,0.05467974191803284,0.9416356782179177,0,0.12124481629826948,0.3688061934942292,0.0
,,,320,48.0,15360,21.25130467,,495,31,,,,,,,,,,,,,,,
1955,0.009999999776482582,-3.8840670585632324,324,48.0,15744,21.25577718,0.23767434060573578,498,31,0.003,,,,,,,,,,,,,,
,,,328,48.0,15744,21.25577718,,498,31,,,,,,,,,,,,,,,
2003,0.009999999776482582,-3.970322370529175,332,48.0,16128,21.22531336,0.31451231241226196,494,32,0.003,0.06432055155550317,0.0,1.0,0.0,0.0,0.8656155068916584,0.6115585977260113,0.06799823777303465,0.1033645683532823,0.9045122511188065,0,0.20208142794423828,0.4695485390560158,0.0
,,,336,48.0,16128,21.22531336,,494,32,,,,,,,,,,,,,,,
2051,0.009999999776482582,-4.107616901397705,340,48.0,16512,21.225970630000003,0.17933514714241028,497,33,0.003,,,,,,,,,,,,,,
,,,344,48.0,16512,21.225970630000003,,496,33,,,,,,,,,,,,,,,
2099,0.009999999776482582,-4.245717525482178,348,48.0,16896,21.159108110000002,0.21792219579219818,494,34,0.003,0.05648759192401506,0.0010741138560687433,0.9879385964912281,0.010741138560687433,0.0534533641252242,0.8320204983821587,0.5857124661899293,0.08067943334560222,0.12651831411076184,0.9306345997679677,0,0.18790843790506367,0.41509859397597876,0.0
,,,352,48.0,16896,21.159108110000002,,494,34,,,,,,,,,,,,,,,
2147,0.009999999776482582,-4.157799243927002,356,48.0,17280,21.026324969999997,0.17861583828926086,497,34,0.003,,,,,,,,,,,,,,
,,,360,48.0,17280,21.026324969999997,,497,34,,,,,,,,,,,,,,,
2195,0.009999999776482582,-4.341450214385986,364,48.0,17664,20.96411037,0.28211432695388794,495,35,0.003,0.052337433489180324,0.0,1.0,0.0,0.0,0.8491079907897434,0.5693763009371665,0.08226970503568751,0.08905280625227244,0.9437326754497709,0,0.17200977320396302,0.6335733780436776,0.0
,,,368,48.0,17664,20.96411037,,495,35,,,,,,,,,,,,,,,
2243,0.009999999776482582,-4.290526390075684,372,48.0,18048,20.918366880000004,0.19171828031539917,497,36,0.003,,,,,,,,,,,,,,
,,,376,48.0,18048,20.918366880000004,,497,36,,,,,,,,,,,,,,,
2291,0.009999999776482582,-4.469478607177734,380,48.0,18432,20.904431050000003,0.19380229711532593,495,37,0.003,0.02723275376014461,0.0,1.0,0.0,0.0,0.8701440816892303,0.5527476684949152,0.048975855878113844,0.0384957667919674,0.9434709234768718,0,0.1341036125198155,0.4426256124451859,0.0
,,,384,48.0,18432,20.904431050000003,,494,37,,,,,,,,,,,,,,,
2339,0.009999999776482582,-4.491473197937012,388,48.0,18816,20.914232350000002,0.3603241443634033,497,37,0.003,,,,,,,,,,,,,,
,,,392,48.0,18816,20.914232350000002,,497,37,,,,,,,,,,,,,,,
2387,0.009999999776482582,-4.546535968780518,396,48.0,19200,20.903209629999996,0.4600561261177063,495,38,0.003,0.09549229911773775,0.0,1.0,0.0,0.0,0.8746503813795548,0.6051705343982988,0.08597014049072003,0.07425623752346595,0.8918576060164418,0,0.20479254186593593,0.6114759035854114,0.0
,,,400,48.0,19200,20.903209629999996,,495,38,,,,,,,,,,,,,,,
2435,0.009999999776482582,-4.600525856018066,404,48.0,19584,20.91040727,0.27608799934387207,497,39,0.003,,,,,,,,,,,,,,
,,,408,48.0,19584,20.91040727,,497,39,,,,,,,,,,,,,,,
2483,0.009999999776482582,-4.726805210113525,412,48.0,19968,20.818791410000003,0.15538856387138367,498,40,0.003,,,,,,,,,,,,,,
,,,416,48.0,19968,20.818791410000003,,498,40,,,,,,,,,,,,,,,
2531,0.009999999776482582,-4.789926528930664,420,48.0,20352,20.77894688,0.3480095863342285,497,40,0.003,0.17512832813245632,0.0,1.0,0.0,0.0,0.8280479734910644,0.5911242793924684,0.17543341362379763,0.11761102331462743,0.8654680564350699,0,0.19996620483596725,0.5753890255873707,0.0
,,,424,48.0,20352,20.77894688,,496,40,,,,,,,,,,,,,,,
2579,0.009999999776482582,-4.8879475593566895,428,48.0,20736,20.77176643,0.23719026148319244,498,41,0.003,,,,,,,,,,,,,,
,,,432,48.0,20736,20.77176643,,498,41,,,,,,,,,,,,,,,
2627,0.009999999776482582,-4.9191508293151855,436,48.0,21120,20.766660969999997,0.40011149644851685,496,42,0.003,0.0445087137044667,0.0,1.0,0.0,0.0,0.757075784487957,0.571150767985748,0.10249857356478184,0.10087459406649221,0.9621708857425092,0,0.1527608239511175,0.7873414546240757,0.0
,,,440,48.0,21120,20.766660969999997,,496,42,,,,,,,,,,,,,,,
2675,0.009999999776482582,-4.8168721199035645,444,48.0,21504,20.653218900000002,0.8288513422012329,497,43,0.003,,,,,,,,,,,,,,
,,,448,48.0,21504,20.653218900000002,,497,43,,,,,,,,,,,,,,,
2723,0.009999999776482582,-5.209939956665039,452,48.0,21888,20.734424719999996,0.15585331618785858,496,44,0.003,0.038126272899016544,0.004296455424274973,0.9802631578947366,0.015037593984962405,0.05495970651745214,0.8507177979015225,0.6660639814749385,0.05417249273362391,0.1191095543615007,0.9010604962665895,0,0.22135020936028854,0.7360351983979447,0.0
,,,456,48.0,21888,20.734424719999996,,496,44,,,,,,,,,,,,,,,
2771,0.009999999776482582,-5.093102931976318,460,48.0,22272,20.837559340000002,0.46896979212760925,497,44,0.003,,,,,,,,,,,,,,
,,,464,48.0,22272,20.837559340000002,,497,44,,,,,,,,,,,,,,,
2819,0.009999999776482582,-5.098576545715332,468,48.0,22656,20.8725159,0.2571566700935364,496,45,0.003,0.026124595381797736,0.0,1.0,0.0,0.0,0.8829821400149395,0.5734788361853959,0.03914358264927004,0.04536434849104472,0.933571670945392,0,0.13315288963230265,0.41727041449976626,0.0
,,,472,48.0,22656,20.8725159,,496,45,,,,,,,,,,,,,,,
2867,0.009999999776482582,-5.195736885070801,476,48.0,23040,20.846259050000004,0.7863714098930359,497,46,0.003,,,,,,,,,,,,,,
,,,480,48.0,23040,20.846259050000004,,497,46,,,,,,,,,,,,,,,
2915,0.009999999776482582,-5.45098876953125,484,48.0,23424,20.778271129999997,0.2991456091403961,495,47,0.003,0.02666708189587102,0.0010741138560687433,0.9802631578947368,0.018259935553168637,0.06570543344507083,0.8561886917224603,0.5753480919444417,0.0416404617031582,0.09483094406575496,0.9355017922017727,0,0.1442964034417672,0.4728002290934123,0.0
,,,488,48.0,23424,20.778271129999997,,495,47,,,,,,,,,,,,,,,
2963,0.009999999776482582,-5.1426239013671875,492,48.0,23808,20.818862889999995,0.9528635740280151,497,47,0.003,,,,,,,,,,,,,,
,,,496,48.0,23808,20.818862889999995,,497,47,,,,,,,,,,,,,,,
3011,0.009999999776482582,-5.420125961303711,500,48.0,24192,20.731550310000003,0.6779187321662903,495,48,0.003,0.02652895431063507,0.0,0.9890350877192983,0.010741138560687433,0.053142351716699704,0.8607743251949808,0.5594787544405414,0.0488445674670002,0.10595403418813286,0.9300623550362204,0,0.13697520149952488,0.41503200463997275,0.0
,,,504,48.0,24192,20.731550310000003,,495,48,,,,,,,,,,,,,,,
3059,0.009999999776482582,-5.486512660980225,508,48.0,24576,20.733534130000002,0.36973458528518677,497,49,0.003,,,,,,,,,,,,,,
,,,512,48.0,24576,20.733534130000002,,497,49,,,,,,,,,,,,,,,
3107,0.009999999776482582,-5.604805946350098,516,48.0,24960,20.758975140000004,0.6100683808326721,495,50,0.003,0.024575502115775232,0.0,1.0,0.0,0.0,0.8754993765591009,0.5214309385999603,0.035285529423734786,0.06561297148119019,0.9487606532374894,0,0.09270158755531155,0.35430538575154596,0.0
,,,520,48.0,24960,20.758975140000004,,495,50,,,,,,,,,,,,,,,
3155,0.009999999776482582,-5.5439324378967285,524,48.0,25344,20.72971564,0.8729932904243469,490,51,0.003,,,,,,,,,,,,,,
,,,528,48.0,25344,20.72971564,,490,51,,,,,,,,,,,,,,,
3203,0.009999999776482582,-5.844222068786621,532,48.0,25728,20.720923380000002,0.2332131266593933,488,52,0.003,0.030031133801072998,0.0021482277121374865,0.9813596491228069,0.01611170784103115,0.06467894363082492,0.7441417371393116,0.5901057559890487,0.09670325160325248,0.16037558553531273,0.9581341477944614,0,0.16267793889630372,0.4829745150939949,0.0
,,,536,48.0,25728,20.720923380000002,,488,52,,,,,,,,,,,,,,,
3251,0.009999999776482582,-5.797046661376953,540,48.0,26112,20.68989789,0.43798768520355225,490,53,0.003,,,,,,,,,,,,,,
,,,544,48.0,26112,20.68989789,,490,53,,,,,,,,,,,,,,,
3299,0.009999999776482582,-5.965517044067383,548,48.0,26496,20.72669002,0.5857917070388794,488,54,0.003,0.028453210624334577,0.0010741138560687433,0.9945175438596491,0.004296455424274973,0.031164853747041362,0.8296003819381355,0.5865079118424116,0.07505032142573469,0.11414686292336129,0.9418328807933677,0,0.15919552018427044,0.4683722687608532,0.0
,,,552,48.0,26496,20.72669002,,488,54,,,,,,,,,,,,,,,
3347,0.009999999776482582,-5.832875728607178,556,48.0,26880,20.723266049999996,0.3604266941547394,490,54,0.003,,,,,,,,,,,,,,
,,,560,48.0,26880,20.723266049999996,,490,54,,,,,,,,,,,,,,,
3395,0.009999999776482582,-6.078141689300537,564,48.0,27264,20.72281309,0.25973230600357056,489,55,0.003,0.1719362860398846,0.0,0.924342105263158,0.07411385606874328,0.22061660457548568,0.7599052011619676,0.6217433014457797,0.10421239186522645,0.17414206165484825,0.883177560411736,0,0.1600646046959817,0.5188025118734562,0.0
,,,568,48.0,27264,20.72281309,,488,55,,,,,,,,,,,,,,,
3443,0.009999999776482582,-5.999075889587402,572,48.0,27648,20.765447939999998,0.49934592843055725,490,56,0.003,,,,,,,,,,,,,,
,,,576,48.0,27648,20.765447939999998,,490,56,,,,,,,,,,,,,,,
3491,0.009999999776482582,-6.102693557739258,580,48.0,28032,20.80062004,0.7633187770843506,489,57,0.003,0.20756471316848052,0.0,0.9824561403508771,0.017185821697099892,0.06453640556666265,0.9324956807207955,0.6164565175659509,0.04674715012317028,0.11462689333210722,0.6973894927838098,0,0.1710445007448278,0.780116157688819,0.0
,,,584,48.0,28032,20.80062004,,489,57,,,,,,,,,,,,,,,
3539,0.009999999776482582,-5.988439083099365,588,48.0,28416,20.807806229999997,0.7296919226646423,490,57,0.003,,,,,,,,,,,,,,
,,,592,48.0,28416,20.807806229999997,,490,57,,,,,,,,,,,,,,,
3587,0.009999999776482582,-6.044561862945557,596,48.0,28800,20.821592309999996,1.8121135234832764,489,58,0.003,0.1611238914862402,0.0,0.9660087719298245,0.03329752953813104,0.0980084490107039,0.8021093257488904,0.6264803080594794,0.09797916228949465,0.15192074141850379,0.8801190040204677,0,0.17087783606401086,0.590630044558989,0.0
,,,600,48.0,28800,20.821592309999996,,488,58,,,,,,,,,,,,,,,
3635,0.009999999776482582,-6.326295375823975,604,48.0,29184,20.925982579999996,0.3978663384914398,490,59,0.003,,,,,,,,,,,,,,
,,,608,48.0,29184,20.925982579999996,,490,59,,,,,,,,,,,,,,,
3683,0.009999999776482582,-6.511552333831787,612,48.0,29568,20.90798844,0.9716482758522034,491,60,0.003,,,,,,,,,,,,,,
,,,616,48.0,29568,20.90798844,,491,60,,,,,,,,,,,,,,,
3731,0.009999999776482582,-6.568199634552002,620,48.0,29952,20.890853089999997,0.8280297517776489,490,61,0.003,0.028634907341842094,0.0021482277121374865,0.9868421052631579,0.010741138560687433,0.05373973370975064,0.7994505766356128,0.5808874277506214,0.08626932596723577,0.1413690303112475,0.9502816664584516,0,0.161000340001478,0.4875539083251338,0.0
,,,624,48.0,29952,20.890853089999997,,490,61,,,,,,,,,,,,,,,
3779,0.009999999776482582,-6.320444583892822,628,48.0,30336,20.869606959999995,0.8619084358215332,491,61,0.003,,,,,,,,,,,,,,
,,,632,48.0,30336,20.869606959999995,,491,61,,,,,,,,,,,,,,,
3827,0.009999999776482582,-6.4847636222839355,636,48.0,30720,20.92754567,0.850671648979187,490,62,0.003,0.21656621833102327,0.0,0.9572368421052632,0.04189044038668099,0.09689969196819145,0.7390773980854376,0.48552174774525514,0.15742941957752504,0.2978184649313557,0.8767090490541367,0,0.16406011759627928,0.3327187103265809,0.0
,,,640,48.0,30720,20.92754567,,490,62,,,,,,,,,,,,,,,
3875,0.009999999776482582,-6.621732234954834,644,48.0,31104,20.95792423,0.43578457832336426,491,63,0.003,,,,,,,,,,,,,,
,,,648,48.0,31104,20.95792423,,491,63,,,,,,,,,,,,,,,
3923,0.009999999776482582,-6.589482307434082,652,48.0,31488,20.969362750000002,0.5518485307693481,490,64,0.003,0.03229308944890499,0.0010741138560687433,0.9923245614035087,0.00644468313641246,0.03431517001710301,0.8361489423336682,0.5828024032819865,0.07662824983832704,0.11702111390297538,0.9394454568887931,0,0.17429153703977146,0.5212550648002399,0.0
,,,656,48.0,31488,20.969362750000002,,490,64,,,,,,,,,,,,,,,
3971,0.009999999776482582,-6.495058536529541,660,48.0,31872,20.87436841,0.43240734934806824,491,64,0.003,,,,,,,,,,,,,,
,,,664,48.0,31872,20.87436841,,491,64,,,,,,,,,,,,,,,
4019,0.009999999776482582,-6.607890605926514,668,48.0,32256,20.75788464,0.7294589281082153,490,65,0.003,0.31259740911008616,0.0010741138560687433,0.974780701754386,0.023630504833512353,0.07442404404001779,0.2216237056881448,0.6146407606077343,0.3187166675816307,0.1282618851222597,0.1832262273609109,0,0.1204945201267542,0.9124812974602999,0.0
,,,672,48.0,32256,20.75788464,,490,65,,,,,,,,,,,,,,,
4067,0.009999999776482582,-6.827324867248535,676,48.0,32640,20.72097557,0.33123618364334106,491,66,0.003,,,,,,,,,,,,,,
,,,680,48.0,32640,20.72097557,,491,66,,,,,,,,,,,,,,,
4115,0.009999999776482582,-6.926207542419434,684,48.0,33024,20.701156599999994,0.09780332446098328,490,67,0.003,0.03200877452990728,0.0,0.9945175438596491,0.0053705692803437165,0.031164853747041362,0.9734700885007227,0.4862232280355569,0.02077430823336103,0.16402635960097198,0.8524607653175769,0,0.1008980853665675,0.5866269947912418,0.0
,,,688,48.0,33024,20.701156599999994,,490,67,,,,,,,,,,,,,,,
4163,0.009999999776482582,-6.848246097564697,692,48.0,33408,20.720164479999994,0.7902776598930359,491,67,0.003,,,,,,,,,,,,,,
,,,696,48.0,33408,20.720164479999994,,491,67,,,,,,,,,,,,,,,
4211,0.009999999776482582,-7.069599151611328,700,48.0,33792,20.67295195,0.6832993030548096,490,68,0.003,0.12338487774353195,0.0,0.9802631578947368,0.01933404940923738,0.06747559364398582,0.8101872355007046,0.5877264695295904,0.1498173849798592,0.07752036746862397,0.8032993299275716,0,0.20118663231417608,0.9060126200611901,0.0
,,,704,48.0,33792,20.67295195,,490,68,,,,,,,,,,,,,,,
4259,0.009999999776482582,-7.114711284637451,708,48.0,34176,20.689640800000003,0.8946632742881775,491,69,0.003,,,,,,,,,,,,,,
,,,712,48.0,34176,20.689640800000003,,491,69,,,,,,,,,,,,,,,
4307,0.009999999776482582,-6.948390960693359,716,48.0,34560,20.744882739999998,1.1881142854690552,490,70,0.003,0.1374943774202865,0.004296455424274973,0.956140350877193,0.03329752953813104,0.1031897323480664,0.845544996640477,0.6428817752664259,0.10294313299014096,0.148367385335635,0.8591389950096078,0,0.27270481137395736,0.6216297591816813,0.0
,,,720,48.0,34560,20.744882739999998,,490,70,,,,,,,,,,,,,,,
