#{"t_start": 1744202457.5856214, "env_id": "ATM"}
r,l,t
18.274957,48,0.727501
20.664728,48,1.383512
21.813543,48,2.289652
17.540181,48,2.956283
21.583999,48,3.903034
21.80882,48,4.563586
21.972508,48,5.491386
21.930955,48,6.14254
20.56944,48,7.181713
21.955111,48,8.299668
20.365279,48,9.239358
21.897238,48,9.91623
21.865713,48,10.896145
21.745718,48,11.555014
21.177614,48,12.50785
20.416417,48,13.171426
21.821591,48,14.12148
20.547,48,14.825114
22.10649,48,15.791471
21.637348,48,16.452247
21.849172,48,17.443188
22.110083,48,18.084724
21.964606,48,19.024247
22.15069,48,19.664024
21.952382,48,20.289888
21.78918,48,21.253832
21.911217,48,21.897358
21.545665,48,23.146191
21.981139,48,23.807026
21.706603,48,24.774927
21.71888,48,25.474248
21.900685,48,26.442236
21.959238,48,27.108015
21.953819,48,28.061862
21.03628,48,28.726444
22.038829,48,29.67502
21.776786,48,30.351032
22.025846,48,31.310911
22.069229,48,31.971076
22.015515,48,32.9484
21.751908,48,33.637493
21.882186,48,34.619788
21.33691,48,35.277648
20.925202,48,36.255885
21.541331,48,36.895354
21.710637,48,38.255873
20.917674,48,38.908046
22.009247,48,39.880886
20.916088,48,40.539824
21.705121,48,41.209102
21.828331,48,42.180255
22.005297,48,42.822239
21.775777,48,43.787758
20.711524,48,44.450005
21.833038,48,45.402869
21.562549,48,46.05363
21.268695,48,47.022277
21.939689,48,47.674444
21.74905,48,48.626944
20.939557,48,49.271864
21.545079,48,50.207773
21.70594,48,50.848312
21.871171,48,51.831982
21.606961,48,52.92755
22.026987,48,53.870286
21.995841,48,54.519392
21.990034,48,55.470459
21.908501,48,56.129898
21.84972,48,57.098121
21.612625,48,57.750402
22.009145,48,58.691098
20.478211,48,59.343805
22.166567,48,60.308767
21.509289,48,60.961943
21.441782,48,61.601677
21.741777,48,62.566232
22.080721,48,63.205591
21.930501,48,64.154513
21.964137,48,64.802063
20.600887,48,65.768206
21.887701,48,66.421927
20.942763,48,67.811702
20.954708,48,68.488666
21.684218,48,69.472319
21.975665,48,70.128089
21.76977,48,71.073134
22.008271,48,71.720428
21.895651,48,72.691304
21.898291,48,73.334273
21.608804,48,74.285704
21.683067,48,74.94895
19.181173,48,75.925812
21.590257,48,76.589747
21.710787,48,77.544488
21.605092,48,78.227621
21.193011,48,79.182248
21.674812,48,79.853021
21.964964,48,80.779692
21.139289,48,81.447334
21.571445,48,82.095778
20.89637,48,83.311134
21.580561,48,83.938396
19.839258,48,84.900455
21.165994,48,85.557843
21.886118,48,86.519741
22.000278,48,87.169476
21.467673,48,88.114389
22.009222,48,88.782146
21.334537,48,89.744089
21.648389,48,90.401683
21.797026,48,91.354356
21.845506,48,92.008113
21.551919,48,92.976446
20.971197,48,93.646196
21.636382,48,94.588664
21.88586,48,95.244538
20.802269,48,96.196925
21.878649,48,96.834823
21.174117,48,98.187116
21.801781,48,98.841906
20.348634,48,99.829548
21.775063,48,100.487532
21.838145,48,101.44575
21.832651,48,102.090707
21.899093,48,102.723945
21.91307,48,103.693616
21.588223,48,104.317157
21.547928,48,105.266074
21.796645,48,105.921145
21.638719,48,106.868232
21.984985,48,107.533732
21.972551,48,108.493426
21.126729,48,109.133397
21.907435,48,110.122747
21.852885,48,110.777637
21.737458,48,111.712163
21.896747,48,112.779834
21.915195,48,113.729527
22.033743,48,114.385488
21.884022,48,115.321618
21.750937,48,115.967475
21.308053,48,116.904721
21.909234,48,117.548353
21.936136,48,118.476153
21.286763,48,119.120516
21.953157,48,120.096297
21.868335,48,120.77372
21.995791,48,121.745673
21.160285,48,122.41121
21.999825,48,123.051142
22.170569,48,124.009672
21.549161,48,124.639859
21.829597,48,125.585879
21.773871,48,126.238866
21.792771,48,127.370817
21.157522,48,128.22181
22.021256,48,129.177206
22.03,48,129.821806
21.884179,48,130.788749
21.100405,48,131.493776
21.808341,48,132.473995
21.737855,48,133.131024
21.622194,48,134.10253
22.035406,48,134.748111
21.575274,48,135.706005
21.378656,48,136.344754
22.097115,48,137.307183
21.696042,48,137.97388
21.842067,48,138.93906
21.961085,48,139.584405
21.801615,48,140.54291
21.059397,48,141.173107
22.015739,48,142.167186
22.007286,48,143.228801
21.93636,48,143.85001
21.534437,48,144.801048
21.521138,48,145.432788
22.014819,48,146.366837
21.800336,48,147.0161
22.036455,48,147.955226
21.937572,48,148.596665
21.869505,48,149.533953
21.887745,48,150.166508
22.099112,48,151.097562
21.510883,48,151.734809
22.038279,48,152.720384
21.763335,48,153.365467
20.387646,48,154.33006
21.762309,48,154.985575
21.901272,48,155.940212
21.532304,48,156.583879
21.896504,48,157.86024
21.748164,48,158.495995
21.89165,48,159.438482
21.793615,48,160.072577
21.923935,48,161.012811
21.621461,48,161.660153
21.672056,48,162.638563
21.244898,48,163.331317
21.203527,48,163.973543
21.799999,48,164.933106
21.898666,48,165.560511
21.716065,48,166.518578
21.674813,48,167.15736
21.741527,48,168.096175
21.889307,48,168.735133
21.854853,48,169.689234
21.75842,48,170.336112
21.783087,48,171.316961
21.832887,48,171.96366
21.950666,48,173.229404
21.526949,48,173.931711
21.239467,48,174.880587
21.599036,48,175.529304
21.983714,48,176.459527
21.853612,48,177.099647
21.478538,48,178.047827
20.477992,48,178.71166
21.946607,48,179.658956
21.857596,48,180.304405
22.002042,48,181.257245
21.155684,48,181.897034
21.542471,48,182.86685
21.589088,48,183.513623
21.672901,48,184.182478
21.709178,48,185.138735
21.098741,48,185.760532
21.898881,48,186.706045
21.496835,48,187.727242
21.346377,48,188.70478
21.956806,48,189.371457
21.916364,48,190.316825
20.916296,48,190.972755
21.034054,48,191.922752
22.018981,48,192.566401
20.895563,48,193.517147
21.341242,48,194.165118
21.76797,48,195.140957
21.836887,48,195.790739
21.849673,48,196.73975
22.124056,48,197.38685
21.850643,48,198.344604
21.632923,48,198.98948
21.174171,48,199.943301
21.684382,48,200.572196
21.928466,48,201.58561
21.850495,48,202.250668
21.556471,48,203.618946
21.644027,48,204.278611
21.943054,48,204.954079
21.323788,48,205.955121
21.847336,48,206.60123
21.863626,48,207.571254
21.797303,48,208.269694
21.787737,48,209.218339
20.757222,48,209.858124
21.764907,48,210.856887
20.835744,48,211.515203
21.780915,48,212.470794
21.749513,48,213.12642
