Time,pressure_obj,tank_obj,pump_efficiency_obj,smoothness_obj,pump_price_obj,hydraulically_unstable,reward,centered
1800,1.0,0.0,0,0,1.0,False,1.0,True
3600,1.0,0.7689696176841958,0,0,0.5914798925977796,False,0.959147989259778,True
5400,1.0,0.6614172397355369,0,0,0.5416616867789312,False,0.9541661686778932,True
7200,1.0,0.08069983973876414,0,0,0.8783928047225084,False,0.9878392804722509,True
9000,0.7368421052631579,0.8331029148770447,0,0,0.4508351546558075,False,0.7082414102024228,True
10800,0.9473684210526315,0.7248325082434783,0,0,0.08591178462495686,False,0.8612227574098641,True
12600,1.0,0.0,0,0,1.0,False,1.0,True
14400,1.0,0.5819388943053286,0,0,0.49785837601631244,False,0.9497858376016313,True
16200,1.0,0.0,0,0,1.0,False,1.0,True
18000,1.0,0.0,0,0,1.0,False,1.0,True
19800,1.0,0.7840315811959353,0,0,0.6394420947768333,False,0.9639442094776833,True
21600,1.0,0.8520080680775318,0,0,0.5958491353978008,False,0.9595849135397801,True
23400,1.0,0.6398863995421088,0,0,0.42110339681131426,False,0.9421103396811314,True
25200,1.0,0.5997418388692655,0,0,0.6058063006315086,False,0.9605806300631509,True
27000,1.0,0.0,0,0,1.0,False,1.0,True
28800,0.9473684210526315,0.739969700435919,0,0,0.13313219641601481,False,0.8659447985889699,True
30600,1.0,0.0,0,0,1.0,False,1.0,True
32400,1.0,0.6909101008382825,0,0,0.2382886617335891,False,0.9238288661733589,True
34200,1.0,0.5085669096252705,0,0,0.5662367804401636,False,0.9566236780440164,True
36000,1.0,0.7409381892169429,0,0,0.4747353768298077,False,0.9474735376829808,True
37800,1.0,0.6958825424735672,0,0,0.4304504153018559,False,0.9430450415301856,True
39600,1.0,0.0,0,0,1.0,False,1.0,True
41400,1.0,0.32691808594028776,0,0,0.7477772687895339,False,0.9747777268789534,True
43200,1.0,0.6974186583270038,0,0,0.21425344800487245,False,0.9214253448004872,True
45000,1.0,0.0,0,0,1.0,False,1.0,True
46800,1.0,0.0,0,0,1.0,False,1.0,True
48600,1.0,1.0,0,0,0.6977533163561622,False,0.9697753316356162,True
50400,1.0,0.6661420468193389,0,0,0.1962484291049872,False,0.9196248429104987,True
52200,1.0,0.0,0,0,1.0,False,1.0,True
54000,1.0,0.631862696901303,0,0,0.453947105121268,False,0.9453947105121269,True
55800,1.0,0.24774067751625822,0,0,0.8775139803672779,False,0.9877513980367278,True
57600,1.0,0.0,0,0,1.0,False,1.0,True
59400,0.5263157894736842,1.0,0,0,0.7777803016018525,False,0.5514622406865011,True
61200,1.0,0.8450233993310192,0,0,0.3633101529967392,False,0.936331015299674,True
63000,1.0,0.6460802950276342,0,0,0.52396252142293,False,0.9523962521422931,True
64800,1.0,0.6328186085764944,0,0,0.5261027807071286,False,0.9526102780707129,True
66600,1.0,0.9189327231360856,0,0,0.638463929942165,False,0.9638463929942165,True
68400,1.0,0.677082446382651,0,0,0.3875068659768527,False,0.9387506865976853,True
70200,1.0,0.6673339424719119,0,0,0.7038388756659144,False,0.9703838875665914,True
72000,1.0,0.0,0,0,1.0,False,1.0,True
73800,0.0,1.0,0,0,0.8577287854399864,False,0.08577287854399862,True
75600,0.9473684210526315,0.5991722071918899,0,0,0.1364098381223201,False,0.8662725627596004,True
77400,1.0,0.0,0,0,1.0,False,1.0,True
79200,1.0,0.6974180466527165,0,0,0.6630517816666277,False,0.9663051781666628,True
81000,1.0,0.7238506796302239,0,0,0.5340885257459043,False,0.9534088525745904,True
82800,1.0,0.0,0,0,1.0,False,1.0,True
84600,0.9473684210526315,0.5940767715932035,0,0,0.17731132577419872,False,0.8703627115247883,True
86400,1.0,0.0,0,0,1.0,False,1.0,True
