train/n_updates,train/ent_coef,train/actor_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/ep_b1_std,eval/ep_nodes_above_threshold,eval/ep_pressure_obj_mean,eval/ep_nodes_below_threshold,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b1_mean,eval/ep_timesteps_below_zero,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_nodes_below_zero
35,0.009999999776482582,-0.45365768671035767,4,48.0,384,15.733653,0.056588418781757355,663,0,0.003,,,,,,,,,,,,,,
,,,8,48.0,384,15.733653,,654,0,,,,,,,,,,,,,,,
83,0.009999999776482582,-0.5998953580856323,12,48.0,768,17.694634375,0.0237687136977911,623,1,0.003,,,,,,,,,,,,,,
,,,16,48.0,768,17.694634375,,620,1,,,,,,,,,,,,,,,
131,0.009999999776482582,-0.6796746850013733,20,48.0,1152,18.807186541666667,0.025567734614014626,514,2,0.003,0.01566124644799691,0.0,0.8837719298245613,0.10848549946294307,0.19959242177587044,0.2884175184691089,0.3507159565485221,0.3747445348250909,0.21924785491181836,0.9779689484368252,0,0.09611947757506621,0.5396721859965196,0.0
,,,24,48.0,1152,18.807186541666667,,508,2,,,,,,,,,,,,,,,
179,0.009999999776482582,-0.7695539593696594,28,48.0,1536,19.45590653125,0.018593575805425644,534,2,0.003,,,,,,,,,,,,,,
,,,32,48.0,1536,19.45590653125,,533,2,,,,,,,,,,,,,,,
227,0.009999999776482582,-0.8548381328582764,36,48.0,1920,19.628586724999998,0.013952992856502533,494,3,0.003,0.16402570109899806,0.0,0.9692982456140351,0.03007518796992481,0.10738803442343718,0.1618726007445385,0.547869710851168,0.2391276610572052,0.19483651637201074,0.49775773794268646,0,0.08558564475075592,0.9372635475824481,0.0
,,,40,48.0,1920,19.628586724999998,,492,3,,,,,,,,,,,,,,,
275,0.009999999776482582,-0.5396332144737244,44,48.0,2304,19.146931020833332,0.019461778923869133,500,4,0.003,,,,,,,,,,,,,,
,,,48,48.0,2304,19.146931020833332,,500,4,,,,,,,,,,,,,,,
323,0.009999999776482582,-1.0166032314300537,52,48.0,2688,19.345580357142858,0.029329106211662292,481,5,0.003,0.035153932145490056,0.0,1.0,0.0,0.0,0.9177051956209251,0.5778069316094991,0.040629680395618255,0.018508563843003815,0.9099636761164865,0,0.1612644558681509,0.5530120412295368,0.0
,,,56,48.0,2688,19.345580357142858,,480,5,,,,,,,,,,,,,,,
371,0.009999999776482582,-1.0111935138702393,60,48.0,3072,19.524802859375,0.02858382649719715,491,6,0.003,,,,,,,,,,,,,,
,,,64,48.0,3072,19.524802859375,,491,6,,,,,,,,,,,,,,,
419,0.009999999776482582,-1.1377748250961304,68,48.0,3456,19.539701041666667,0.026437751948833466,474,7,0.003,0.18103326282377888,0.0,1.0,0.0,0.0,0.6660148863542703,0.5736356573076575,0.17624122578915893,0.1956581725313941,0.8946389095779055,0,0.2093138809134595,0.7850229051029602,0.0
,,,72,48.0,3456,19.539701041666667,,473,7,,,,,,,,,,,,,,,
467,0.009999999776482582,-1.273244023323059,76,48.0,3840,19.6818594875,0.027003174647688866,481,7,0.003,,,,,,,,,,,,,,
,,,80,48.0,3840,19.6818594875,,481,7,,,,,,,,,,,,,,,
515,0.009999999776482582,-1.384213924407959,84,48.0,4224,19.783722670454548,0.0237242691218853,470,8,0.003,0.13773638641867086,0.0,0.9945175438596491,0.0053705692803437165,0.03798357034142275,0.5106783828826233,0.6173492995294556,0.13495070993363956,0.1761227603020793,0.8930913303234826,0,0.20626271111266323,0.7854148713291099,0.0
,,,88,48.0,4224,19.783722670454548,,469,8,,,,,,,,,,,,,,,
563,0.009999999776482582,-1.3866316080093384,92,48.0,4608,19.883468458333333,0.03377752751111984,469,9,0.003,,,,,,,,,,,,,,
,,,96,48.0,4608,19.883468458333333,,469,9,,,,,,,,,,,,,,,
611,0.009999999776482582,-1.599636435508728,100,48.0,4992,20.08048162,0.03621191158890724,458,10,0.003,0.2307050176300047,0.0,0.9802631578947368,0.01933404940923738,0.08241721540396234,0.38945735263760145,0.5934166679865079,0.15961418711962777,0.27053581059097087,0.8131485036096482,0,0.28880864678607643,0.7636802085189595,0.0
,,,104,48.0,4992,20.08048162,,458,10,,,,,,,,,,,,,,,
659,0.009999999776482582,-1.6113951206207275,108,48.0,5376,20.38703445,0.025922086089849472,466,11,0.003,,,,,,,,,,,,,,
,,,112,48.0,5376,20.38703445,,466,11,,,,,,,,,,,,,,,
707,0.009999999776482582,-1.6750118732452393,116,48.0,5760,20.4392496,0.05527488887310028,459,12,0.003,0.22103647258666123,0.0010741138560687433,0.9890350877192983,0.00966702470461869,0.048503670368066826,0.4846183514977855,0.6133850823002317,0.16543229930863876,0.20808736398390915,0.8012284979183534,0,0.26827399821467923,0.8092065323969947,0.0
,,,120,48.0,5760,20.4392496,,459,12,,,,,,,,,,,,,,,
755,0.009999999776482582,-1.8082387447357178,124,48.0,6144,20.43503385,0.04703444987535477,439,13,0.003,,,,,,,,,,,,,,
,,,128,48.0,6144,20.43503385,,439,13,,,,,,,,,,,,,,,
803,0.009999999776482582,-1.8150477409362793,132,48.0,6528,20.487391150000004,0.04140366613864899,436,14,0.003,0.16901670163578902,0.0,1.0,0.0,0.0,0.578206032236585,0.5951497655329122,0.11063946771107382,0.16836801319503794,0.8851795563547666,0,0.21841588977571463,0.8062067340212616,0.0
,,,136,48.0,6528,20.487391150000004,,436,14,,,,,,,,,,,,,,,
851,0.009999999776482582,-1.9456725120544434,140,48.0,6912,20.72827294,0.03844744712114334,443,15,0.003,,,,,,,,,,,,,,
,,,144,48.0,6912,20.72827294,,443,15,,,,,,,,,,,,,,,
899,0.009999999776482582,-1.9666991233825684,148,48.0,7296,20.90758063,0.07888974249362946,441,16,0.003,0.287009022470277,0.0,1.0,0.0,0.0,0.3841965822193954,0.5606262406631609,0.14218190303390227,0.16738097494146445,0.7936650036204305,0,0.2883157942563337,0.8109744663738881,0.0
,,,152,48.0,7296,20.90758063,,441,16,,,,,,,,,,,,,,,
947,0.009999999776482582,-2.170315742492676,156,48.0,7680,20.96868053,0.05894270911812782,448,17,0.003,,,,,,,,,,,,,,
,,,160,48.0,7680,20.96868053,,448,17,,,,,,,,,,,,,,,
995,0.009999999776482582,-2.167393207550049,164,48.0,8064,21.053800720000005,0.11082127690315247,445,18,0.003,0.306468491392067,0.0,1.0,0.0,0.0,0.5976984467694605,0.5850785991640609,0.07410782454216897,0.14510189881291324,0.7289928199948784,0,0.29444937571295127,0.8463515442842531,0.0
,,,168,48.0,8064,21.053800720000005,,444,18,,,,,,,,,,,,,,,
1043,0.009999999776482582,-2.2708752155303955,172,48.0,8448,21.08172213,0.09787165373563766,449,18,0.003,,,,,,,,,,,,,,
,,,176,48.0,8448,21.08172213,,449,18,,,,,,,,,,,,,,,
