#{"t_start": 1744375823.7068577, "env_id": "ATM"}
r,l,t
13.990842,48,0.679852
20.464931,48,1.332299
21.437176,48,2.339565
21.242936,48,2.96927
21.131053,48,3.983318
17.983427,48,4.699142
20.094908,48,5.676707
21.109352,48,6.344854
20.516945,48,7.3843
21.820018,48,8.065787
20.91293,48,9.080634
21.883501,48,9.903448
20.34717,48,10.972567
20.545859,48,11.61924
21.083436,48,12.629158
20.785696,48,14.081805
21.492181,48,15.056937
21.659157,48,15.688061
22.017028,48,16.613234
21.493436,48,17.234852
20.912936,48,18.209684
21.025169,48,18.893051
20.476968,48,19.874009
21.37237,48,20.552007
21.542171,48,21.228555
20.897963,48,22.142168
20.527861,48,22.74826
21.731625,48,23.759592
21.822522,48,24.407225
21.422555,48,25.63947
21.526399,48,26.292295
21.666024,48,27.242236
21.305729,48,27.901173
21.491657,48,28.797027
19.852164,48,29.405871
21.288664,48,30.34092
21.734979,48,30.976173
21.554894,48,31.885112
19.846031,48,32.619202
20.933208,48,33.590122
21.46585,48,34.26111
21.643376,48,35.237946
21.797896,48,35.896842
20.75344,48,36.896301
19.807863,48,37.533435
21.066612,48,38.5917
19.654421,48,39.248439
21.847491,48,40.426859
21.613627,48,41.116961
21.266458,48,41.748386
20.186238,48,42.731813
21.520146,48,43.351153
21.453242,48,44.313698
21.492164,48,45.025929
21.731286,48,46.031225
20.986473,48,47.510358
21.698526,48,48.495636
21.436929,48,49.153248
21.281714,48,50.05047
20.013818,48,50.698482
20.122556,48,51.640416
20.989201,48,52.258167
20.707695,48,53.214678
21.271728,48,53.863184
20.380369,48,54.814816
20.358119,48,55.661486
20.852777,48,56.676054
21.254421,48,57.312098
20.822187,48,58.218574
20.993599,48,58.843844
19.15094,48,59.784423
20.122273,48,60.428335
18.914291,48,61.370305
18.067837,48,62.011929
20.60724,48,62.617641
21.253231,48,63.543154
19.606559,48,64.185634
20.748071,48,65.108437
19.006057,48,65.740655
20.673957,48,66.718231
21.073555,48,67.350614
17.824611,48,68.279315
20.762259,48,68.891141
20.969345,48,70.023459
20.973016,48,70.655216
19.216192,48,71.59027
20.636176,48,72.233198
20.342928,48,73.165443
19.622871,48,73.788674
21.436043,48,74.742984
20.621278,48,75.367234
19.669722,48,76.298252
20.316899,48,76.969831
21.776208,48,77.922535
21.008709,48,78.548992
18.812354,48,80.323182
21.135052,48,80.975278
20.66794,48,81.963369
18.248729,48,82.591198
20.866634,48,83.23323
21.070429,48,84.176496
21.043217,48,84.817647
20.292265,48,85.894261
20.599258,48,86.523647
19.412331,48,87.491787
20.522322,48,88.162583
21.405624,48,89.128688
19.210809,48,89.80943
20.158153,48,90.753828
21.516047,48,91.398562
19.761054,48,92.345623
21.557073,48,92.998116
22.014675,48,93.959572
21.549421,48,94.580982
22.042609,48,95.516816
20.711396,48,96.162645
21.224277,48,97.10977
21.432227,48,97.74136
20.104303,48,98.712037
21.3665,48,99.410351
19.884248,48,100.602712
20.755034,48,101.228413
21.358696,48,102.180977
21.428457,48,102.81585
22.024872,48,103.471056
21.494621,48,104.412845
20.559593,48,105.043996
20.484741,48,105.986513
17.443441,48,106.611669
20.451391,48,107.571951
17.73355,48,108.210148
21.251893,48,109.17642
18.749001,48,109.848278
21.238607,48,110.771468
19.990497,48,111.41694
21.393623,48,112.339654
20.347836,48,113.819895
21.180563,48,114.781436
20.43349,48,115.608362
20.311869,48,116.554199
20.427675,48,117.218366
21.1334,48,118.169907
18.039854,48,118.841305
21.154072,48,119.797429
20.961431,48,120.447507
20.35171,48,121.438021
21.282306,48,122.054143
20.45998,48,122.990729
20.002574,48,123.618663
22.060752,48,124.244665
21.780242,48,125.187089
20.631979,48,125.813339
20.387573,48,126.754489
20.074638,48,127.453124
21.265974,48,128.440254
20.714275,48,129.144629
20.629024,48,130.321766
20.50412,48,131.010788
19.017889,48,132.070311
21.406956,48,132.717507
18.26306,48,133.726567
20.269716,48,134.406658
20.438215,48,135.428674
19.984825,48,136.076703
21.389402,48,137.030533
21.599061,48,137.698451
20.954787,48,138.731932
20.125645,48,139.474592
18.477058,48,140.486059
19.932254,48,141.21827
18.994461,48,142.283772
21.6863,48,142.976346
21.415945,48,144.005828
17.34031,48,144.948226
20.794259,48,146.486497
18.969975,48,147.491833
20.720394,48,148.196709
19.892744,48,149.19311
20.666224,48,149.869165
21.6847,48,150.861892
20.62086,48,151.550831
19.203289,48,152.527681
20.296668,48,153.260613
19.90425,48,154.242568
20.602519,48,154.90402
20.992997,48,155.87196
21.44734,48,156.535809
19.736325,48,157.519057
21.566621,48,158.181962
20.672103,48,159.141943
20.878178,48,159.930399
21.884462,48,160.952624
20.752067,48,161.652728
19.085704,48,162.639988
19.87057,48,163.305581
20.888091,48,164.289569
19.495844,48,164.953049
20.902431,48,165.922835
21.16209,48,166.569049
18.971802,48,167.2195
21.083205,48,168.183016
20.869089,48,168.821458
21.017025,48,169.777722
18.94763,48,170.433243
20.859632,48,171.373025
19.367184,48,172.094446
21.308688,48,173.097731
21.958306,48,173.743445
22.206799,48,174.937274
19.70354,48,175.600977
18.814796,48,176.588954
21.569618,48,177.264001
20.388074,48,178.2168
19.322684,48,179.704416
21.394233,48,180.690917
19.714735,48,181.370574
20.93467,48,182.360056
21.52159,48,183.065345
18.282664,48,184.049421
18.81036,48,184.729746
21.448125,48,185.723093
17.566904,48,186.41303
21.335383,48,187.370678
20.407624,48,188.03005
20.091313,48,188.691772
19.257028,48,189.686625
20.675107,48,190.599174
21.485965,48,191.563552
19.375463,48,192.223585
20.915228,48,193.210677
21.202551,48,193.886803
21.11487,48,194.854614
20.383362,48,195.513169
21.352202,48,196.511883
19.988325,48,197.169677
19.005858,48,198.136457
20.873818,48,198.806984
22.052094,48,199.774622
20.973934,48,200.464573
21.580463,48,201.43314
21.721623,48,202.082535
20.667703,48,203.05924
21.084395,48,203.726605
21.657568,48,204.809278
19.859968,48,205.475942
20.960143,48,206.450667
20.582986,48,207.213821
20.838254,48,208.247119
20.409751,48,208.928084
19.364322,48,209.581423
20.507273,48,210.588136
21.767713,48,211.23228
20.549456,48,213.009641
17.584958,48,213.685436
19.850505,48,214.675528
20.457699,48,215.349897
21.4427,48,216.380633
19.730377,48,217.052504
21.88315,48,218.058967
22.339083,48,218.734936
