#{"t_start": 1744376045.838062, "env_id": "ATM"}
r,l,t
10.62714,48,0.691585
19.441836,48,1.325929
20.919862,48,2.237222
20.682185,48,2.91751
20.331995,48,3.8627
21.353608,48,4.480297
21.385625,48,5.379633
21.577423,48,6.001318
21.823225,48,6.950074
21.67975,48,7.554732
21.856741,48,8.493022
21.971625,48,9.123916
20.900949,48,10.029462
21.260952,48,10.647465
21.789335,48,11.566661
21.365946,48,12.289635
21.381012,48,13.475249
21.671715,48,14.09686
21.573322,48,14.985013
21.386707,48,15.592374
21.456194,48,16.5327
21.521552,48,17.1768
21.450053,48,18.090918
21.313967,48,18.727521
20.976826,48,19.329105
21.450942,48,20.217301
21.281819,48,20.82466
21.259061,48,21.725827
21.674477,48,22.335751
20.197494,48,24.017682
20.299069,48,24.659672
21.105825,48,25.55687
21.311345,48,26.17233
21.596191,48,27.075444
20.036676,48,27.711531
21.620735,48,28.986281
21.613329,48,29.62669
20.761322,48,30.5375
21.910874,48,31.140502
21.671733,48,32.061135
20.868044,48,32.68908
20.784352,48,33.631507
21.736601,48,34.246874
21.831496,48,35.175901
21.743766,48,35.783834
21.362899,48,36.692411
20.324197,48,37.313982
21.660899,48,38.236965
20.235032,48,38.878288
20.524229,48,39.528902
19.812528,48,40.492699
21.463016,48,41.117408
20.580973,48,42.052423
22.184693,48,42.929432
19.749359,48,43.873924
21.598792,48,44.506409
20.235449,48,45.430651
20.495056,48,46.082463
20.857367,48,47.017652
19.825012,48,47.66214
19.749144,48,48.607634
20.06817,48,49.265203
19.357517,48,50.27049
20.610402,48,50.938957
21.248007,48,51.903003
20.101539,48,52.5474
20.728804,48,53.493413
20.572486,48,54.138307
21.254571,48,55.102644
19.49838,48,56.596378
21.113666,48,57.537862
21.45919,48,58.331314
21.502176,48,59.332507
21.450121,48,59.969357
21.352895,48,60.622124
21.694086,48,61.63196
20.960928,48,62.271265
20.760282,48,63.220519
21.752665,48,63.858017
19.929203,48,64.792944
21.394932,48,65.441793
21.877232,48,66.383473
21.505481,48,67.011161
20.593835,48,67.951936
20.996565,48,68.591989
21.599808,48,69.514659
21.066515,48,70.17339
21.786877,48,71.172773
20.695641,48,71.870606
21.749301,48,72.93247
21.512078,48,73.635699
21.545623,48,74.590982
21.040966,48,75.227858
21.005053,48,76.136947
19.59818,48,76.802739
20.848784,48,77.751993
