train/n_updates,train/ent_coef,train/actor_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/ep_b1_std,eval/ep_nodes_above_threshold,eval/ep_pressure_obj_mean,eval/ep_nodes_below_threshold,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b1_mean,eval/ep_timesteps_below_zero,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_nodes_below_zero
35,0.009999999776482582,-0.4231039583683014,4,48.0,384,13.3441495,0.03620867803692818,679,0,0.003,,,,,,,,,,,,,,
,,,8,48.0,384,13.3441495,,670,0,,,,,,,,,,,,,,,
83,0.009999999776482582,-0.6144363880157471,12,48.0,768,17.084151499999997,0.017788758501410484,647,1,0.003,,,,,,,,,,,,,,
,,,16,48.0,768,17.084151499999997,,644,1,,,,,,,,,,,,,,,
131,0.009999999776482582,-0.6727198362350464,20,48.0,1152,18.10419975,0.016923636198043823,554,2,0.003,0.21781135736285728,0.0,0.9638157894736842,0.03544575725026853,0.1123883308570369,0.5227777997711134,0.562886435317072,0.1173449791937669,0.07284117170473593,0.3497941441337144,0,0.06966232532177978,0.9703162407986162,0.0
,,,24,48.0,1152,18.10419975,,548,2,,,,,,,,,,,,,,,
179,0.009999999776482582,-0.7358809113502502,28,48.0,1536,18.790101656250002,0.025568023324012756,569,2,0.003,,,,,,,,,,,,,,
,,,32,48.0,1536,18.790101656250002,,568,2,,,,,,,,,,,,,,,
227,0.009999999776482582,-0.8849915862083435,36,48.0,1920,19.28486295,0.01384242344647646,404,4,0.003,0.17029473476500676,0.0,0.9824561403508771,0.017185821697099892,0.06453640556666265,0.6272650449512823,0.5494936232770958,0.18126570757484167,0.0740396673130933,0.5957042424917908,0,0.10330681189660762,0.9716587381084762,0.0
,,,40,48.0,1920,19.28486295,,403,4,,,,,,,,,,,,,,,
275,0.009999999776482582,-0.9606092572212219,44,48.0,2304,19.498812333333333,0.019307713955640793,430,5,0.003,,,,,,,,,,,,,,
,,,48,48.0,2304,19.498812333333333,,430,5,,,,,,,,,,,,,,,
323,0.009999999776482582,-1.0149333477020264,52,48.0,2688,19.731710285714286,0.023982569575309753,430,6,0.003,0.09413290531241383,0.0,1.0,0.0,0.0,0.7483323900936468,0.5864108917296159,0.16239666512367698,0.06979237834172713,0.6351562971626696,0,0.10384986955011577,0.9451234095548288,0.0
,,,56,48.0,2688,19.731710285714286,,429,6,,,,,,,,,,,,,,,
371,0.009999999776482582,-1.1200400590896606,60,48.0,3072,19.917148484375,0.016708560287952423,448,6,0.003,,,,,,,,,,,,,,
,,,64,48.0,3072,19.917148484375,,447,6,,,,,,,,,,,,,,,
419,0.009999999776482582,-1.1346282958984375,68,48.0,3456,20.080578194444442,0.021935541182756424,444,7,0.003,0.14433219769040784,0.0,1.0,0.0,0.0,0.7798325325414492,0.5686403216647717,0.06327314323688359,0.07411876400581001,0.7479587035174959,0,0.1473140324657008,0.953091645543835,0.0
,,,72,48.0,3456,20.080578194444442,,443,7,,,,,,,,,,,,,,,
467,0.009999999776482582,-1.376480221748352,76,48.0,3840,20.1836602125,0.02024306356906891,457,8,0.003,,,,,,,,,,,,,,
,,,80,48.0,3840,20.1836602125,,456,8,,,,,,,,,,,,,,,
515,0.009999999776482582,-1.341086506843567,84,48.0,4224,20.31637844318182,0.03242345154285431,453,9,0.003,0.03197488161040503,0.0,1.0,0.0,0.0,0.542205280517402,0.5801642646156432,0.08269790580636913,0.07632064822138822,0.8926092120721103,0,0.15454112606196316,0.905934075736432,0.0
,,,88,48.0,4224,20.31637844318182,,452,9,,,,,,,,,,,,,,,
563,0.009999999776482582,-1.4829411506652832,92,48.0,4608,20.419795958333335,0.03477410227060318,463,9,0.003,,,,,,,,,,,,,,
,,,96,48.0,4608,20.419795958333335,,463,9,,,,,,,,,,,,,,,
611,0.009999999776482582,-1.5681935548782349,100,48.0,4992,20.805618119999995,0.016041407361626625,460,10,0.003,0.016142578175473488,0.0,1.0,0.0,0.0,0.6290915027826066,0.6172076636061179,0.0849232312097292,0.10719415618677373,0.9256633850648166,0,0.1390314256898758,0.8286254148691692,0.0
,,,104,48.0,4992,20.805618119999995,,459,10,,,,,,,,,,,,,,,
659,0.009999999776482582,-1.5498967170715332,108,48.0,5376,21.168337009999995,0.04847940057516098,468,11,0.003,,,,,,,,,,,,,,
,,,112,48.0,5376,21.168337009999995,,468,11,,,,,,,,,,,,,,,
