train/learning_rate,train/actor_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/episodes,train/ent_coef,rollout/ep_len_mean,train/n_updates,time/time_elapsed,eval/ep_b3_mean,eval/ep_pump_price_obj_std,eval/ep_pressure_obj_mean,eval/ep_timesteps_below_zero,eval/ep_b1_mean,eval/ep_pressure_obj_std,eval/ep_nodes_below_zero,eval/ep_b3_std,eval/ep_pump_price_obj_mean,eval/ep_b1_std,eval/ep_nodes_below_threshold,eval/ep_nodes_above_threshold,eval/ep_b2_std,eval/ep_b2_mean
0.003,-0.5063120126724243,647,14.477583625000001,384,0.03701258450746536,4,0.009999999776482582,48.0,35,0,,,,,,,,,,,,,,
,,639,14.477583625000001,384,,8,,48.0,,0,,,,,,,,,,,,,,
0.003,-0.6790789365768433,629,17.571230812499998,768,0.011021224781870842,12,0.009999999776482582,48.0,83,1,,,,,,,,,,,,,,
,,626,17.571230812499998,768,,16,,48.0,,1,,,,,,,,,,,,,,
0.003,-0.82048499584198,537,18.803581750000003,1152,0.005996919237077236,20,0.009999999776482582,48.0,131,2,0.6769274902240004,0.0631792488131108,1.0,0,0.9868403553617932,0.0,0.0,0.1134614843582101,0.5526962802523886,0.017513934206081213,0.0,0.0,0.24959677684669143,0.5343325178831614
,,534,18.803581750000003,1152,,24,,48.0,,2,,,,,,,,,,,,,,
0.003,-0.8961249589920044,557,19.4328705,1536,0.0056649004109203815,28,0.009999999776482582,48.0,179,2,,,,,,,,,,,,,,
,,556,19.4328705,1536,,32,,48.0,,2,,,,,,,,,,,,,,
0.003,-1.013603687286377,521,19.81971745,1920,0.0038916452322155237,36,0.009999999776482582,48.0,227,3,0.47142383671715704,0.08633866690486124,0.986842105263158,0,0.9713988792794779,0.054825494579590815,0.0,0.14651414701326476,0.5310615878221631,0.015558158004663728,0.01288936627282492,0.0,0.06900392143171497,0.8252436541162382
,,519,19.81971745,1920,,40,,48.0,,3,,,,,,,,,,,,,,
0.003,-1.0716191530227661,533,20.095172062499998,2304,0.004674489609897137,44,0.009999999776482582,48.0,275,4,,,,,,,,,,,,,,
,,532,20.095172062499998,2304,,48,,48.0,,4,,,,,,,,,,,,,,
0.003,-1.137341856956482,510,20.03324442857143,2688,0.018315594643354416,52,0.009999999776482582,48.0,323,5,0.3574392354871196,0.14512564248198342,0.9605263157894738,0,0.9743710746225733,0.12307335274617955,0.0,0.2318628758034245,0.5319059022122561,0.015261050005725838,0.03866809881847476,0.0,0.1645077973843883,0.6577419655044876
,,509,20.03324442857143,2688,,56,,48.0,,5,,,,,,,,,,,,,,
0.003,-1.3897197246551514,520,20.0257010625,3072,0.04442558065056801,60,0.009999999776482582,48.0,371,5,,,,,,,,,,,,,,
,,520,20.0257010625,3072,,64,,48.0,,5,,,,,,,,,,,,,,
0.003,-1.3053754568099976,507,20.15053138888889,3456,0.01660662144422531,68,0.009999999776482582,48.0,419,6,0.9375631934178985,0.12612856087418386,0.9758771929824555,0,0.18443405831548204,0.028639476986325286,0.0,0.03888120865313088,0.47702926734153156,0.22905480544155962,0.0,0.022556390977443608,0.09526837047975634,0.9542876078755679
,,506,20.15053138888889,3456,,72,,48.0,,6,,,,,,,,,,,,,,
0.003,-1.403381109237671,517,20.269020524999995,3840,0.011649269610643387,76,0.009999999776482582,48.0,467,7,,,,,,,,,,,,,,
,,516,20.269020524999995,3840,,80,,48.0,,7,,,,,,,,,,,,,,
0.003,-1.5009651184082031,505,20.297225875,4224,0.008037630468606949,84,0.009999999776482582,48.0,515,8,0.6585699548179657,0.125318545230858,0.9396929824561403,0,0.9680234998728019,0.1347280859300192,0.0,0.14936921011956417,0.5673829220829465,0.0146565521080326,0.05692803437164339,0.0021482277121374865,0.2055298610296717,0.5251653910280897
,,504,20.297225875,4224,,88,,48.0,,8,,,,,,,,,,,,,,
0.003,-1.5943875312805176,507,20.385547041666666,4608,0.00885927863419056,92,0.009999999776482582,48.0,563,9,,,,,,,,,,,,,,
,,507,20.385547041666666,4608,,96,,48.0,,9,,,,,,,,,,,,,,
0.003,-1.6379048824310303,498,20.646254319999997,4992,0.011298403143882751,100,0.009999999776482582,48.0,611,10,0.5431804471739351,0.10541111998846957,0.9934210526315789,0,0.9431577132327903,0.038576974263939384,0.0,0.1361246868270341,0.6113597369151615,0.018914651909544562,0.00644468313641246,0.0,0.24716844745980052,0.6399746316417546
,,497,20.646254319999997,4992,,104,,48.0,,10,,,,,,,,,,,,,,
0.003,-1.7216740846633911,495,20.976642200000004,5376,0.011522909626364708,108,0.009999999776482582,48.0,659,10,,,,,,,,,,,,,,
,,495,20.976642200000004,5376,,112,,48.0,,10,,,,,,,,,,,,,,
0.003,-1.8209664821624756,486,21.014571869999994,5760,0.006490231491625309,116,0.009999999776482582,48.0,707,11,0.6248866566242871,0.2008591586733091,1.0,0,0.9549860117042022,0.0,0.0,0.18363159200049664,0.509913873830259,0.05668743839540287,0.0,0.0,0.31928327018265834,0.590917031192212
,,485,21.014571869999994,5760,,120,,48.0,,11,,,,,,,,,,,,,,
0.003,-1.869071125984192,489,20.998121529999995,6144,0.00994878076016903,124,0.009999999776482582,48.0,755,12,,,,,,,,,,,,,,
,,488,20.998121529999995,6144,,128,,48.0,,12,,,,,,,,,,,,,,
0.003,-1.986220359802246,484,20.96946977,6528,0.005310399923473597,132,0.009999999776482582,48.0,803,13,0.5643731133931404,0.20302366324174367,0.9923245614035087,0,0.8906533531651892,0.039130020743774016,0.0,0.1934287509355079,0.6151624941127876,0.15327221348091669,0.0010741138560687433,0.0010741138560687433,0.21004474494771994,0.7088493258966883
,,483,20.96946977,6528,,136,,48.0,,13,,,,,,,,,,,,,,
0.003,-2.1030547618865967,488,20.9719878,6912,0.005780847743153572,140,0.009999999776482582,48.0,851,14,,,,,,,,,,,,,,
,,488,20.9719878,6912,,144,,48.0,,14,,,,,,,,,,,,,,
0.003,-2.105961322784424,483,21.034951469999996,7296,0.008901990950107574,148,0.009999999776482582,48.0,899,15,0.5429416922543381,0.1584428538435649,1.0,0,0.9386697413625237,0.0,0.0,0.20778405301949116,0.6010296330005832,0.08804845667132764,0.0,0.0,0.27762971244594103,0.5651059787481821
,,483,21.034951469999996,7296,,152,,48.0,,15,,,,,,,,,,,,,,
0.003,-2.2075369358062744,487,21.15676682,7680,0.006932013668119907,156,0.009999999776482582,48.0,947,15,,,,,,,,,,,,,,
,,487,21.15676682,7680,,160,,48.0,,15,,,,,,,,,,,,,,
