train/learning_rate,train/actor_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/episodes,train/ent_coef,rollout/ep_len_mean,train/n_updates,time/time_elapsed,eval/ep_b3_mean,eval/ep_pump_price_obj_std,eval/ep_pressure_obj_mean,eval/ep_timesteps_below_zero,eval/ep_b1_mean,eval/ep_pressure_obj_std,eval/ep_nodes_below_zero,eval/ep_b3_std,eval/ep_pump_price_obj_mean,eval/ep_b1_std,eval/ep_nodes_below_threshold,eval/ep_nodes_above_threshold,eval/ep_b2_std,eval/ep_b2_mean
0.003,-0.4208414554595947,670,13.8396915,384,0.035383813083171844,4,0.009999999776482582,48.0,35,0,,,,,,,,,,,,,,
,,661,13.8396915,384,,8,,48.0,,0,,,,,,,,,,,,,,
0.003,-0.6357235908508301,642,17.1054729375,768,0.016488300636410713,12,0.009999999776482582,48.0,83,1,,,,,,,,,,,,,,
,,638,17.1054729375,768,,16,,48.0,,1,,,,,,,,,,,,,,
0.003,-0.7339727282524109,545,18.550830041666668,1152,0.011851666495203972,20,0.009999999776482582,48.0,131,2,0.45969006634667364,0.17305002315088724,0.9934210526315789,0,0.39263899006607156,0.038576974263939384,0.0,0.342592878757601,0.5804827150537087,0.33066674132132123,0.0053705692803437165,0.0010741138560687433,0.0855641036197447,0.9418121805594083
,,539,18.550830041666668,1152,,24,,48.0,,2,,,,,,,,,,,,,,
0.003,-0.8087759017944336,561,19.219156375,1536,0.008686842396855354,28,0.009999999776482582,48.0,179,2,,,,,,,,,,,,,,
,,559,19.219156375,1536,,32,,48.0,,2,,,,,,,,,,,,,,
0.003,-0.854638934135437,523,19.59366975,1920,0.018540797755122185,36,0.009999999776482582,48.0,227,3,0.8171090602527726,0.2598748764148063,0.9550438596491228,0,0.6648394990595706,0.15844978341346755,0.0,0.1336575375170379,0.6054931094920711,0.19974036753385627,0.04296455424274973,0.0010741138560687433,0.30686572941033063,0.7237097649539411
,,521,19.59366975,1920,,40,,48.0,,3,,,,,,,,,,,,,,
0.003,-0.9849485754966736,535,19.89282775,2304,0.009327895008027554,44,0.009999999776482582,48.0,275,4,,,,,,,,,,,,,,
,,534,19.89282775,2304,,48,,48.0,,4,,,,,,,,,,,,,,
0.003,-1.0217976570129395,516,20.097642875,2688,0.010902207344770432,52,0.009999999776482582,48.0,323,5,0.7129131394642607,0.27873564630671943,0.9934210526315789,0,0.39699424611263917,0.038576974263939384,0.0,0.2823560492764688,0.5838362594842275,0.2784079754641066,0.00644468313641246,0.0,0.21946177664830488,0.8188959504258067
,,515,20.097642875,2688,,56,,48.0,,5,,,,,,,,,,,,,,
0.003,-1.0915429592132568,527,20.245709578125002,3072,0.011530513875186443,60,0.009999999776482582,48.0,371,5,,,,,,,,,,,,,,
,,526,20.245709578125002,3072,,64,,48.0,,5,,,,,,,,,,,,,,
0.003,-1.225469708442688,511,20.364488555555553,3456,0.012185798957943916,68,0.009999999776482582,48.0,419,6,0.7450524304247282,0.25159397813094997,0.9517543859649122,0,0.641522075657524,0.11274284325112462,0.0,0.26181518839169343,0.6158814401567484,0.23215310119076552,0.047261009667024706,0.0,0.24073145605826238,0.7635036017811219
,,510,20.364488555555553,3456,,72,,48.0,,6,,,,,,,,,,,,,,
0.003,-1.2826383113861084,504,20.4543808375,3840,0.00633559376001358,76,0.009999999776482582,48.0,467,7,,,,,,,,,,,,,,
,,504,20.4543808375,3840,,80,,48.0,,7,,,,,,,,,,,,,,
0.003,-1.3541574478149414,494,20.555568409090906,4224,0.009096590802073479,84,0.009999999776482582,48.0,515,8,0.7205654714441679,0.20741215019522263,0.9978070175438596,0,0.6913969324214805,0.015193428136569096,0.0,0.27362454166346256,0.58707453857893,0.1826445015598419,0.0021482277121374865,0.0,0.17437241226146455,0.8713657531800726
,,493,20.555568409090906,4224,,88,,48.0,,8,,,,,,,,,,,,,,
0.003,-1.4200820922851562,500,20.62955803125,4608,0.013027452863752842,92,0.009999999776482582,48.0,563,9,,,,,,,,,,,,,,
,,500,20.62955803125,4608,,96,,48.0,,9,,,,,,,,,,,,,,
0.003,-1.4982471466064453,491,20.964124690000002,4992,0.006437928881496191,100,0.009999999776482582,48.0,611,10,0.7772763167978199,0.19087974531618485,0.9989035087719298,0,0.6773967361835271,0.007596714068284557,0.0,0.2328314626191512,0.5795097449102963,0.16498325772699612,0.0010741138560687433,0.0,0.1339194631269861,0.8790523845919949
,,490,20.964124690000002,4992,,104,,48.0,,10,,,,,,,,,,,,,,
0.003,-1.6025524139404297,498,21.346198199999993,5376,0.00840441882610321,108,0.009999999776482582,48.0,659,10,,,,,,,,,,,,,,
,,498,21.346198199999993,5376,,112,,48.0,,10,,,,,,,,,,,,,,
0.003,-1.7152736186981201,491,21.370453010000002,5760,0.008004512637853622,116,0.009999999776482582,48.0,707,11,0.761305042397576,0.18578612288397825,1.0,0,0.5774348155231579,0.0,0.0,0.23862465316989317,0.534346742605016,0.18680462188325764,0.0,0.0,0.14348076492589137,0.9102852093311397
,,490,21.370453010000002,5760,,120,,48.0,,11,,,,,,,,,,,,,,
0.003,-1.7757929563522339,494,21.37907301,6144,0.00893767923116684,124,0.009999999776482582,48.0,755,12,,,,,,,,,,,,,,
,,494,21.37907301,6144,,128,,48.0,,12,,,,,,,,,,,,,,
0.003,-1.854583978652954,489,21.391005659999998,6528,0.005608829669654369,132,0.009999999776482582,48.0,803,13,0.7860516501585698,0.24043206202332804,0.9978070175438596,0,0.7198534907998558,0.01062847034333995,0.0,0.21427811285712595,0.5745357962328718,0.19203353148799807,0.0010741138560687433,0.0010741138560687433,0.13569927512600474,0.8605895356853805
,,489,21.391005659999998,6528,,136,,48.0,,13,,,,,,,,,,,,,,
0.003,-1.875185251235962,495,21.39828188,6912,0.009304238483309746,140,0.009999999776482582,48.0,851,13,,,,,,,,,,,,,,
,,495,21.39828188,6912,,144,,48.0,,13,,,,,,,,,,,,,,
0.003,-1.9908500909805298,491,21.408414269999998,7296,0.0046872035600245,148,0.009999999776482582,48.0,899,14,0.741376821814108,0.17965373306656965,1.0,0,0.702629023877524,0.0,0.0,0.2766844495620562,0.5978851132139161,0.14319644859441702,0.0,0.0,0.11698518454727591,0.9004909053738427
,,490,21.408414269999998,7296,,152,,48.0,,14,,,,,,,,,,,,,,
0.003,-2.1082661151885986,496,21.432934400000008,7680,0.007107451558113098,156,0.009999999776482582,48.0,947,15,,,,,,,,,,,,,,
,,496,21.432934400000008,7680,,160,,48.0,,15,,,,,,,,,,,,,,
0.003,-2.1629867553710938,491,21.454035590000004,8064,0.00557287223637104,164,0.009999999776482582,48.0,995,16,0.821495856887797,0.19512869508202255,1.0,0,0.6803542651347438,0.0,0.0,0.14847766946921248,0.6289749379094814,0.11059959979820516,0.0,0.0,0.1380489506045942,0.8766792518133211
,,490,21.454035590000004,8064,,168,,48.0,,16,,,,,,,,,,,,,,
0.003,-2.2470242977142334,496,21.47826107,8448,0.006175207905471325,172,0.009999999776482582,48.0,1043,17,,,,,,,,,,,,,,
,,496,21.47826107,8448,,176,,48.0,,17,,,,,,,,,,,,,,
0.003,-2.323119640350342,492,21.452580080000004,8832,0.0066801030188798904,180,0.009999999776482582,48.0,1091,17,0.8100442476071524,0.21257799516609333,1.0,0,0.6699529791020088,0.0,0.0,0.13485645551122954,0.6256093109516203,0.11979881347818647,0.0,0.0,0.13681180895735404,0.8819147942615206
,,492,21.452580080000004,8832,,184,,48.0,,17,,,,,,,,,,,,,,
0.003,-2.442169666290283,497,21.445000579999995,9216,0.010288380086421967,188,0.009999999776482582,48.0,1139,18,,,,,,,,,,,,,,
,,497,21.445000579999995,9216,,192,,48.0,,18,,,,,,,,,,,,,,
0.003,-2.5204546451568604,492,21.450627859999994,9600,0.004521015100181103,196,0.009999999776482582,48.0,1187,19,0.7901358388777548,0.20197449588360725,0.9945175438596491,0,0.6838280633659466,0.03798357034142275,0.0,0.15323101149614715,0.6216153063957544,0.1281781841775384,0.0053705692803437165,0.0,0.11812063159552326,0.900885046561316
,,492,21.450627859999994,9600,,200,,48.0,,19,,,,,,,,,,,,,,
0.003,-2.524995803833008,496,21.379937830000006,9984,0.006610273849219084,204,0.009999999776482582,48.0,1235,20,,,,,,,,,,,,,,
,,496,21.379937830000006,9984,,208,,48.0,,20,,,,,,,,,,,,,,
0.003,-2.6708879470825195,499,21.35381394,10368,0.004619002342224121,212,0.009999999776482582,48.0,1283,20,,,,,,,,,,,,,,
,,499,21.35381394,10368,,216,,48.0,,20,,,,,,,,,,,,,,
0.003,-2.7434120178222656,496,21.382626489999996,10752,0.00842185690999031,220,0.009999999776482582,48.0,1331,21,0.8419064876637548,0.21347726763274638,0.9945175438596491,0,0.6883574440426443,0.03798357034142275,0.0,0.13197546567520377,0.6053368932402711,0.13047594752511718,0.0,0.0,0.17341890199649854,0.8538637755466159
,,495,21.382626489999996,10752,,224,,48.0,,21,,,,,,,,,,,,,,
0.003,-2.785874366760254,498,21.391543079999998,11136,0.006548572331666946,228,0.009999999776482582,48.0,1379,22,,,,,,,,,,,,,,
,,498,21.391543079999998,11136,,232,,48.0,,22,,,,,,,,,,,,,,
0.003,-2.9409940242767334,493,21.426647680000002,11520,0.004125462844967842,236,0.009999999776482582,48.0,1427,23,0.8405707122981199,0.16925621461232007,0.9945175438596491,0,0.7119598165721996,0.03798357034142275,0.0,0.12560472796127797,0.6049203131138771,0.13362346768268463,0.0053705692803437165,0.0,0.13087272301876524,0.876893989102127
,,493,21.426647680000002,11520,,240,,48.0,,23,,,,,,,,,,,,,,
0.003,-3.0021989345550537,496,21.446108629999998,11904,0.004956833086907864,244,0.009999999776482582,48.0,1475,23,,,,,,,,,,,,,,
,,496,21.446108629999998,11904,,248,,48.0,,23,,,,,,,,,,,,,,
0.003,-3.065462589263916,493,21.43616608,12288,0.00515082199126482,252,0.009999999776482582,48.0,1523,24,0.8572595481622842,0.2552998599688089,0.9989035087719298,0,0.7424752100045054,0.007596714068284557,0.0,0.13774897020533874,0.6546262719986149,0.12834932039501937,0.0,0.0010741138560687433,0.19457164670122074,0.758630607625822
,,493,21.43616608,12288,,256,,48.0,,24,,,,,,,,,,,,,,
0.003,-3.2156646251678467,496,21.43311381,12672,0.006110541522502899,260,0.009999999776482582,48.0,1571,25,,,,,,,,,,,,,,
,,496,21.43311381,12672,,264,,48.0,,25,,,,,,,,,,,,,,
0.003,-3.322312593460083,494,21.446101669999997,13056,0.0042644282802939415,268,0.009999999776482582,48.0,1619,26,0.7997425542455198,0.31503932733608275,0.9956140350877192,0,0.6797100186003185,0.014700536519234966,0.0,0.17907653848113544,0.617521140792892,0.17936641558159402,0.0,0.004296455424274973,0.1415792780906139,0.8493759356580626
,,493,21.446101669999997,13056,,272,,48.0,,26,,,,,,,,,,,,,,
0.003,-3.3481574058532715,496,21.468094970000003,13440,0.005204515531659126,276,0.009999999776482582,48.0,1667,27,,,,,,,,,,,,,,
,,496,21.468094970000003,13440,,280,,48.0,,27,,,,,,,,,,,,,,
0.003,-3.4438223838806152,494,21.49658362999999,13824,0.004186130128800869,284,0.009999999776482582,48.0,1715,27,0.789334958027177,0.28435939792083126,0.9989035087719298,0,0.6841446157276101,0.007596714068284557,0.0,0.15168972920031004,0.5990428467749447,0.15623105517458777,0.0,0.0010741138560687433,0.1377450428303773,0.8713702217037987
,,494,21.49658362999999,13824,,288,,48.0,,27,,,,,,,,,,,,,,
0.003,-3.4052231311798096,497,21.526707619999996,14208,0.004566009156405926,292,0.009999999776482582,48.0,1763,28,,,,,,,,,,,,,,
,,497,21.526707619999996,14208,,296,,48.0,,28,,,,,,,,,,,,,,
0.003,-3.446657657623291,494,21.56362178,14592,0.005426247604191303,300,0.009999999776482582,48.0,1811,29,0.8005482466506365,0.2336789304182527,1.0,0,0.6506238016202213,0.0,0.0,0.1488385057091038,0.6388229149779743,0.1174953919366895,0.0,0.0,0.1355254082802101,0.8741989474504985
,,494,21.56362178,14592,,304,,48.0,,29,,,,,,,,,,,,,,
0.003,-3.6897013187408447,497,21.620259020000002,14976,0.0036505963653326035,308,0.009999999776482582,48.0,1859,30,,,,,,,,,,,,,,
,,497,21.620259020000002,14976,,312,,48.0,,30,,,,,,,,,,,,,,
0.003,-3.668508529663086,495,21.649664749999996,15360,0.003571147099137306,316,0.009999999776482582,48.0,1907,31,0.8368782623342972,0.27191670540428386,1.0,0,0.6965403169656974,0.0,0.0,0.1328415579414439,0.6355727586276193,0.09722414005476085,0.0,0.0,0.14109046710041795,0.8677475766857468
,,495,21.649664749999996,15360,,320,,48.0,,31,,,,,,,,,,,,,,
0.003,-3.785789966583252,497,21.65518192,15744,0.0034775580279529095,324,0.009999999776482582,48.0,1955,31,,,,,,,,,,,,,,
,,497,21.65518192,15744,,328,,48.0,,31,,,,,,,,,,,,,,
0.003,-3.742130994796753,495,21.658640190000007,16128,0.007575541269034147,332,0.009999999776482582,48.0,2003,32,0.8364097388076189,0.2863767987153545,1.0,0,0.7192452454708748,0.0,0.0,0.13365918230384824,0.6463487707700002,0.09992835415852726,0.0,0.0,0.1610443406722254,0.8449683084161105
,,495,21.658640190000007,16128,,336,,48.0,,32,,,,,,,,,,,,,,
0.003,-3.9053094387054443,497,21.66944188,16512,0.0035042851231992245,340,0.009999999776482582,48.0,2051,33,,,,,,,,,,,,,,
,,497,21.66944188,16512,,344,,48.0,,33,,,,,,,,,,,,,,
0.003,-3.9580297470092773,494,21.693206540000006,16896,0.005397937260568142,348,0.009999999776482582,48.0,2099,34,0.8195390777581459,0.30807208615051096,0.9989035087719298,0,0.6557244849103525,0.007596714068284557,0.0,0.14757182833113086,0.630566421902052,0.14779358814389162,0.0,0.0010741138560687433,0.1483994759239546,0.8521333018725423
,,494,21.693206540000006,16896,,352,,48.0,,34,,,,,,,,,,,,,,
0.003,-4.0353312492370605,496,21.69887343,17280,0.00502416305243969,356,0.009999999776482582,48.0,2147,34,,,,,,,,,,,,,,
,,496,21.69887343,17280,,360,,48.0,,34,,,,,,,,,,,,,,
0.003,-4.115147590637207,494,21.734077690000003,17664,0.004427413921803236,364,0.009999999776482582,48.0,2195,35,0.8102101218596663,0.277008546634488,1.0,0,0.6480104000856153,0.0,0.0,0.13872244095250763,0.6589797617999266,0.14155101933942055,0.0,0.0,0.1324019663970306,0.8687315240795922
,,494,21.734077690000003,17664,,368,,48.0,,35,,,,,,,,,,,,,,
0.003,-4.105881690979004,496,21.73843553999999,18048,0.0067794849164783955,372,0.009999999776482582,48.0,2243,36,,,,,,,,,,,,,,
,,496,21.73843553999999,18048,,376,,48.0,,36,,,,,,,,,,,,,,
0.003,-4.157322883605957,494,21.74263588000001,18432,0.006726447492837906,380,0.009999999776482582,48.0,2291,37,0.8046202650744955,0.27765403433398783,1.0,0,0.7066155911363589,0.0,0.0,0.171155084936708,0.6188106957288273,0.1154159452798475,0.0,0.0,0.1424442243356671,0.8769760841607238
,,494,21.74263588000001,18432,,384,,48.0,,37,,,,,,,,,,,,,,
0.003,-4.435586452484131,496,21.740423999999994,18816,0.005982148461043835,388,0.009999999776482582,48.0,2339,37,,,,,,,,,,,,,,
,,496,21.740423999999994,18816,,392,,48.0,,37,,,,,,,,,,,,,,
0.003,-4.471790790557861,493,21.73604354,19200,0.005881981924176216,396,0.009999999776482582,48.0,2387,38,0.7616428000239344,0.21682743054818668,1.0,0,0.6414871576752669,0.0,0.0,0.15469988082851294,0.6614203678945192,0.1677103442819877,0.0,0.0,0.11072399293661003,0.8824031764744903
,,493,21.73604354,19200,,400,,48.0,,38,,,,,,,,,,,,,,
0.003,-4.507115840911865,495,21.750169979999995,19584,0.008047893643379211,404,0.009999999776482582,48.0,2435,39,,,,,,,,,,,,,,
,,495,21.750169979999995,19584,,408,,48.0,,39,,,,,,,,,,,,,,
0.003,-4.455089569091797,497,21.75353466,19968,0.004150776192545891,412,0.009999999776482582,48.0,2483,40,,,,,,,,,,,,,,
,,497,21.75353466,19968,,416,,48.0,,40,,,,,,,,,,,,,,
0.003,-4.541746139526367,496,21.75311397,20352,0.0033264346420764923,420,0.009999999776482582,48.0,2531,41,0.8234692784857643,0.27980977695097164,1.0,0,0.7015604938434782,0.0,0.0,0.15445891001271567,0.6325921477940927,0.1405993295050299,0.0,0.0,0.14129202796599147,0.85129507627917
,,495,21.75311397,20352,,424,,48.0,,41,,,,,,,,,,,,,,
0.003,-4.565958499908447,497,21.772425750000004,20736,0.007187163457274437,428,0.009999999776482582,48.0,2579,41,,,,,,,,,,,,,,
,,497,21.772425750000004,20736,,432,,48.0,,41,,,,,,,,,,,,,,
0.003,-4.4870524406433105,495,21.766667390000002,21120,0.007620238233357668,436,0.009999999776482582,48.0,2627,42,0.8189768618119873,0.24426200102038118,1.0,0,0.6982120168107584,0.0,0.0,0.1489112601264132,0.6119516507815338,0.10468347281454982,0.0,0.0,0.10998493113094251,0.8983521033904182
,,495,21.766667390000002,21120,,440,,48.0,,42,,,,,,,,,,,,,,
0.003,-4.78102970123291,497,21.75162613,21504,0.010787910781800747,444,0.009999999776482582,48.0,2675,43,,,,,,,,,,,,,,
,,497,21.75162613,21504,,448,,48.0,,43,,,,,,,,,,,,,,
0.003,-4.943243980407715,495,21.749368770000004,21888,0.009039102122187614,452,0.009999999776482582,48.0,2723,44,0.8118669357488001,0.2791327295894751,1.0,0,0.5694918579856431,0.0,0.0,0.16365626450457815,0.6176582638679072,0.1455413459660242,0.0,0.0,0.11679513841894534,0.8879624055954066
,,495,21.749368770000004,21888,,456,,48.0,,44,,,,,,,,,,,,,,
0.003,-4.903233051300049,496,21.745472460000002,22272,0.004631796386092901,460,0.009999999776482582,48.0,2771,44,,,,,,,,,,,,,,
,,496,21.745472460000002,22272,,464,,48.0,,44,,,,,,,,,,,,,,
0.003,-5.087945461273193,495,21.75230529,22656,0.003125680610537529,468,0.009999999776482582,48.0,2819,45,0.8430266663389197,0.3022010673522583,1.0,0,0.6850721053586402,0.0,0.0,0.13382600145992662,0.6275929511285309,0.12532190862226356,0.0,0.0,0.13635822117365487,0.8688697752285168
,,495,21.75230529,22656,,472,,48.0,,45,,,,,,,,,,,,,,
0.003,-5.058204650878906,496,21.743032659999997,23040,0.0035465266555547714,476,0.009999999776482582,48.0,2867,46,,,,,,,,,,,,,,
,,496,21.743032659999997,23040,,480,,48.0,,46,,,,,,,,,,,,,,
0.003,-5.185327053070068,494,21.731226659999997,23424,0.005078895948827267,484,0.009999999776482582,48.0,2915,47,0.8134866341905584,0.29795970155957957,1.0,0,0.6372057852351622,0.0,0.0,0.15427285031099924,0.6689083583026364,0.13435094373970577,0.0,0.0,0.15104278077779318,0.84245872600849
,,494,21.731226659999997,23424,,488,,48.0,,47,,,,,,,,,,,,,,
0.003,-5.256801605224609,495,21.726594239999994,23808,0.0034449524246156216,492,0.009999999776482582,48.0,2963,48,,,,,,,,,,,,,,
,,495,21.726594239999994,23808,,496,,48.0,,48,,,,,,,,,,,,,,
0.003,-5.347946643829346,493,21.703625089999996,24192,0.004412263631820679,500,0.009999999776482582,48.0,3011,49,0.7910582292706033,0.28875484473610197,1.0,0,0.6449848105368037,0.0,0.0,0.1974510041905463,0.6665617584642721,0.14673108904301746,0.0,0.0,0.17769904557409427,0.8166003924840974
,,493,21.703625089999996,24192,,504,,48.0,,49,,,,,,,,,,,,,,
0.003,-5.386054039001465,495,21.69826224,24576,0.007304421626031399,508,0.009999999776482582,48.0,3059,49,,,,,,,,,,,,,,
,,495,21.69826224,24576,,512,,48.0,,49,,,,,,,,,,,,,,
0.003,-5.53680944442749,494,21.70598253,24960,0.007514979224652052,516,0.009999999776482582,48.0,3107,50,0.8204601659719691,0.2715627876764224,1.0,0,0.6338541120554191,0.0,0.0,0.1489026746221319,0.663082721032444,0.13161153867239353,0.0,0.0,0.1368425452398015,0.8413984080347887
,,494,21.70598253,24960,,520,,48.0,,50,,,,,,,,,,,,,,
0.003,-5.551704406738281,495,21.701952470000005,25344,0.003024678211659193,524,0.009999999776482582,48.0,3155,51,,,,,,,,,,,,,,
,,495,21.701952470000005,25344,,528,,48.0,,51,,,,,,,,,,,,,,
0.003,-5.540395259857178,494,21.70652767,25728,0.007282444275915623,532,0.009999999776482582,48.0,3203,52,0.847956382220462,0.28231997065371983,1.0,0,0.6967409607970672,0.0,0.0,0.1377750593669755,0.6261015145564615,0.1045820094859231,0.0,0.0,0.11414207830866249,0.8773727451649654
,,494,21.70652767,25728,,536,,48.0,,52,,,,,,,,,,,,,,
0.003,-5.630800247192383,495,21.70940132,26112,0.0040620919317007065,540,0.009999999776482582,48.0,3251,52,,,,,,,,,,,,,,
,,495,21.70940132,26112,,544,,48.0,,52,,,,,,,,,,,,,,
0.003,-5.322340965270996,493,21.7147076,26496,0.025548553094267845,548,0.009999999776482582,48.0,3299,53,0.8494128527342923,0.2501574859908714,0.9989035087719298,0,0.7484315380413392,0.007596714068284557,0.0,0.10509207343312268,0.6362987893911046,0.1460988182633123,0.0,0.0010741138560687433,0.1257469536991267,0.8391266043686544
,,493,21.7147076,26496,,552,,48.0,,53,,,,,,,,,,,,,,
0.003,-5.794957637786865,493,21.707154149999997,26880,0.01664040982723236,556,0.009999999776482582,48.0,3347,54,,,,,,,,,,,,,,
,,493,21.707154149999997,26880,,560,,48.0,,54,,,,,,,,,,,,,,
0.003,-5.803447246551514,492,21.6891886,27264,0.004152973182499409,564,0.009999999776482582,48.0,3395,55,0.8314913733534317,0.25764850213765933,1.0,0,0.7449887202365745,0.0,0.0,0.13338754627196414,0.6260028710675646,0.09746992361761367,0.0,0.0,0.10112372186905481,0.890599221415828
,,492,21.6891886,27264,,568,,48.0,,55,,,,,,,,,,,,,,
0.003,-5.897911071777344,493,21.676765809999992,27648,0.0030406543519347906,572,0.009999999776482582,48.0,3443,56,,,,,,,,,,,,,,
,,493,21.676765809999992,27648,,576,,48.0,,56,,,,,,,,,,,,,,
0.003,-5.797348499298096,492,21.68104647,28032,0.00498705729842186,580,0.009999999776482582,48.0,3491,56,0.8541639924918769,0.2908856292081574,1.0,0,0.6758246332670432,0.0,0.0,0.11504350203679249,0.6376931678126113,0.14092255715183027,0.0,0.0,0.11459832316500973,0.8714840726574264
,,492,21.68104647,28032,,584,,48.0,,56,,,,,,,,,,,,,,
0.003,-5.781158447265625,493,21.676264290000002,28416,0.004067030735313892,588,0.009999999776482582,48.0,3539,57,,,,,,,,,,,,,,
