train/ent_coef,train/critic_loss,time/time_elapsed,rollout/ep_len_mean,time/fps,train/n_updates,train/actor_loss,time/episodes,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,eval/ep_b3_mean,eval/ep_nodes_below_zero,eval/ep_b1_mean,eval/ep_b3_std,eval/ep_timesteps_below_zero,eval/ep_b1_std,eval/ep_b2_mean,eval/ep_nodes_above_threshold,eval/ep_b2_std,eval/ep_pressure_obj_mean,eval/ep_pump_price_obj_std,eval/ep_nodes_below_threshold,eval/ep_pump_price_obj_mean,eval/ep_pressure_obj_std
0.009999999776482582,0.03911670669913292,0,48.0,664,35,-0.5166270136833191,4,384,0.003,14.31885125,,,,,,,,,,,,,,
,,0,48.0,655,,,8,384,,14.31885125,,,,,,,,,,,,,,
0.009999999776482582,0.011681362986564636,1,48.0,641,83,-0.6458002328872681,12,768,0.003,17.411830125,,,,,,,,,,,,,,
,,1,48.0,637,,,16,768,,17.411830125,,,,,,,,,,,,,,
0.009999999776482582,0.012272609397768974,2,48.0,544,131,-0.7388072609901428,20,1152,0.003,18.510157250000002,0.6573124950898803,0.0,0.9861681804020265,0.1783543549971333,0,0.017417403244397587,0.12973187693422353,0.0,0.22408010822122879,0.9583333333333334,0.16820423992375527,0.025510204081632654,0.46463319407171255,0.11691317377673933
,,2,48.0,539,,,24,1152,,18.510157250000002,,,,,,,,,,,,,,
0.009999999776482582,0.01129036583006382,2,48.0,559,179,-0.8953676223754883,28,1536,0.003,19.25980675,,,,,,,,,,,,,,
,,2,48.0,558,,,32,1536,,19.25980675,,,,,,,,,,,,,,
0.009999999776482582,0.011447552591562271,3,48.0,518,227,-1.01823091506958,36,1920,0.003,19.561046049999998,0.49595949634176284,0.0,0.7656407285364993,0.4382842551609862,0,0.24128999375186738,0.652971694480562,0.0,0.312418878785702,0.9835526315789473,0.21831841681196382,0.007653061224489796,0.47839121693588876,0.06437448089343181
,,3,48.0,515,,,40,1920,,19.561046049999998,,,,,,,,,,,,,,
0.009999999776482582,0.020534154027700424,4,48.0,529,275,-1.1072518825531006,44,2304,0.003,19.6729054375,,,,,,,,,,,,,,
,,4,48.0,528,,,48,2304,,19.6729054375,,,,,,,,,,,,,,
0.009999999776482582,0.0305840652436018,5,48.0,509,323,-1.1297521591186523,52,2688,0.003,19.87959760714286,0.8253594159732927,0.0,0.5993498784810384,0.3006117141885552,0,0.28512364897206127,0.5771095562335586,0.0,0.3419874555734326,0.956140350877193,0.20481609926030833,0.02040816326530612,0.5294485659513509,0.09911099699404073
,,5,48.0,507,,,56,2688,,19.87959760714286,,,,,,,,,,,,,,
0.009999999776482582,0.013914071023464203,5,48.0,520,371,-1.1970046758651733,60,3072,0.003,20.029351546875,,,,,,,,,,,,,,
,,5,48.0,519,,,64,3072,,20.029351546875,,,,,,,,,,,,,,
0.009999999776482582,0.013169221580028534,6,48.0,503,419,-1.3378950357437134,68,3456,0.003,20.13145388888889,0.7118213496299073,0.007653061224489796,0.7951416709856798,0.353457915827351,1,0.1966315575188757,0.5683107702697217,0.0,0.28941246774907137,0.9528508771929824,0.21462764060031772,0.03826530612244898,0.565018469509783,0.17345486344991085
,,6,48.0,501,,,72,3456,,20.13145388888889,,,,,,,,,,,,,,
0.009999999776482582,0.017266903072595596,7,48.0,511,467,-1.381609559059143,76,3840,0.003,20.2498548875,,,,,,,,,,,,,,
,,7,48.0,510,,,80,3840,,20.2498548875,,,,,,,,,,,,,,
0.009999999776482582,0.01594517007470131,8,48.0,498,515,-1.5300898551940918,84,4224,0.003,20.295087295454547,0.7343608515256173,0.0,0.8156448337151767,0.2791989972755616,0,0.16630219126651982,0.7742866884070191,0.0,0.19516206953509233,1.0,0.20386110005405714,0.0,0.5538807096328975,0.0
,,8,48.0,496,,,88,4224,,20.295087295454547,,,,,,,,,,,,,,
0.009999999776482582,0.019090645015239716,9,48.0,505,563,-1.559063196182251,92,4608,0.003,20.376604999999998,,,,,,,,,,,,,,
,,9,48.0,505,,,96,4608,,20.376604999999998,,,,,,,,,,,,,,
