Time,pressure_obj,tank_obj,pump_efficiency_obj,smoothness_obj,pump_price_obj,hydraulically_unstable,reward,centered
1800,1.0,0.0,0,0,1.0,False,1.0,True
3600,1.0,0.0,0,0,1.0,False,1.0,True
5400,1.0,0.6780715710673407,0,0,0.38354244114914426,False,0.9383542441149144,True
7200,1.0,0.89751542604678,0,0,0.6684163345916811,False,0.9668416334591682,True
9000,1.0,0.5772311118857779,0,0,0.32578562667173694,False,0.9325785626671738,True
10800,1.0,0.0,0,0,1.0,False,1.0,True
12600,1.0,0.0,0,0,1.0,False,1.0,True
14400,1.0,0.6068802825009717,0,0,0.3950318265109404,False,0.939503182651094,True
16200,1.0,0.0,0,0,1.0,False,1.0,True
18000,1.0,0.5230138506529082,0,0,0.8742343888465346,False,0.9874234388846534,True
19800,1.0,0.5868452380545309,0,0,0.3395423213405645,False,0.9339542321340565,True
21600,1.0,0.0,0,0,1.0,False,1.0,True
23400,1.0,0.3901165992108834,0,0,0.5825152590972642,False,0.9582515259097264,True
25200,1.0,0.7161829538876702,0,0,0.33520210261915473,False,0.9335202102619155,True
27000,1.0,0.7038466995570436,0,0,0.07437546202667378,False,0.9074375462026674,True
28800,1.0,0.908063226042032,0,0,0.33628732200774214,False,0.9336287322007742,True
30600,1.0,0.7372732793532919,0,0,0.33150754344855704,False,0.9331507543448557,True
32400,1.0,0.6212854245921483,0,0,0.3581985647398216,False,0.9358198564739821,True
34200,1.0,0.3070394356636164,0,0,0.828731244691056,False,0.9828731244691056,True
36000,0.7894736842105263,0.1983121330662518,0,0,0.6578727447898116,False,0.7763135902684548,True
37800,0.9473684210526315,0.8316073032803109,0,0,0.08787037713582302,False,0.8614186166609508,True
39600,1.0,0.6975278517814931,0,0,0.3964863269401989,False,0.9396486326940199,True
41400,1.0,0.8124675314613574,0,0,0.4193081006924412,False,0.9419308100692442,True
43200,1.0,0.696026330098893,0,0,0.5811094164908175,False,0.9581109416490817,True
45000,1.0,0.8009637482250365,0,0,0.4924743421780383,False,0.9492474342178039,True
46800,1.0,0.7224131523012887,0,0,0.5528635460560083,False,0.9552863546056009,True
48600,1.0,0.6760647707021712,0,0,0.535421502632629,False,0.9535421502632629,True
50400,1.0,0.03250730623022949,0,0,0.8459144482941148,False,0.9845914448294115,True
52200,1.0,0.7146917404200874,0,0,0.5808131083885264,False,0.9580813108388526,True
54000,1.0,0.5965297160501465,0,0,0.38492424024060967,False,0.938492424024061,True
55800,1.0,0.007943897821604859,0,0,0.7793550942872656,False,0.9779355094287265,True
57600,1.0,0.4621118949587585,0,0,0.5840508022749118,False,0.9584050802274912,True
59400,1.0,0.7611901717808642,0,0,0.3442351864631834,False,0.9344235186463183,True
61200,1.0,0.7537032239873352,0,0,0.47847640829373017,False,0.947847640829373,True
63000,1.0,0.6624057158138172,0,0,0.5304231416324967,False,0.9530423141632497,True
64800,1.0,0.0,0,0,1.0,False,1.0,True
66600,1.0,0.2366968983940246,0,0,0.8776471324143014,False,0.9877647132414302,True
68400,1.0,0.6816943268424875,0,0,0.5309602967543898,False,0.953096029675439,True
70200,1.0,0.6789443602663302,0,0,0.4143803575396201,False,0.941438035753962,True
72000,1.0,0.7843285941333553,0,0,0.6093527935693517,False,0.9609352793569352,True
73800,1.0,0.6548824782835656,0,0,0.6981350370904591,False,0.969813503709046,True
75600,1.0,0.6867096981853371,0,0,0.5076213414895145,False,0.9507621341489515,True
77400,1.0,0.0,0,0,1.0,False,1.0,True
79200,1.0,0.5067681899815651,0,0,0.6836307422672343,False,0.9683630742267234,True
81000,1.0,0.6302587138640295,0,0,0.42969072405664066,False,0.9429690724056641,True
82800,1.0,0.0,0,0,1.0,False,1.0,True
84600,1.0,0.0,0,0,1.0,False,1.0,True
86400,1.0,0.6303857349393932,0,0,0.45052117925955504,False,0.9450521179259556,True
