time/episodes,train/ent_coef,rollout/ep_len_mean,time/fps,train/learning_rate,time/total_timesteps,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,eval/ep_pump_price_obj_mean,eval/ep_b1_std,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pressure_obj_mean,eval/ep_pump_price_obj_std,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b2_mean,eval/ep_b1_mean
816,,48.0,476,,39168,,,82,21.397341030000003,,,,,,,,,,,
820,0.009999999776482582,48.0,475,0.003,39552,4931,0.006660205312073231,83,21.39002923,-7.401610374450684,0.5897897049622485,0.04694231057008402,0.0,0.8083592851204182,1.0,0.17087218734259454,0.05391330095415822,0.07208506247695393,0.8970422000898798,0.8868845265394042
824,,48.0,475,,39552,,,83,21.39002923,,,,,,,,,,,
828,0.009999999776482582,48.0,476,0.003,39936,4979,0.004735582508146763,83,21.387347419999998,-7.445496559143066,,,,,,,,,,
832,,48.0,476,,39936,,,83,21.387347419999998,,,,,,,,,,,
836,0.009999999776482582,48.0,475,0.003,40320,5027,0.012013117782771587,84,21.384560349999997,-7.40621280670166,0.5915731573850075,0.052999445838333124,0.0,0.7514420069863252,1.0,0.19343421625882318,0.0778512864158625,0.07488935708077184,0.901957435083795,0.8961742108837153
840,,48.0,475,,40320,,,84,21.384560349999997,,,,,,,,,,,
844,0.009999999776482582,48.0,476,0.003,40704,5075,0.008200688287615776,85,21.344454409999997,-7.603701591491699,,,,,,,,,,
848,,48.0,476,,40704,,,85,21.344454409999997,,,,,,,,,,,
852,0.009999999776482582,48.0,475,0.003,41088,5123,0.0034537706524133682,86,21.357945170000004,-7.628476142883301,0.5800230173959203,0.0465071510429431,0.0,0.8309926892682864,1.0,0.21151844552604554,0.0469487777723939,0.07400312786969263,0.8951016565356127,0.8989760111444538
856,,48.0,475,,41088,,,86,21.357945170000004,,,,,,,,,,,
860,0.009999999776482582,48.0,476,0.003,41472,5171,0.007523880340158939,86,21.374523359999998,-8.004733085632324,,,,,,,,,,
864,,48.0,476,,41472,,,86,21.374523359999998,,,,,,,,,,,
868,0.009999999776482582,48.0,475,0.003,41856,5219,0.00445557339116931,87,21.3648318,-7.430718421936035,0.6205671451499627,0.07812166299021772,0.03798357034142275,0.845173941913273,0.9945175438596491,0.2642712836040757,0.07204842374365006,0.0914920020728534,0.8599073775558247,0.8639516564919711
872,,48.0,475,,41856,,,87,21.3648318,,,,,,,,,,,
876,0.009999999776482582,48.0,476,0.003,42240,5267,0.007541547063738108,88,21.37351701,-7.433730125427246,,,,,,,,,,
880,,48.0,476,,42240,,,88,21.37351701,,,,,,,,,,,
884,0.009999999776482582,48.0,475,0.003,42624,5315,0.003691044868901372,89,21.355967320000005,-7.209997653961182,0.5949985243903846,0.043381854022053946,0.0,0.8255921629879807,1.0,0.2038831793708221,0.06186348701067612,0.0705289190707661,0.8739164761732227,0.9023035572154868
888,,48.0,475,,42624,,,89,21.355967320000005,,,,,,,,,,,
892,0.009999999776482582,48.0,476,0.003,43008,5363,0.0053609381429851055,90,21.36331439,-7.529577732086182,,,,,,,,,,
896,,48.0,476,,43008,,,90,21.36331439,,,,,,,,,,,
900,0.009999999776482582,48.0,476,0.003,43392,5411,0.004696004092693329,91,21.38630875,-7.819691181182861,0.590331007364535,0.05251058610871421,0.0,0.8062183531832589,1.0,0.21323433893924681,0.07710461534714431,0.07386288681849643,0.8801414721463815,0.8983447870084905
904,,48.0,476,,43392,,,91,21.38630875,,,,,,,,,,,
908,0.009999999776482582,48.0,477,0.003,43776,5459,0.004145903512835503,91,21.373951630000008,-7.770918846130371,,,,,,,,,,
912,,48.0,477,,43776,,,91,21.373951630000008,,,,,,,,,,,
916,0.009999999776482582,48.0,476,0.003,44160,5507,0.008039257489144802,92,21.366879909999998,-7.727759838104248,0.6122823697271232,0.06057824282286954,0.0,0.835235103382713,1.0,0.20635891216826446,0.06589371363523198,0.07417694407743619,0.8777779484879404,0.8761487678260906
920,,48.0,476,,44160,,,92,21.366879909999998,,,,,,,,,,,
924,0.009999999776482582,48.0,477,0.003,44544,5555,0.00828583724796772,93,21.357925879999996,-7.833799362182617,,,,,,,,,,
928,,48.0,477,,44544,,,93,21.357925879999996,,,,,,,,,,,
932,0.009999999776482582,48.0,476,0.003,44928,5603,0.005585226695984602,94,21.352301099999995,-8.177753448486328,0.6245775473763301,0.05638615633266653,0.03798357034142275,0.8377360717027421,0.9945175438596491,0.2047030926163213,0.050569101172553005,0.06776099180980784,0.8760594821087359,0.8757588658669244
936,,48.0,476,,44928,,,94,21.352301099999995,,,,,,,,,,,
940,0.009999999776482582,48.0,477,0.003,45312,5651,0.00904113706201315,94,21.385660019999996,-7.869063854217529,,,,,,,,,,
944,,48.0,477,,45312,,,94,21.385660019999996,,,,,,,,,,,
948,0.009999999776482582,48.0,475,0.003,45696,5699,0.008339676074683666,96,21.39483317,-7.8888444900512695,0.5865185847960439,0.0594031842307683,0.0,0.8147628906691211,1.0,0.20684202109961775,0.08411880624979606,0.07451183274620377,0.8860592122578298,0.8818262501293986
952,,48.0,475,,45696,,,96,21.39483317,,,,,,,,,,,
956,0.009999999776482582,48.0,476,0.003,46080,5747,0.004789519123733044,96,21.40228763,-8.088324546813965,,,,,,,,,,
960,,48.0,476,,46080,,,96,21.40228763,,,,,,,,,,,
964,0.009999999776482582,48.0,475,0.003,46464,5795,0.0024983598850667477,97,21.395322489999998,-8.006084442138672,0.6213967960913479,0.058369955908484504,0.0,0.8250623409498361,1.0,0.22514071774815808,0.048225864017432896,0.06794830579153929,0.8737916093081035,0.8890087509297065
968,,48.0,475,,46464,,,97,21.395322489999998,,,,,,,,,,,
972,0.009999999776482582,48.0,476,0.003,46848,5843,0.0025957017205655575,98,21.422305060000003,-8.240596771240234,,,,,,,,,,
976,,48.0,476,,46848,,,98,21.422305060000003,,,,,,,,,,,
980,0.009999999776482582,48.0,475,0.003,47232,5891,0.009193521924316883,99,21.413302690000005,-7.857908248901367,0.6199346348339915,0.06767274106532556,0.0,0.8325190681236998,1.0,0.22284641457848167,0.07232922642842461,0.07865202703168152,0.8597693064372558,0.871257905049782
984,,48.0,475,,47232,,,99,21.413302690000005,,,,,,,,,,,
988,0.009999999776482582,48.0,476,0.003,47616,5939,0.009423516690731049,99,21.421584140000004,-7.900629997253418,,,,,,,,,,
992,,48.0,476,,47616,,,99,21.421584140000004,,,,,,,,,,,
996,0.009999999776482582,48.0,475,0.003,48000,5987,0.004650011658668518,100,21.381929419999995,-8.316476821899414,0.6154446079482128,0.05697979277875901,0.0,0.8268504669124633,1.0,0.23311921248421863,0.0637452731590761,0.07352204251878548,0.8715019114761128,0.8853911747393031
1000,,48.0,475,,48000,,,101,21.381929419999995,,,,,,,,,,,
1004,0.009999999776482582,48.0,476,0.003,48384,6035,0.007541677914559841,101,21.386681169999996,-8.295981407165527,,,,,,,,,,
1008,,48.0,476,,48384,,,101,21.386681169999996,,,,,,,,,,,
1012,0.009999999776482582,48.0,476,0.003,48768,6083,0.006753261666744947,102,21.383174630000003,-8.610029220581055,,,,,,,,,,
1016,,48.0,476,,48768,,,102,21.383174630000003,,,,,,,,,,,
1020,0.009999999776482582,48.0,476,0.003,49152,6131,0.004743903875350952,103,21.384428779999997,-7.909975051879883,0.5970702171487658,0.04439412833582433,0.0,0.8249757755428812,1.0,0.1993378373495244,0.07003491590594364,0.07620334479087713,0.8595730040135839,0.9018107885872302
1024,,48.0,476,,49152,,,103,21.384428779999997,,,,,,,,,,,
1028,0.009999999776482582,48.0,477,0.003,49536,6179,0.010633289813995361,103,21.384883600000002,-8.451210975646973,,,,,,,,,,
1032,,48.0,477,,49536,,,103,21.384883600000002,,,,,,,,,,,
1036,0.009999999776482582,48.0,476,0.003,49920,6227,0.004753337241709232,104,21.370420920000004,-8.145293235778809,0.5696374938761618,0.05273506097382901,0.0,0.8438605596477539,1.0,0.22142272605578872,0.056352673891984444,0.07590953969279648,0.8899995670624332,0.8890968088856236
1040,,48.0,476,,49920,,,104,21.370420920000004,,,,,,,,,,,
1044,0.009999999776482582,48.0,477,0.003,50304,6275,0.004064658191055059,105,21.347011279999997,-8.396934509277344,,,,,,,,,,
1048,,48.0,477,,50304,,,105,21.347011279999997,,,,,,,,,,,
1052,0.009999999776482582,48.0,476,0.003,50688,6323,0.005068271420896053,106,21.32825848,-8.459370613098145,0.5753565942955122,0.06271972469486584,0.01062847034333995,0.8509229120812505,0.9978070175438596,0.24335380578709284,0.0873148259029089,0.07601117683967887,0.8679197927508226,0.8873881724071216
1056,,48.0,476,,50688,,,106,21.32825848,,,,,,,,,,,
1060,0.009999999776482582,48.0,477,0.003,51072,6371,0.0026139053516089916,107,21.298364839999998,-8.117244720458984,,,,,,,,,,
1064,,48.0,477,,51072,,,107,21.298364839999998,,,,,,,,,,,
1068,0.009999999776482582,48.0,476,0.003,51456,6419,0.007449599914252758,107,21.256892609999994,-8.572200775146484,0.6005479432814782,0.05050142780279769,0.007596714068284557,0.851207079049849,0.9989035087719298,0.2142756269407562,0.07102793341516717,0.07103109143047118,0.8516725433713727,0.8903075215423064
1072,,48.0,476,,51456,,,107,21.256892609999994,,,,,,,,,,,
1076,0.009999999776482582,48.0,477,0.003,51840,6467,0.005232316441833973,108,21.250426460000003,-8.330392837524414,,,,,,,,,,
1080,,48.0,477,,51840,,,108,21.250426460000003,,,,,,,,,,,
1084,0.009999999776482582,48.0,476,0.003,52224,6515,0.005827906541526318,109,21.250666780000003,-8.01906967163086,0.5846130166981429,0.07176796487785997,0.007596714068284557,0.8165604220014097,0.9989035087719298,0.23166509846465883,0.11200218103113803,0.0856555523184869,0.862560484907011,0.8881056517626029
1088,,48.0,476,,52224,,,109,21.250666780000003,,,,,,,,,,,
1092,0.009999999776482582,48.0,477,0.003,52608,6563,0.004045555833727121,110,21.26786592,-8.494019508361816,,,,,,,,,,
1096,,48.0,477,,52608,,,110,21.26786592,,,,,,,,,,,
1100,0.009999999776482582,48.0,475,0.003,52992,6611,0.004470175132155418,111,21.256081960000003,-8.84200382232666,0.5611958671871677,0.06608454247061961,0.007596714068284557,0.8201317656666299,0.9989035087719298,0.22827954818720328,0.06981558315647012,0.08198855843043279,0.8831686558153355,0.8984532479992405
1104,,48.0,475,,52992,,,111,21.256081960000003,,,,,,,,,,,
1108,0.009999999776482582,48.0,476,0.003,53376,6659,0.0066147660836577415,112,21.232922400000003,-8.480627059936523,,,,,,,,,,
1112,,48.0,476,,53376,,,112,21.232922400000003,,,,,,,,,,,
1116,0.009999999776482582,48.0,475,0.003,53760,6707,0.005328731145709753,113,21.241442230000004,-8.48668384552002,0.6450524732778024,0.07427660491636637,0.0,0.8136222219849987,1.0,0.2676409510973511,0.0648009047719467,0.08437753124371197,0.8615959053734534,0.8785304611698176
1120,,48.0,475,,53760,,,113,21.241442230000004,,,,,,,,,,,
1124,0.009999999776482582,48.0,476,0.003,54144,6755,0.0035042499657720327,113,21.247370999999998,-8.435342788696289,,,,,,,,,,
1128,,48.0,476,,54144,,,113,21.247370999999998,,,,,,,,,,,
1132,0.009999999776482582,48.0,475,0.003,54528,6803,0.0028697799425572157,114,21.24321271,-8.77131175994873,0.5859486756333389,0.06386638684505574,0.0,0.824934024313848,1.0,0.2486962362254379,0.060253737475016486,0.08291611255412269,0.8792502780947558,0.8887507345866871
1136,,48.0,475,,54528,,,114,21.24321271,,,,,,,,,,,
1140,0.009999999776482582,48.0,476,0.003,54912,6851,0.005879397504031658,115,21.25099306,-8.542848587036133,,,,,,,,,,
1144,,48.0,476,,54912,,,115,21.25099306,,,,,,,,,,,
1148,0.009999999776482582,48.0,475,0.003,55296,6899,0.008909434080123901,116,21.24822083,-8.444724082946777,0.6117961020381752,0.06882035623326761,0.0,0.7993913284022848,1.0,0.23640875793013416,0.09683563324627269,0.08476302106647526,0.8693151666791262,0.8876738562531088
1152,,48.0,475,,55296,,,116,21.24822083,,,,,,,,,,,
1156,0.009999999776482582,48.0,476,0.003,55680,6947,0.006158948875963688,116,21.234932810000004,-8.550071716308594,,,,,,,,,,
1160,,48.0,476,,55680,,,116,21.234932810000004,,,,,,,,,,,
1164,0.009999999776482582,48.0,475,0.003,56064,6995,0.011042728088796139,117,21.242431920000005,-9.042953491210938,0.6293138387906169,0.0732692830127241,0.0,0.7801847534173256,1.0,0.2101642260613917,0.08402636095738697,0.08778106262760672,0.8657476815023392,0.8756119039249134
1168,,48.0,475,,56064,,,117,21.242431920000005,,,,,,,,,,,
1172,0.009999999776482582,48.0,476,0.003,56448,7043,0.004203888587653637,118,21.27848255,-8.719253540039062,,,,,,,,,,
1176,,48.0,476,,56448,,,118,21.27848255,,,,,,,,,,,
1180,0.009999999776482582,48.0,475,0.003,56832,7091,0.008284156210720539,119,21.285605880000002,-8.483640670776367,0.6352952341860835,0.07851069083295506,0.007596714068284557,0.808354578178113,0.9989035087719298,0.2580497138557547,0.10036855196838967,0.09721810716976367,0.860734625554977,0.864987171634918
1184,,48.0,475,,56832,,,119,21.285605880000002,,,,,,,,,,,
1188,0.009999999776482582,48.0,476,0.003,57216,7139,0.004112633410841227,120,21.285767370000002,-8.482034683227539,,,,,,,,,,
1192,,48.0,476,,57216,,,120,21.285767370000002,,,,,,,,,,,
1196,0.009999999776482582,48.0,475,0.003,57600,7187,0.005175687838345766,121,21.261471999999998,-8.689920425415039,0.5750483754256924,0.048817199765298754,0.007596714068284557,0.8157979873631332,0.9989035087719298,0.21414627208402073,0.09066622919111084,0.07254641241660816,0.8767561606596118,0.8942971304626568
1200,,48.0,475,,57600,,,121,21.261471999999998,,,,,,,,,,,
1204,0.009999999776482582,48.0,476,0.003,57984,7235,0.006874673999845982,121,21.28970589,-8.319188117980957,,,,,,,,,,
1208,,48.0,476,,57984,,,121,21.28970589,,,,,,,,,,,
1212,0.009999999776482582,48.0,477,0.003,58368,7283,0.005615483969449997,122,21.288861159999996,-8.93382453918457,,,,,,,,,,
1216,,48.0,477,,58368,,,122,21.288861159999996,,,,,,,,,,,
1220,0.009999999776482582,48.0,476,0.003,58752,7331,0.004653164651244879,123,21.29274559,-8.89211368560791,0.635373880238532,0.06615218683885428,0.0,0.8146531573016683,1.0,0.21880856395719397,0.09781202777495933,0.08730583450076322,0.8531486244215448,0.8753731702926895
1224,,48.0,476,,58752,,,123,21.29274559,,,,,,,,,,,
1228,0.009999999776482582,48.0,477,0.003,59136,7379,0.007146167568862438,123,21.313059969999998,-9.102405548095703,,,,,,,,,,
1232,,48.0,477,,59136,,,123,21.313059969999998,,,,,,,,,,,
1236,0.009999999776482582,48.0,476,0.003,59520,7427,0.0037486269138753414,124,21.287175259999998,-8.855690956115723,0.5856019343332293,0.05107358292554958,0.007596714068284557,0.8360221413586472,0.9989035087719298,0.21380300066437283,0.0684664603280331,0.06871028545649892,0.8604037832838339,0.8987643258567446
1240,,48.0,476,,59520,,,124,21.287175259999998,,,,,,,,,,,
1244,0.009999999776482582,48.0,477,0.003,59904,7475,0.0037258833181113005,125,21.27898629,-9.0903902053833,,,,,,,,,,
1248,,48.0,477,,59904,,,125,21.27898629,,,,,,,,,,,
1252,0.009999999776482582,48.0,475,0.003,60288,7523,0.006089967675507069,126,21.294185709999997,-9.249810218811035,0.6064264269493103,0.05495041876412096,0.0,0.8045389412270167,1.0,0.2035559874405524,0.07515182835366034,0.07349247325640416,0.8828362613905857,0.8880448404278761
1256,,48.0,475,,60288,,,126,21.294185709999997,,,,,,,,,,,
1260,0.009999999776482582,48.0,475,0.003,60672,7571,0.012936990708112717,127,21.275636710000004,-8.726770401000977,,,,,,,,,,
1264,,48.0,475,,60672,,,127,21.275636710000004,,,,,,,,,,,
1268,0.009999999776482582,48.0,475,0.003,61056,7619,0.0057364571839571,128,21.27995081,-8.995038986206055,0.5707056542397966,0.04690694234842623,0.0,0.834903369474741,1.0,0.21028267519060703,0.051185804869045344,0.07090982743029824,0.8853357298631248,0.898020407583831
1272,,48.0,475,,61056,,,128,21.27995081,,,,,,,,,,,
1276,0.009999999776482582,48.0,475,0.003,61440,7667,0.005856665316969156,129,21.27334584,-8.657598495483398,,,,,,,,,,
1280,,48.0,475,,61440,,,129,21.27334584,,,,,,,,,,,
1284,0.009999999776482582,48.0,475,0.003,61824,7715,0.011101165786385536,130,21.259283069999995,-8.831472396850586,0.6420099901234713,0.0832932074130113,0.0534533641252242,0.7827376604949592,0.9879385964912281,0.26766596758207695,0.11698805245358977,0.08517293263176859,0.8638055444361403,0.8766970016173641
1288,,48.0,475,,61824,,,130,21.259283069999995,,,,,,,,,,,
1292,0.009999999776482582,48.0,475,0.003,62208,7763,0.014972268603742123,130,21.246271329999995,-8.760265350341797,,,,,,,,,,
1296,,48.0,475,,62208,,,130,21.246271329999995,,,,,,,,,,,
1300,0.009999999776482582,48.0,475,0.003,62592,7811,0.004882492125034332,131,21.259391130000004,-9.188145637512207,0.5653940049180047,0.043108007813050624,0.0,0.8685012414400325,1.0,0.19403358487349526,0.03175599351090767,0.06897696581553593,0.8805108202344708,0.8841770731328172
1304,,48.0,475,,62592,,,131,21.259391130000004,,,,,,,,,,,
1308,0.009999999776482582,48.0,476,0.003,62976,7859,0.004372431896626949,132,21.250854789999995,-8.879355430603027,,,,,,,,,,
1312,,48.0,476,,62976,,,132,21.250854789999995,,,,,,,,,,,
1316,0.009999999776482582,48.0,475,0.003,63360,7907,0.017124682664871216,133,21.247375230000003,-9.09515380859375,0.5632580461895429,0.050542462300336474,0.0,0.8601509554914932,1.0,0.23259287741520923,0.028342291977414096,0.0718569213855896,0.8894911394424991,0.8872351903959883
1320,,48.0,475,,63360,,,133,21.247375230000003,,,,,,,,,,,
1324,0.009999999776482582,48.0,475,0.003,63744,7955,0.008245158940553665,133,21.210568629999997,-8.750650405883789,,,,,,,,,,
1328,,48.0,475,,63744,,,133,21.210568629999997,,,,,,,,,,,
1332,0.009999999776482582,48.0,475,0.003,64128,8003,0.008236762136220932,134,21.241329490000002,-9.032889366149902,0.6026682740777795,0.06291775789654037,0.0,0.8221874702602884,1.0,0.24776761858454815,0.04713170680836972,0.08079959499447684,0.8831592930204205,0.8972508617465064
1336,,48.0,475,,64128,,,134,21.241329490000002,,,,,,,,,,,
1340,0.009999999776482582,48.0,476,0.003,64512,8051,0.00952277984470129,135,21.2482456,-9.041675567626953,,,,,,,,,,
1344,,48.0,476,,64512,,,135,21.2482456,,,,,,,,,,,
1348,0.009999999776482582,48.0,475,0.003,64896,8099,0.06252207607030869,136,21.250052889999996,-8.58920955657959,0.5816502582537199,0.06606663062798938,0.01062847034333995,0.8317300607616455,0.9978070175438596,0.24367059259363905,0.06169671511760286,0.07695776432405829,0.8887053884403238,0.8875862836492993
1352,,48.0,475,,64896,,,136,21.250052889999996,,,,,,,,,,,
1356,0.009999999776482582,48.0,476,0.003,65280,8147,0.008703880943357944,137,21.278761970000005,-8.916421890258789,,,,,,,,,,
1360,,48.0,476,,65280,,,137,21.278761970000005,,,,,,,,,,,
1364,0.009999999776482582,48.0,475,0.003,65664,8195,0.009579919278621674,138,21.288627889999997,-9.191527366638184,0.608030032199279,0.05424020768874483,0.0,0.8200650741512329,1.0,0.21209431928904113,0.06909545203620832,0.07829560902016543,0.8727402940686059,0.8854623767449619
1368,,48.0,475,,65664,,,138,21.288627889999997,,,,,,,,,,,
1372,0.009999999776482582,48.0,476,0.003,66048,8243,0.010728462599217892,138,21.2724525,-9.177654266357422,,,,,,,,,,
1376,,48.0,476,,66048,,,138,21.2724525,,,,,,,,,,,
1380,0.009999999776482582,48.0,475,0.003,66432,8291,0.005212755873799324,139,21.26312309,-8.2958984375,0.6044583089805371,0.05325641768731775,0.0,0.8126614121411179,1.0,0.22885806222605812,0.06307587583332781,0.07420752142599805,0.8772485485479947,0.8958052459683424
1384,,48.0,475,,66432,,,139,21.26312309,,,,,,,,,,,
1388,0.009999999776482582,48.0,476,0.003,66816,8339,0.003138612024486065,140,21.30294407,-9.420048713684082,,,,,,,,,,
1392,,48.0,476,,66816,,,140,21.30294407,,,,,,,,,,,
1396,0.009999999776482582,48.0,474,0.003,67200,8387,0.0049240184016525745,141,21.2804643,-9.434216499328613,0.630335356701953,0.06321307431825658,0.0,0.8025996396389193,1.0,0.2432731540002179,0.06468290993403805,0.07799371388555905,0.8737387533688222,0.8830762337320393
1400,,48.0,474,,67200,,,141,21.2804643,,,,,,,,,,,
1404,0.009999999776482582,48.0,474,0.003,67584,8435,0.004731621127575636,142,21.274910369999997,-9.017827987670898,,,,,,,,,,
1408,,48.0,474,,67584,,,142,21.274910369999997,,,,,,,,,,,
1412,0.009999999776482582,48.0,475,0.003,67968,8483,0.016072683036327362,142,21.2746378,-9.266935348510742,,,,,,,,,,
1416,,48.0,475,,67968,,,142,21.2746378,,,,,,,,,,,
1420,0.009999999776482582,48.0,474,0.003,68352,8531,0.006486020050942898,143,21.274726,-8.541801452636719,0.6308130378727764,0.07454048297863831,0.0,0.8285313361414491,1.0,0.25411955859228774,0.059569800632410776,0.0765900393539268,0.8733081183252693,0.8714032017110033
1424,,48.0,474,,68352,,,143,21.274726,,,,,,,,,,,
1428,0.009999999776482582,48.0,475,0.003,68736,8579,0.005428062751889229,144,21.28601706,-9.465845108032227,,,,,,,,,,
1432,,48.0,475,,68736,,,144,21.28601706,,,,,,,,,,,
1436,0.009999999776482582,48.0,475,0.003,69120,8627,0.0029320809990167618,145,21.253732220000003,-9.107047080993652,0.5837120550150667,0.055639959302812396,0.007596714068284557,0.8419019571025411,0.9989035087719298,0.21573235629590023,0.04679334661788797,0.07103064378954747,0.8838294706163765,0.8825014819559474
1440,,48.0,475,,69120,,,145,21.253732220000003,,,,,,,,,,,
1444,0.009999999776482582,48.0,475,0.003,69504,8675,0.002774409484118223,146,21.25058971,-9.226371765136719,,,,,,,,,,
1448,,48.0,475,,69504,,,146,21.25058971,,,,,,,,,,,
1452,0.009999999776482582,48.0,475,0.003,69888,8723,0.013767910189926624,147,21.242751079999998,-9.24931526184082,0.6151261134941265,0.06588558580401517,0.007596714068284557,0.8258789014712539,0.9989035087719298,0.24221844552874505,0.06298851879637911,0.0747217841218587,0.8735298901785801,0.8814367106637864
1456,,48.0,475,,69888,,,147,21.242751079999998,,,,,,,,,,,
1460,0.009999999776482582,48.0,475,0.003,70272,8771,0.005057614296674728,147,21.240839070000003,-9.231304168701172,,,,,,,,,,
1464,,48.0,475,,70272,,,147,21.240839070000003,,,,,,,,,,,
1468,0.009999999776482582,48.0,475,0.003,70656,8819,0.007633530534803867,148,21.241251700000003,-9.076536178588867,0.5847812680598746,0.05524573322897469,0.007596714068284557,0.8403566884404193,0.9989035087719298,0.19349756973840732,0.058247420489675863,0.0642363189976336,0.8956318787763721,0.8767150387127259
1472,,48.0,475,,70656,,,148,21.241251700000003,,,,,,,,,,,
1476,0.009999999776482582,48.0,475,0.003,71040,8867,0.004381829407066107,149,21.2769304,-9.360100746154785,,,,,,,,,,
1480,,48.0,475,,71040,,,149,21.2769304,,,,,,,,,,,
1484,0.009999999776482582,48.0,475,0.003,71424,8915,0.007757056504487991,150,21.27381949,-9.520830154418945,0.5993768437512702,0.06441026918008232,0.007596714068284557,0.7830399290292497,0.9989035087719298,0.22410187614419416,0.07332962068443488,0.07868906688658733,0.8862249861555848,0.8912032942037881
1488,,48.0,475,,71424,,,150,21.27381949,,,,,,,,,,,
1492,0.009999999776482582,48.0,476,0.003,71808,8963,0.004515810403972864,150,21.26559683,-9.198722839355469,,,,,,,,,,
1496,,48.0,476,,71808,,,150,21.26559683,,,,,,,,,,,
1500,0.009999999776482582,48.0,475,0.003,72192,9011,0.007510396186262369,151,21.28636498,-9.43865966796875,0.6019001835206117,0.08093654388257343,0.06909394334110797,0.806569415417826,0.9868421052631579,0.2506901040208436,0.1110989281158849,0.08402220351453009,0.8820784710489165,0.8698581288927143
1504,,48.0,475,,72192,,,151,21.28636498,,,,,,,,,,,
1508,0.009999999776482582,48.0,476,0.003,72576,9059,0.0034004258923232555,152,21.280799029999994,-8.92133903503418,,,,,,,,,,
1512,,48.0,476,,72576,,,152,21.280799029999994,,,,,,,,,,,
1516,0.009999999776482582,48.0,475,0.003,72960,9107,0.004607866518199444,153,21.295920759999998,-9.416418075561523,0.6376746449686367,0.10165153914758217,0.05740743029250437,0.772516387179763,0.9846491228070176,0.28748303549450155,0.11307069156507653,0.10116850429892901,0.8662312965601482,0.8662973474138325
1520,,48.0,475,,72960,,,153,21.295920759999998,,,,,,,,,,,
1524,0.009999999776482582,48.0,476,0.003,73344,9155,0.008325603790581226,154,21.32173081,-9.104363441467285,,,,,,,,,,
1528,,48.0,476,,73344,,,154,21.32173081,,,,,,,,,,,
1532,0.009999999776482582,48.0,475,0.003,73728,9203,0.00817389041185379,154,21.338916420000004,-9.441415786743164,0.6216772921374755,0.07831618859978856,0.04850367036806682,0.8166253460566258,0.9890350877192983,0.2685167790993643,0.04998169384131041,0.08186285166670562,0.8853288193735949,0.8771898298502655
1536,,48.0,475,,73728,,,155,21.338916420000004,,,,,,,,,,,
1540,0.009999999776482582,48.0,475,0.003,74112,9251,0.003589001251384616,156,21.334542939999995,-9.250161170959473,,,,,,,,,,
1544,,48.0,474,,74112,,,156,21.334542939999995,,,,,,,,,,,
1548,0.009999999776482582,48.0,474,0.003,74496,9299,0.022525018081068993,156,21.328822610000003,-9.425002098083496,0.6183002865015506,0.09352936440044969,0.03913002074377402,0.7749843515564852,0.9923245614035087,0.2626920578126287,0.13403588892188026,0.11702366604418357,0.8535557460409445,0.8676941579357172
1552,,48.0,474,,74496,,,157,21.328822610000003,,,,,,,,,,,
1556,0.009999999776482582,48.0,475,0.003,74880,9347,0.004305458161979914,157,21.30374684,-8.954970359802246,,,,,,,,,,
1560,,48.0,475,,74880,,,157,21.30374684,,,,,,,,,,,
1564,0.009999999776482582,48.0,474,0.003,75264,9395,0.010317249223589897,158,21.30807198,-9.325281143188477,0.582479704979981,0.06158238490270399,0.03857697426393938,0.7802520835539166,0.9934210526315789,0.2410141767754335,0.08525251540994211,0.08618719919552677,0.8693084617647997,0.9158872088262701
1568,,48.0,474,,75264,,,158,21.30807198,,,,,,,,,,,
1572,0.009999999776482582,48.0,475,0.003,75648,9443,0.008186286315321922,159,21.332916119999997,-9.341780662536621,,,,,,,,,,
1576,,48.0,475,,75648,,,159,21.332916119999997,,,,,,,,,,,
1580,0.009999999776482582,48.0,474,0.003,76032,9491,0.0078392643481493,160,21.321091980000002,-8.983376502990723,0.5726169797058939,0.049054941820810494,0.03798357034142275,0.8273288051345777,0.9945175438596491,0.22435577109588437,0.05398951847220269,0.07280803385791655,0.8731174150889425,0.9110372980901861
1584,,48.0,474,,76032,,,160,21.321091980000002,,,,,,,,,,,
1588,0.009999999776482582,48.0,475,0.003,76416,9539,0.004708484746515751,160,21.327469709999995,-9.548615455627441,,,,,,,,,,
1592,,48.0,475,,76416,,,160,21.327469709999995,,,,,,,,,,,
1596,0.009999999776482582,48.0,474,0.003,76800,9587,0.00953545980155468,161,21.31567257,-9.226905822753906,0.6131004579360612,0.06005412138979729,0.04251388137335975,0.8122079965672582,0.9912280701754387,0.23399840832015803,0.06454108068776168,0.07362270076508075,0.8815860223394675,0.8908401279688568
1600,,48.0,474,,76800,,,161,21.31567257,,,,,,,,,,,
1604,0.009999999776482582,48.0,475,0.003,77184,9635,0.0034357807599008083,162,21.33044678,-9.373245239257812,,,,,,,,,,
1608,,48.0,475,,77184,,,162,21.33044678,,,,,,,,,,,
1612,0.009999999776482582,48.0,475,0.003,77568,9683,0.004657657817006111,163,21.34435832,-9.561807632446289,,,,,,,,,,
1616,,48.0,475,,77568,,,163,21.34435832,,,,,,,,,,,
