Time,Trial-0,Trial-1,Trial-2,Trial-3,Trial-4,Trial-5,Trial-6,Trial-7,Trial-8,Trial-9
1800,0.9872901640729511,0.9873929467100756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5400,0.971586692230845,0.9718777239289326,0.9712773917443904,0.9701653533343557,0.9694637484938073,0.9694529524206138,0.9692123432808525,0.9711753240331613,0.9711720422582084,0.9706629473643744
7200,0.9654899346182693,0.9671928662938586,0.9689926933063813,0.9704065129503783,0.9678819264799036,0.9676763262988203,0.9674207749145095,0.967863995553554,0.9678678254070391,0.9674099517049414
9000,0.9652834480418593,0.9702347985708331,0.9698691018360411,0.9705377496203861,0.9703349427889887,0.9700177992838559,0.9704775299042412,0.9687150287013051,0.9685441637246721,0.9671299159452772
10800,0.9677454303648789,0.9708721980387627,0.9710967010011856,0.9725216999058203,0.9711968062555749,0.9715153771804899,0.9725435065413338,0.9693286395810062,0.9685480816409138,0.9670282526559829
12600,0.9694590656146459,0.9697063778395598,0.9698455208592089,0.9702659440033735,0.9711960579140138,0.9724775067704737,0.9737863615521913,0.9728448532691475,0.9714322150722866,0.9692328605774171
14400,0.9733293357294129,0.9730374564284869,0.9719263365288964,0.9705192009497148,0.9704149225546943,0.9733409951871396,0.9743942980748986,0.9720579842192156,0.9705460859632868,0.9702239455028397
16200,0.9770701770969084,0.9757131894209039,0.9750248020431228,0.9721775282032923,0.9732878610242245,0.9747240791896339,0.9755793946954934,0.9793975623536768,0.9784518133505622,0.9760840735761604
18000,0.9763595902968873,0.9785650105650134,0.9784900437689995,0.977738432224101,0.9768885607856834,0.9764008142106569,0.9742679882228591,0.9712555577417481,0.9723266378445272,0.9743312822712652
19800,0.9669728710497406,0.9671057087571262,0.968614140341185,0.969335265605798,0.9688208505021287,0.9675390356721514,0.9660175475345141,0.9664178597586012,0.966279856123995,0.9673817418963443
21600,0.9467576333351517,0.943228881913929,0.9446419604414182,0.9462181738892937,0.9462783331319665,0.9466496757838483,0.9469576103588742,0.9439950718639162,0.9421477614831073,0.9423198196069795
23400,0.9333090814997593,0.9333554367203796,0.9332032484127786,0.9331288043760838,0.9334370429395868,0.9341448857304336,0.9343909281516212,0.9392792063376411,0.937148831956523,0.9361821630322521
25200,0.958438742860741,0.9405307753492376,0.9585911242302741,0.9585877563721793,0.9320978162496945,0.9585772739643404,0.9585223366851466,0.9323574456084247,0.9588042784181847,0.9399889121103114
27000,0.9619231807868542,0.9616497492783779,0.9619422815385215,0.9619588227308122,0.962118594505422,0.9619061623401908,0.9618209682690048,0.9592253676032519,0.9595304637836454,0.959295279000446
