#{"t_start": 1744289960.8104815, "env_id": "ATM"}
r,l,t
20.501819,48,1.427555
21.227809,48,2.046576
20.54873,48,2.948068
21.610147,48,3.593752
21.624635,48,4.527579
21.597368,48,5.171271
21.575197,48,6.089871
21.685665,48,6.742077
21.833719,48,7.692528
21.308382,48,8.325706
21.482473,48,9.250268
21.83815,48,9.933723
21.209513,48,10.867429
21.198473,48,11.501129
20.45089,48,12.445294
21.487131,48,13.103082
20.748822,48,14.03561
21.583292,48,14.692496
20.604053,48,15.645298
21.820707,48,16.292299
21.962397,48,17.256591
21.475581,48,17.899583
21.660264,48,18.81755
21.370174,48,19.478555
21.683386,48,20.13086
21.645997,48,21.100967
20.978167,48,21.745049
22.008031,48,22.665693
21.843539,48,23.309593
21.843138,48,24.22436
22.004349,48,24.863306
20.973407,48,25.785728
22.04536,48,26.427359
21.87289,48,27.374645
21.731037,48,28.021816
21.816532,48,28.94601
21.752988,48,29.61851
21.839027,48,30.618834
21.512926,48,31.272561
21.587294,48,32.225439
21.961823,48,32.916941
21.879299,48,33.920117
21.616579,48,34.572225
21.889583,48,35.551022
21.623754,48,36.210096
21.917918,48,37.194656
21.35944,48,37.851863
21.716171,48,38.797211
21.851551,48,39.453549
21.868034,48,40.152923
21.549835,48,41.201271
21.401184,48,41.862137
21.940654,48,42.865857
21.728317,48,43.636965
22.074487,48,44.73146
21.592313,48,45.570102
21.950785,48,46.646518
21.752477,48,47.315361
21.904824,48,48.275616
21.90867,48,48.932786
21.885548,48,49.886757
21.352062,48,50.553327
21.918701,48,51.57354
21.758083,48,52.286339
21.716811,48,53.243377
22.113504,48,53.895766
21.788936,48,54.856086
21.479796,48,55.505101
21.929181,48,56.426792
21.398494,48,57.079994
21.957505,48,58.018607
21.847551,48,58.653342
21.811682,48,59.592236
22.039839,48,60.239232
21.765653,48,60.923896
21.670035,48,61.872253
21.657607,48,62.564661
21.627973,48,63.499652
21.641948,48,64.142259
21.796301,48,65.070492
21.965837,48,65.731275
21.214272,48,66.657399
21.823821,48,67.320137
21.611771,48,68.259206
21.429757,48,68.892242
21.510914,48,69.833512
21.77706,48,70.477257
21.954636,48,71.397031
21.820659,48,72.041498
21.660866,48,72.986637
21.531536,48,73.651565
21.567571,48,74.579041
21.698724,48,75.240957
21.845839,48,76.227778
21.575944,48,76.860873
21.647546,48,77.804664
21.725091,48,78.439142
21.591878,48,79.379665
21.573475,48,80.025084
21.794907,48,80.668135
21.493916,48,81.633752
21.575958,48,82.392582
21.925009,48,83.366194
21.6648,48,84.03857
21.880092,48,85.022727
21.809226,48,85.679569
21.59028,48,86.651023
21.871919,48,87.285189
21.617194,48,88.22152
21.202506,48,88.864236
21.687332,48,89.79749
21.815572,48,90.45243
21.704669,48,91.455808
21.702497,48,92.098483
21.958065,48,93.04758
21.67568,48,93.696362
20.975255,48,94.675494
21.590923,48,95.325554
21.289729,48,96.257995
21.729007,48,96.919609
21.802357,48,97.872331
21.8634,48,98.519172
21.478268,48,99.47591
21.482719,48,100.114044
21.635339,48,100.746312
21.799577,48,101.725908
21.597917,48,102.378468
21.966904,48,103.301649
21.40733,48,103.944367
21.848726,48,104.92136
21.813654,48,105.576918
20.868836,48,106.554115
21.781049,48,107.190048
21.912817,48,108.129815
21.765736,48,108.782333
21.411884,48,109.713415
21.776509,48,110.358365
21.602061,48,111.303394
21.586132,48,111.954606
21.090911,48,112.89551
21.561445,48,113.532763
21.918267,48,114.481922
21.540011,48,115.149524
22.030096,48,116.111412
21.707401,48,116.757546
21.455904,48,117.700606
21.773698,48,118.331062
21.532529,48,119.301646
21.754675,48,119.959271
21.464136,48,120.63629
21.544097,48,121.614887
21.713163,48,122.237456
21.85208,48,123.181703
21.942222,48,123.812613
21.727594,48,124.775621
21.857694,48,125.42548
21.83127,48,126.398067
21.754584,48,127.029001
21.737492,48,127.93978
21.868933,48,128.613172
21.788378,48,129.591871
21.686815,48,130.259419
21.816997,48,131.195936
21.202401,48,131.829988
21.657052,48,132.742992
21.76348,48,133.384621
21.603183,48,134.347817
21.859648,48,134.988826
21.325227,48,135.972095
21.645749,48,136.656782
21.676222,48,137.62681
21.596363,48,138.269453
21.419834,48,139.206351
21.811633,48,139.857826
21.601988,48,140.49488
21.144191,48,141.483683
21.279556,48,142.132055
21.718113,48,143.105486
21.849886,48,143.757124
21.598185,48,144.732383
21.823928,48,145.44153
21.686019,48,146.432696
21.77653,48,147.149536
21.702776,48,148.112261
21.641911,48,148.781523
21.687523,48,149.713676
21.969203,48,150.368356
21.744571,48,151.362614
21.525003,48,152.031403
21.554183,48,153.007681
21.823644,48,153.673388
21.881163,48,154.662143
21.749835,48,155.32817
21.677915,48,156.26643
20.595798,48,156.920513
21.700811,48,157.897264
21.600431,48,158.542682
21.76833,48,159.481148
21.85016,48,160.115654
22.168352,48,160.761712
22.132901,48,161.756706
21.239345,48,162.403471
21.797213,48,163.364488
21.574057,48,164.036429
21.541415,48,165.004021
21.33299,48,165.705868
21.392805,48,166.691006
20.809201,48,167.397688
21.583896,48,168.592921
21.66985,48,169.448452
20.978172,48,170.555115
21.866897,48,171.197843
21.810151,48,172.138307
21.088292,48,172.790822
21.852054,48,173.744934
21.748232,48,174.415292
21.621837,48,175.387475
21.429591,48,176.059591
21.686066,48,177.128568
21.599718,48,177.835004
21.28936,48,178.812525
21.644548,48,179.484292
21.568717,48,180.533988
21.8737,48,181.357089
21.861474,48,182.056892
21.912353,48,183.009146
21.726023,48,183.639739
21.610565,48,184.583819
20.897033,48,185.233617
21.796688,48,186.192843
21.469141,48,186.828822
20.85113,48,187.772042
21.897216,48,188.410209
21.23137,48,189.369756
21.317635,48,190.015627
21.777796,48,190.947697
21.884524,48,191.57989
21.572568,48,192.521662
21.220043,48,193.157805
21.866978,48,194.09095
21.711387,48,194.723202
21.372749,48,195.723147
21.941876,48,196.372454
21.816687,48,197.300388
21.705881,48,197.94359
21.591562,48,198.879061
21.560828,48,199.55166
21.63015,48,200.477209
21.591714,48,201.108454
21.575675,48,201.726662
21.290762,48,202.701726
21.07662,48,203.322945
21.659265,48,204.25196
21.534796,48,204.916507
20.574955,48,205.91262
21.929381,48,206.571558
21.540245,48,207.528355
21.616626,48,208.192333
21.686807,48,209.139874
21.434359,48,209.809237
