time/episodes,train/ent_coef,rollout/ep_len_mean,time/fps,train/learning_rate,time/total_timesteps,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,eval/ep_pump_price_obj_mean,eval/ep_b1_std,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pressure_obj_mean,eval/ep_pump_price_obj_std,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b2_mean,eval/ep_b1_mean
180,0.009999999776482582,48.0,479,0.003,8832,1091,0.010386665351688862,18,21.148166580000005,-2.372967481613159,0.5916398354952509,0.03995533084224291,0.0,0.5674037431836995,1.0,0.14013346074095026,0.08162702693623902,0.17925821286481872,0.8382551893277235,0.8930459085431105
184,,48.0,479,,8832,,,18,21.148166580000005,,,,,,,,,,,
188,0.009999999776482582,48.0,483,0.003,9216,1139,0.009269936010241508,19,21.18072763,-2.461604118347168,,,,,,,,,,
192,,48.0,483,,9216,,,19,21.18072763,,,,,,,,,,,
196,0.009999999776482582,48.0,478,0.003,9600,1187,0.006901138927787542,20,21.220787640000005,-2.5596160888671875,0.6026175141823545,0.041150093012929996,0.0,0.6878341147747226,1.0,0.14566404438508687,0.09501343302873666,0.14826487996986112,0.8441696736875036,0.9026783694681544
200,,48.0,478,,9600,,,20,21.220787640000005,,,,,,,,,,,
204,0.009999999776482582,48.0,482,0.003,9984,1235,0.005102619528770447,20,21.27403357,-2.5459959506988525,,,,,,,,,,
208,,48.0,482,,9984,,,20,21.27403357,,,,,,,,,,,
212,0.009999999776482582,48.0,486,0.003,10368,1283,0.007125303149223328,21,21.30114751,-2.5868868827819824,,,,,,,,,,
216,,48.0,486,,10368,,,21,21.30114751,,,,,,,,,,,
220,0.009999999776482582,48.0,482,0.003,10752,1331,0.008392146788537502,22,21.310175390000005,-2.702457904815674,0.5913417178219409,0.03822263054960176,0.0,0.5338236851004572,1.0,0.1046820643828135,0.12114868560335548,0.22822041284241973,0.789884557954065,0.905129284483628
224,,48.0,482,,10752,,,22,21.310175390000005,,,,,,,,,,,
228,0.009999999776482582,48.0,486,0.003,11136,1379,0.012431942857801914,22,21.31794361,-2.8838858604431152,,,,,,,,,,
232,,48.0,486,,11136,,,22,21.31794361,,,,,,,,,,,
236,0.009999999776482582,48.0,483,0.003,11520,1427,0.007928380742669106,23,21.310471670000005,-2.9417386054992676,0.6068888989255211,0.04037076509546482,0.0,0.5590708684817519,1.0,0.10556309318042578,0.12317696282032478,0.22490810526754648,0.7727980344260633,0.9105496274836896
240,,48.0,483,,11520,,,23,21.310471670000005,,,,,,,,,,,
244,0.009999999776482582,48.0,486,0.003,11904,1475,0.00566469132900238,24,21.337333090000005,-3.017848014831543,,,,,,,,,,
248,,48.0,485,,11904,,,24,21.337333090000005,,,,,,,,,,,
252,0.009999999776482582,48.0,483,0.003,12288,1523,0.005750690586864948,25,21.38796699,-3.093997001647949,0.5935722158352025,0.05275439142813433,0.0,0.6531924821545534,1.0,0.18273697074570552,0.08434142524060251,0.13197061547389163,0.8409895055745736,0.9121024890477031
256,,48.0,483,,12288,,,25,21.38796699,,,,,,,,,,,
260,0.009999999776482582,48.0,486,0.003,12672,1571,0.004246799740940332,26,21.437139310000003,-3.2098095417022705,,,,,,,,,,
264,,48.0,486,,12672,,,26,21.437139310000003,,,,,,,,,,,
268,0.009999999776482582,48.0,484,0.003,13056,1619,0.010477305389940739,26,21.435987880000003,-3.214879035949707,0.5999463231361389,0.043986673628643926,0.0,0.6226305977075334,1.0,0.14929023777565556,0.1163724265247493,0.18176794714112599,0.8130580701987762,0.9122059250019722
272,,48.0,484,,13056,,,26,21.435987880000003,,,,,,,,,,,
276,0.009999999776482582,48.0,487,0.003,13440,1667,0.00661934819072485,27,21.443050839999998,-3.3484551906585693,,,,,,,,,,
280,,48.0,487,,13440,,,27,21.443050839999998,,,,,,,,,,,
284,0.009999999776482582,48.0,477,0.003,13824,1715,0.005159300751984119,28,21.482421250000005,-3.3308186531066895,0.6310009315728324,0.04443472987817601,0.0,0.7210740991654095,1.0,0.1674270431843364,0.08291791184401155,0.13444697453545135,0.8456259854583515,0.8937931087207508
288,,48.0,477,,13824,,,28,21.482421250000005,,,,,,,,,,,
292,0.009999999776482582,48.0,479,0.003,14208,1763,0.004838150925934315,29,21.50001185,-3.4128637313842773,,,,,,,,,,
296,,48.0,479,,14208,,,29,21.50001185,,,,,,,,,,,
300,0.009999999776482582,48.0,477,0.003,14592,1811,0.003049727063626051,30,21.51162081,-3.5457406044006348,0.622915689758315,0.05148905241728733,0.0,0.720277487345461,1.0,0.1703716956424351,0.05460247235476013,0.08046082265675476,0.8769664336821662,0.8988780831459304
304,,48.0,477,,14592,,,30,21.51162081,,,,,,,,,,,
308,0.009999999776482582,48.0,480,0.003,14976,1859,0.005020797252655029,31,21.48623004,-3.5427887439727783,,,,,,,,,,
312,,48.0,480,,14976,,,31,21.48623004,,,,,,,,,,,
316,0.009999999776482582,48.0,478,0.003,15360,1907,0.006446182262152433,32,21.462593250000005,-3.7736294269561768,0.6357116989482167,0.11207313724327707,0.0,0.7603358824295308,1.0,0.18382907679253305,0.10336039526576664,0.15850090119968593,0.8285310546343831,0.8792977024969477
320,,48.0,478,,15360,,,32,21.462593250000005,,,,,,,,,,,
324,0.009999999776482582,48.0,481,0.003,15744,1955,0.014683963730931282,32,21.44229798,-3.7122440338134766,,,,,,,,,,
328,,48.0,481,,15744,,,32,21.44229798,,,,,,,,,,,
332,0.009999999776482582,48.0,479,0.003,16128,2003,0.004232314415276051,33,21.46757783,-3.8884782791137695,0.6081687444926331,0.034788963531306734,0.0,0.734346203988269,1.0,0.11809401709132931,0.05569150819419765,0.07648388989817774,0.8926890685231509,0.8952414480662546
336,,48.0,478,,16128,,,33,21.46757783,,,,,,,,,,,
340,0.009999999776482582,48.0,481,0.003,16512,2051,0.006564326584339142,34,21.48564521,-3.980973720550537,,,,,,,,,,
344,,48.0,481,,16512,,,34,21.48564521,,,,,,,,,,,
348,0.009999999776482582,48.0,479,0.003,16896,2099,0.006995677016675472,35,21.460472699999997,-4.0063862800598145,0.6047922415695307,0.031074435384188578,0.0,0.801121623262424,1.0,0.12133603938113312,0.03365671367298787,0.07694096494267498,0.8708900406033816,0.9139495725189624
352,,48.0,479,,16896,,,35,21.460472699999997,,,,,,,,,,,
356,0.009999999776482582,48.0,482,0.003,17280,2147,0.00900973193347454,35,21.460458919999997,-4.152915954589844,,,,,,,,,,
360,,48.0,482,,17280,,,35,21.460458919999997,,,,,,,,,,,
364,0.009999999776482582,48.0,480,0.003,17664,2195,0.006291553378105164,36,21.4691608,-4.073768615722656,0.6041431197330182,0.03753474313545698,0.0,0.7738047537407964,1.0,0.16632044850066371,0.03440661884589874,0.07242003669359116,0.8896122913569011,0.9039868057645785
368,,48.0,480,,17664,,,36,21.4691608,,,,,,,,,,,
372,0.009999999776482582,48.0,482,0.003,18048,2243,0.0035113797057420015,37,21.451292090000003,-4.170858860015869,,,,,,,,,,
376,,48.0,482,,18048,,,37,21.451292090000003,,,,,,,,,,,
380,0.009999999776482582,48.0,480,0.003,18432,2291,0.011499355547130108,38,21.460630249999998,-4.374846458435059,0.6229615942959134,0.04179515718716501,0.0,0.7848691894952998,1.0,0.1621523331470152,0.034239753182447645,0.07595839700260973,0.8933159828783706,0.8846748923424026
384,,48.0,480,,18432,,,38,21.460630249999998,,,,,,,,,,,
388,0.009999999776482582,48.0,483,0.003,18816,2339,0.006881026551127434,38,21.46656262,-4.319695472717285,,,,,,,,,,
392,,48.0,483,,18816,,,38,21.46656262,,,,,,,,,,,
396,0.009999999776482582,48.0,481,0.003,19200,2387,0.0030610598623752594,39,21.44020016,-4.407125949859619,0.6167196371012701,0.03433425025561006,0.0,0.7596677204437052,1.0,0.15142322819579365,0.046177710176319886,0.08938459889330189,0.8736605545077196,0.8992616511992733
400,,48.0,481,,19200,,,39,21.44020016,,,,,,,,,,,
404,0.009999999776482582,48.0,482,0.003,19584,2435,0.008925636298954487,40,21.421961340000006,-4.452747821807861,,,,,,,,,,
408,,48.0,482,,19584,,,40,21.421961340000006,,,,,,,,,,,
412,0.009999999776482582,48.0,484,0.003,19968,2483,0.004660107661038637,41,21.426681410000004,-4.645898818969727,,,,,,,,,,
416,,48.0,484,,19968,,,41,21.426681410000004,,,,,,,,,,,
420,0.009999999776482582,48.0,483,0.003,20352,2531,0.007779325358569622,42,21.426429849999998,-4.539100170135498,0.6215819547290401,0.04038167095370701,0.0,0.7607994630281673,1.0,0.15210852827054963,0.0529274936181226,0.09857744192980498,0.8677804042479621,0.8970277883223812
424,,48.0,482,,20352,,,42,21.426429849999998,,,,,,,,,,,
428,0.009999999776482582,48.0,483,0.003,20736,2579,0.0057075973600149155,42,21.434689369999997,-4.780380725860596,,,,,,,,,,
432,,48.0,482,,20736,,,42,21.434689369999997,,,,,,,,,,,
436,0.009999999776482582,48.0,478,0.003,21120,2627,0.007047002203762531,44,21.42686796,-4.734017372131348,0.6042575211883966,0.04783945997857218,0.0,0.7520171005768086,1.0,0.16940586080192396,0.03973200546867368,0.0883268810324445,0.8773150794957773,0.9043357787955251
440,,48.0,478,,21120,,,44,21.42686796,,,,,,,,,,,
444,0.009999999776482582,48.0,480,0.003,21504,2675,0.005031869746744633,44,21.43604295,-5.0039777755737305,,,,,,,,,,
448,,48.0,480,,21504,,,44,21.43604295,,,,,,,,,,,
452,0.009999999776482582,48.0,479,0.003,21888,2723,0.00925444159656763,45,21.45565672,-5.125306606292725,0.6170118247119631,0.041594010871529294,0.0,0.7742830214104741,1.0,0.1632809225618439,0.041811937301685795,0.09459121344712722,0.8618614525808771,0.9103595981447752
456,,48.0,479,,21888,,,45,21.45565672,,,,,,,,,,,
460,0.009999999776482582,48.0,480,0.003,22272,2771,0.008491652086377144,46,21.44756073,-5.137010097503662,,,,,,,,,,
464,,48.0,480,,22272,,,46,21.44756073,,,,,,,,,,,
468,0.009999999776482582,48.0,479,0.003,22656,2819,0.01188112236559391,47,21.43503317,-4.817150592803955,0.607980568849708,0.03618975200869951,0.0,0.7943520245156377,1.0,0.14283714234752976,0.028986313764804685,0.06806108790164288,0.8866305276436872,0.9060680539895765
472,,48.0,479,,22656,,,47,21.43503317,,,,,,,,,,,
476,0.009999999776482582,48.0,481,0.003,23040,2867,0.005516118369996548,47,21.457834130000002,-5.1970672607421875,,,,,,,,,,
480,,48.0,481,,23040,,,47,21.457834130000002,,,,,,,,,,,
484,0.009999999776482582,48.0,480,0.003,23424,2915,0.005281995981931686,48,21.443209390000003,-5.177209854125977,0.6186568610429809,0.04688009951557575,0.0,0.7832410971382093,1.0,0.16896962735358229,0.03917935197220652,0.08591065596304726,0.8731946335144596,0.9020921383240472
488,,48.0,479,,23424,,,48,21.443209390000003,,,,,,,,,,,
492,0.009999999776482582,48.0,481,0.003,23808,2963,0.005864526145160198,49,21.447966239999996,-5.0181884765625,,,,,,,,,,
496,,48.0,481,,23808,,,49,21.447966239999996,,,,,,,,,,,
500,0.009999999776482582,48.0,480,0.003,24192,3011,0.009481213055551052,50,21.446377809999998,-5.354435920715332,0.596235703091603,0.05466458430028568,0.0,0.7856546607205713,1.0,0.1763087071638019,0.046458410550709324,0.09277590600666748,0.8696545324144722,0.9033826859285108
504,,48.0,480,,24192,,,50,21.446377809999998,,,,,,,,,,,
508,0.009999999776482582,48.0,481,0.003,24576,3059,0.01432027481496334,51,21.47202035,-5.413970947265625,,,,,,,,,,
512,,48.0,481,,24576,,,51,21.47202035,,,,,,,,,,,
516,0.009999999776482582,48.0,480,0.003,24960,3107,0.005319634918123484,51,21.460623209999998,-5.4159393310546875,0.6304027867656379,0.05178286369845634,0.0,0.8023985335674472,1.0,0.17735508810908804,0.03978404983612143,0.08974178579801952,0.871154264344407,0.8872167932399152
520,,48.0,480,,24960,,,51,21.460623209999998,,,,,,,,,,,
524,0.009999999776482582,48.0,481,0.003,25344,3155,0.012221143580973148,52,21.463191479999995,-5.447229385375977,,,,,,,,,,
528,,48.0,481,,25344,,,52,21.463191479999995,,,,,,,,,,,
532,0.009999999776482582,48.0,480,0.003,25728,3203,0.004362648352980614,53,21.445505269999998,-5.588985919952393,0.6074429057009971,0.05466825980081582,0.0,0.7796845779996396,1.0,0.17673018413848354,0.03765001364641544,0.0988401399175578,0.867326067234951,0.9027483550524912
536,,48.0,480,,25728,,,53,21.445505269999998,,,,,,,,,,,
540,0.009999999776482582,48.0,482,0.003,26112,3251,0.009684929624199867,54,21.45010563,-5.486807346343994,,,,,,,,,,
544,,48.0,482,,26112,,,54,21.45010563,,,,,,,,,,,
548,0.009999999776482582,48.0,481,0.003,26496,3299,0.005954831838607788,55,21.463719620000003,-5.774167060852051,0.5953105439405781,0.04904810455078851,0.0,0.7890524016004087,1.0,0.1680589108442568,0.03444971468677839,0.09390416363416666,0.885261573170075,0.8987603810023975
552,,48.0,480,,26496,,,55,21.463719620000003,,,,,,,,,,,
556,0.009999999776482582,48.0,482,0.003,26880,3347,0.005306965671479702,55,21.453837250000003,-5.718381881713867,,,,,,,,,,
560,,48.0,482,,26880,,,55,21.453837250000003,,,,,,,,,,,
564,0.009999999776482582,48.0,481,0.003,27264,3395,0.006393746472895145,56,21.445872819999998,-5.701014518737793,0.6157227534378672,0.07094792158704828,0.0531423517166997,0.7831964617742218,0.9890350877192983,0.2141135789617431,0.048182121237503935,0.09175906256121108,0.8862850031671883,0.8813215690871361
568,,48.0,481,,27264,,,56,21.445872819999998,,,,,,,,,,,
572,0.009999999776482582,48.0,482,0.003,27648,3443,0.004207272548228502,57,21.455580289999997,-5.712678909301758,,,,,,,,,,
576,,48.0,482,,27648,,,57,21.455580289999997,,,,,,,,,,,
580,0.009999999776482582,48.0,478,0.003,28032,3491,0.009501343593001366,58,21.45271698,-5.712525367736816,0.6027741726915604,0.04140572158563398,0.0,0.8035129226853304,1.0,0.14125271610748416,0.031704613802963896,0.11226158804252484,0.8493213055682833,0.9104342985781558
584,,48.0,478,,28032,,,58,21.45271698,,,,,,,,,,,
588,0.009999999776482582,48.0,479,0.003,28416,3539,0.007024125196039677,59,21.441295359999998,-5.9644246101379395,,,,,,,,,,
592,,48.0,479,,28416,,,59,21.441295359999998,,,,,,,,,,,
596,0.009999999776482582,48.0,478,0.003,28800,3587,0.0077106887474656105,60,21.462811900000002,-6.031985282897949,0.6407464500232486,0.05077666829825509,0.0,0.7872103285685744,1.0,0.1787513568467753,0.03961366290516948,0.10537284709375712,0.8503400474776218,0.8986437651231052
600,,48.0,478,,28800,,,60,21.462811900000002,,,,,,,,,,,
604,0.009999999776482582,48.0,480,0.003,29184,3635,0.00496190320700407,60,21.45189368,-6.1277031898498535,,,,,,,,,,
608,,48.0,480,,29184,,,60,21.45189368,,,,,,,,,,,
612,0.009999999776482582,48.0,481,0.003,29568,3683,0.006851636804640293,61,21.46549262,-6.11858606338501,,,,,,,,,,
616,,48.0,481,,29568,,,61,21.46549262,,,,,,,,,,,
620,0.009999999776482582,48.0,480,0.003,29952,3731,0.002995316404849291,62,21.49921379,-6.073482990264893,0.6142260479520519,0.03738649726590718,0.0,0.7895341129588488,1.0,0.15323963950077965,0.03850391642751696,0.09984745900775101,0.8643898414703456,0.9022225763988209
624,,48.0,480,,29952,,,62,21.49921379,,,,,,,,,,,
628,0.009999999776482582,48.0,481,0.003,30336,3779,0.006333678029477596,62,21.494101149999995,-5.872642517089844,,,,,,,,,,
632,,48.0,481,,30336,,,62,21.494101149999995,,,,,,,,,,,
636,0.009999999776482582,48.0,480,0.003,30720,3827,0.011678479611873627,63,21.513303889999996,-6.352424621582031,0.6292983196428122,0.06725130142748609,0.0,0.7538206446796915,1.0,0.1874159565751544,0.06206768296899965,0.12158038082085716,0.8421661596506633,0.8970620768066042
640,,48.0,480,,30720,,,63,21.513303889999996,,,,,,,,,,,
644,0.009999999776482582,48.0,481,0.003,31104,3875,0.010758578777313232,64,21.513362050000005,-6.082176208496094,,,,,,,,,,
648,,48.0,481,,31104,,,64,21.513362050000005,,,,,,,,,,,
652,0.009999999776482582,48.0,480,0.003,31488,3923,0.010321030393242836,65,21.52660701,-6.345006942749023,0.6217099795011589,0.061279654708350305,0.0,0.8057244240890611,1.0,0.1871023021348656,0.05407430935897203,0.13180279401884573,0.8363306119115176,0.8931161641729809
656,,48.0,480,,31488,,,65,21.52660701,,,,,,,,,,,
660,0.009999999776482582,48.0,482,0.003,31872,3971,0.003079432062804699,66,21.54109366,-6.473125457763672,,,,,,,,,,
664,,48.0,482,,31872,,,66,21.54109366,,,,,,,,,,,
668,0.009999999776482582,48.0,480,0.003,32256,4019,0.004236707463860512,67,21.53591535,-6.125863552093506,0.6124829239409423,0.047664673333285924,0.0,0.8131172185910858,1.0,0.16426755882724803,0.032652673971641344,0.08729347685370724,0.8745896327849961,0.897196145899024
672,,48.0,480,,32256,,,67,21.53591535,,,,,,,,,,,
676,0.009999999776482582,48.0,482,0.003,32640,4067,0.006761333905160427,67,21.543347390000008,-6.5727925300598145,,,,,,,,,,
680,,48.0,482,,32640,,,67,21.543347390000008,,,,,,,,,,,
684,0.009999999776482582,48.0,481,0.003,33024,4115,0.004548678174614906,68,21.538436969999992,-6.410458564758301,0.6043622116774542,0.03207483431554189,0.0,0.7683356067008769,1.0,0.1291984787740969,0.09001053193452617,0.2208378410758832,0.7787130473209078,0.9148326433090002
688,,48.0,481,,33024,,,68,21.538436969999992,,,,,,,,,,,
692,0.009999999776482582,48.0,482,0.003,33408,4163,0.01420910470187664,69,21.552970679999998,-6.6275177001953125,,,,,,,,,,
696,,48.0,482,,33408,,,69,21.552970679999998,,,,,,,,,,,
700,0.009999999776482582,48.0,481,0.003,33792,4211,0.004484906326979399,70,21.57408139,-5.935983657836914,0.5837142734486742,0.049093162750807204,0.0,0.8494463128355951,1.0,0.17948406453474178,0.025078828327871137,0.08947430395743183,0.8701977727962191,0.8911458681696003
704,,48.0,481,,33792,,,70,21.57408139,,,,,,,,,,,
708,0.009999999776482582,48.0,482,0.003,34176,4259,0.0057598501443862915,70,21.556777549999996,-6.802679061889648,,,,,,,,,,
712,,48.0,482,,34176,,,70,21.556777549999996,,,,,,,,,,,
716,0.009999999776482582,48.0,481,0.003,34560,4307,0.009171513840556145,71,21.54754755,-6.7304182052612305,0.6160846484160626,0.04715209258978594,0.0,0.8114060227621225,1.0,0.17270581025895906,0.051041901779824914,0.08158116428078077,0.8832426738363547,0.8870065226502035
720,,48.0,481,,34560,,,71,21.54754755,,,,,,,,,,,
724,0.009999999776482582,48.0,482,0.003,34944,4355,0.004835179075598717,72,21.53577806,-6.930570602416992,,,,,,,,,,
728,,48.0,482,,34944,,,72,21.53577806,,,,,,,,,,,
732,0.009999999776482582,48.0,479,0.003,35328,4403,0.0038649667985737324,73,21.51441792,-6.942623615264893,0.6320112466298821,0.05018921512561412,0.0,0.8029687140322112,1.0,0.1801084391109309,0.04800309635008839,0.09160274669578103,0.8593654521255268,0.8990914410129572
736,,48.0,479,,35328,,,73,21.51441792,,,,,,,,,,,
740,0.009999999776482582,48.0,480,0.003,35712,4451,0.004878888837993145,74,21.512790659999997,-6.78444766998291,,,,,,,,,,
744,,48.0,480,,35712,,,74,21.512790659999997,,,,,,,,,,,
748,0.009999999776482582,48.0,479,0.003,36096,4499,0.005812072195112705,75,21.497271159999997,-6.7661333084106445,0.6276924062793253,0.0930013306197181,0.0,0.7790418221895442,1.0,0.2234417886441988,0.09502008690856817,0.11865500069414998,0.83742457244972,0.887577048578623
752,,48.0,479,,36096,,,75,21.497271159999997,,,,,,,,,,,
756,0.009999999776482582,48.0,480,0.003,36480,4547,0.006594893056899309,75,21.48022923,-6.862539768218994,,,,,,,,,,
760,,48.0,480,,36480,,,75,21.48022923,,,,,,,,,,,
764,0.009999999776482582,48.0,479,0.003,36864,4595,0.006630253978073597,76,21.48107952,-6.778927326202393,0.6288217226419278,0.09679626508354774,0.03798357034142275,0.8022837617828789,0.9945175438596491,0.21404032263470876,0.07534650141175023,0.10604411731346688,0.8538730750876221,0.8842440176638492
768,,48.0,479,,36864,,,76,21.48107952,,,,,,,,,,,
772,0.009999999776482582,48.0,480,0.003,37248,4643,0.006212178617715836,77,21.47328268,-7.220469951629639,,,,,,,,,,
776,,48.0,480,,37248,,,77,21.47328268,,,,,,,,,,,
780,0.009999999776482582,48.0,479,0.003,37632,4691,0.0032780668698251247,78,21.445831339999998,-6.891449451446533,0.593586969115173,0.06674768702080994,0.038576974263939384,0.8472237274007788,0.9934210526315789,0.2040664905422766,0.049238192963163424,0.08647166078333121,0.8536645829058831,0.8844239592207409
784,,48.0,479,,37632,,,78,21.445831339999998,,,,,,,,,,,
788,0.009999999776482582,48.0,480,0.003,38016,4739,0.007246280089020729,79,21.445810970000007,-7.199461936950684,,,,,,,,,,
792,,48.0,480,,38016,,,79,21.445810970000007,,,,,,,,,,,
796,0.009999999776482582,48.0,480,0.003,38400,4787,0.004845339339226484,79,21.444393180000002,-7.041329383850098,0.5910504640315586,0.05766038924311112,0.0,0.8340334421170867,1.0,0.1853053364947624,0.05596710769894622,0.09790845544738384,0.8500684266785377,0.8920394512727023
