#{"t_start": 1744205984.9089847, "env_id": "ATM"}
r,l,t
10.498781,48,0.670805
20.505487,48,1.301049
21.100483,48,2.212103
21.057875,48,2.835534
21.365539,48,3.775016
21.281783,48,4.429294
21.606158,48,5.358547
21.69143,48,5.980201
20.968062,48,6.910665
21.698647,48,7.526476
21.124364,48,8.459458
20.697614,48,9.095372
21.758483,48,10.081719
21.751714,48,10.749632
21.728048,48,11.684983
21.680359,48,12.318007
21.066683,48,13.268797
21.324411,48,13.93616
21.350034,48,14.908671
21.875326,48,15.601686
20.682623,48,16.613182
21.432382,48,17.295315
21.53101,48,18.292595
21.658236,48,18.954216
21.936518,48,19.581922
21.947471,48,20.533544
21.640245,48,21.182361
20.795185,48,22.12695
21.548337,48,22.739374
21.974129,48,23.682158
21.064883,48,24.307891
21.749185,48,25.292711
21.807771,48,25.991701
21.742814,48,26.963304
21.874993,48,27.680126
21.514408,48,28.693673
21.810699,48,29.326704
21.813554,48,30.819859
21.773775,48,31.495513
21.751272,48,32.472373
21.396053,48,33.115402
20.99275,48,34.139075
20.005774,48,34.823004
21.408703,48,35.821006
21.787207,48,36.457735
21.686928,48,37.392161
21.370929,48,38.056503
21.507225,48,39.025568
21.391055,48,39.65892
21.164809,48,40.296075
21.575221,48,41.268231
21.8491,48,41.90381
21.56698,48,42.889462
21.773256,48,43.586512
21.726692,48,44.547373
22.021877,48,45.46463
21.484222,48,46.438179
21.742015,48,47.039611
21.746249,48,47.935513
21.480435,48,48.552008
21.13822,48,49.464243
21.651492,48,50.086415
21.456381,48,51.060234
21.474568,48,51.679723
21.618194,48,52.641237
21.462678,48,53.26413
21.461609,48,54.240565
21.684917,48,54.86073
21.878285,48,55.828507
21.741293,48,56.485913
21.635381,48,57.425736
21.565321,48,58.048478
21.691547,48,59.025331
21.697667,48,59.654963
21.902806,48,60.698311
21.443648,48,61.653201
21.493721,48,62.285956
21.553894,48,63.259523
21.615962,48,63.887841
21.489928,48,64.82144
21.974086,48,65.434089
21.813326,48,66.407906
21.56569,48,67.037989
21.290049,48,68.015131
21.583409,48,68.655408
21.091465,48,69.592756
20.604664,48,70.248315
21.766291,48,71.175592
21.822368,48,71.836945
20.52504,48,72.774933
21.702345,48,73.428972
21.497024,48,74.406094
21.656744,48,75.024719
21.417007,48,76.403999
21.790797,48,77.037908
21.810969,48,77.959637
21.472766,48,78.574761
21.875548,48,79.520848
21.757295,48,80.126941
21.346145,48,80.742613
21.797498,48,81.684975
21.482487,48,82.308169
21.712847,48,83.226717
21.929497,48,83.852504
21.338048,48,84.836347
21.735077,48,85.450657
21.538136,48,86.38127
21.327341,48,87.014995
21.69485,48,87.931259
20.985596,48,88.554108
21.61511,48,89.474412
21.709411,48,90.097286
21.828631,48,91.432715
21.70674,48,92.064492
21.438105,48,92.982476
21.462544,48,93.59829
21.415655,48,94.562974
22.060652,48,95.204986
21.788332,48,96.125396
21.78255,48,96.739945
21.931314,48,97.699201
21.379339,48,98.325588
21.743786,48,99.259382
21.880874,48,99.86913
20.419376,48,100.501949
21.7816,48,101.440709
21.742733,48,102.041313
21.69144,48,102.987946
21.927829,48,103.594208
21.918351,48,104.516419
21.479797,48,105.510183
21.511925,48,106.535912
20.912605,48,107.178414
21.332016,48,108.127542
21.282131,48,108.735803
20.897225,48,109.649157
21.74218,48,110.265704
21.739867,48,111.183502
21.623287,48,111.81934
21.810831,48,112.787632
21.632522,48,113.415187
21.495422,48,114.347448
21.437625,48,114.94983
21.718289,48,115.888403
21.7488,48,116.540805
21.536087,48,117.495054
21.777231,48,118.138711
21.551772,48,119.079799
21.663104,48,119.696547
21.098507,48,120.711406
21.918209,48,121.650588
22.006211,48,122.273597
21.602258,48,123.220505
21.695327,48,123.840488
21.749229,48,124.800966
21.458466,48,125.4119
21.730039,48,126.33855
21.64371,48,126.994556
21.748924,48,127.921033
21.788318,48,128.57891
21.823035,48,129.492944
22.062473,48,130.106951
21.868887,48,131.03761
21.704234,48,131.664114
21.641532,48,132.601823
22.017676,48,133.254731
21.475131,48,134.220803
21.611368,48,134.856539
21.737513,48,136.18958
21.931201,48,136.836485
21.69505,48,137.843491
21.864435,48,138.484844
21.701251,48,139.404335
21.931818,48,140.027611
21.686525,48,140.638629
21.850386,48,141.596565
21.377806,48,142.214447
21.662597,48,143.160317
21.754618,48,143.801996
21.904063,48,144.707732
21.475002,48,145.321756
21.897536,48,146.283881
21.775554,48,146.928544
21.437932,48,147.891287
21.607704,48,148.523719
21.557284,48,149.480624
21.410854,48,150.109129
20.556702,48,151.477473
21.665392,48,152.117435
21.71702,48,153.050294
21.106509,48,153.674829
21.851128,48,154.619215
20.84361,48,155.244012
21.449337,48,156.162529
20.777148,48,156.79954
21.58493,48,157.733931
20.715114,48,158.41308
21.858019,48,159.369808
21.712986,48,159.984182
21.591551,48,160.617463
20.507495,48,161.568953
21.728205,48,162.175158
20.806779,48,163.135887
21.557968,48,163.748271
21.948577,48,164.672451
21.702531,48,165.670279
21.3457,48,166.651107
20.817276,48,167.285335
21.984005,48,168.222973
21.608747,48,168.875125
21.559441,48,169.840362
21.741371,48,170.469547
21.898796,48,171.404921
21.896117,48,172.036519
21.590395,48,172.955395
21.66584,48,173.577059
21.746028,48,174.527835
21.926237,48,175.159244
21.49474,48,176.100754
21.40251,48,176.728054
20.525427,48,177.655381
21.582997,48,178.270877
20.448726,48,179.214721
21.522215,48,179.91109
21.405206,48,180.92911
21.839493,48,181.871464
21.46161,48,182.485014
20.570403,48,183.410938
20.657012,48,184.026595
21.787747,48,184.99395
21.869161,48,185.624568
21.605429,48,186.560448
21.53784,48,187.190087
21.7876,48,188.11551
20.746342,48,188.735148
21.29338,48,189.669188
21.845353,48,190.344487
21.603565,48,191.279151
21.008217,48,191.905282
21.978513,48,192.832834
21.891528,48,193.467044
21.557816,48,194.399918
21.456938,48,195.041581
22.038828,48,196.377402
22.170474,48,196.996241
21.843482,48,197.939637
21.800241,48,198.564943
21.522799,48,199.492594
21.573735,48,200.167279
21.627818,48,200.820567
21.90025,48,201.80852
21.52664,48,202.433572
21.804748,48,203.361971
21.027407,48,203.999619
21.809709,48,204.919307
21.701548,48,205.561241
21.960069,48,206.481567
21.795177,48,207.107761
21.603883,48,208.041968
21.915795,48,208.667618
