time/episodes,train/ent_coef,rollout/ep_len_mean,time/fps,train/learning_rate,time/total_timesteps,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,eval/ep_pump_price_obj_mean,eval/ep_b1_std,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pressure_obj_mean,eval/ep_pump_price_obj_std,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b2_mean,eval/ep_b1_mean
4,0.009999999776482582,48.0,653,0.003,384,35,0.04312988370656967,0,12.949020124999999,-0.4855601191520691,,,,,,,,,,
8,,48.0,645,,384,,,0,12.949020124999999,,,,,,,,,,,
12,0.009999999776482582,48.0,632,0.003,768,83,0.013961249962449074,1,16.904370625,-0.6754541993141174,,,,,,,,,,
16,,48.0,629,,768,,,1,16.904370625,,,,,,,,,,,
20,0.009999999776482582,48.0,542,0.003,1152,131,0.014152953401207924,2,18.31077158333333,-0.773830771446228,0.5709774703716802,0.2073211031572549,0.12473818871797825,0.24607877800838224,0.9473684210526315,0.05746386992996281,0.2010061048171354,0.0777125945069639,0.9617847810583863,0.30556207733696394
24,,48.0,537,,1152,,,2,18.31077158333333,,,,,,,,,,,
28,0.009999999776482582,48.0,558,0.003,1536,179,0.01169794425368309,2,19.008304000000003,-0.8304356932640076,,,,,,,,,,
32,,48.0,557,,1536,,,2,19.008304000000003,,,,,,,,,,,
36,0.009999999776482582,48.0,520,0.003,1920,227,0.012684505432844162,3,19.28113715,-0.8820751905441284,0.5582149588146686,0.1940473823347613,0.053142351716699704,0.5109865869447543,0.9890350877192983,0.07896495537298799,0.15807755217481165,0.07323425258650289,0.9720672573959748,0.4972932304310026
40,,48.0,518,,1920,,,3,19.28113715,,,,,,,,,,,
44,0.009999999776482582,48.0,530,0.003,2304,275,0.016080809757113457,4,19.6243766875,-1.010122537612915,,,,,,,,,,
48,,48.0,529,,2304,,,4,19.6243766875,,,,,,,,,,,
52,0.009999999776482582,48.0,510,0.003,2688,323,0.02129198983311653,5,19.897941589285715,-1.029259204864502,0.5548929023048758,0.2670332203015667,0.03798357034142275,0.6020510297301731,0.9945175438596491,0.10137510563179476,0.21727171823145675,0.07213812553204431,0.964163654737489,0.5887794508881186
56,,48.0,508,,2688,,,5,19.897941589285715,,,,,,,,,,,
60,0.009999999776482582,48.0,521,0.003,3072,371,0.017841925844550133,5,20.102836937499998,-1.143873691558838,,,,,,,,,,
64,,48.0,520,,3072,,,5,20.102836937499998,,,,,,,,,,,
68,0.009999999776482582,48.0,506,0.003,3456,419,0.02198484167456627,6,20.220503805555555,-1.2733713388442993,0.5161079978610181,0.019921624014390325,0.0,0.6307963726124852,1.0,0.15293800644589667,0.2714091184336366,0.12005301691943389,0.4034314780200421,0.9812889599941902
72,,48.0,505,,3456,,,6,20.220503805555555,,,,,,,,,,,
76,0.009999999776482582,48.0,516,0.003,3840,467,0.020159520208835602,7,20.3073685625,-1.364585280418396,,,,,,,,,,
80,,48.0,515,,3840,,,7,20.3073685625,,,,,,,,,,,
84,0.009999999776482582,48.0,504,0.003,4224,515,0.015857582911849022,8,20.390696340909088,-1.4497363567352295,0.5867140187795229,0.0327449551897246,0.053142351716699704,0.6189155320384931,0.9890350877192983,0.09362270451771719,0.0796979885265304,0.23732458774622955,0.7454273954327416,0.9251931980819805
88,,48.0,503,,4224,,,8,20.390696340909088,,,,,,,,,,,
92,0.009999999776482582,48.0,511,0.003,4608,563,0.01435551606118679,9,20.424238635416668,-1.487518310546875,,,,,,,,,,
96,,48.0,511,,4608,,,9,20.424238635416668,,,,,,,,,,,
100,0.009999999776482582,48.0,499,0.003,4992,611,0.014475243166089058,9,20.8455225,-1.602831244468689,0.5978436995692863,0.08265278560070743,0.053142351716699704,0.597030202066985,0.9890350877192983,0.13139705244057753,0.07847954429110356,0.06784090937532049,0.9157778631048951,0.846929599036558
104,,48.0,498,,4992,,,10,20.8455225,,,,,,,,,,,
108,0.009999999776482582,48.0,504,0.003,5376,659,0.024055879563093185,10,21.1174029,-1.575791597366333,,,,,,,,,,
112,,48.0,503,,5376,,,10,21.1174029,,,,,,,,,,,
116,0.009999999776482582,48.0,496,0.003,5760,707,0.014969956129789352,11,21.16864903,-1.7695386409759521,0.6182537383638202,0.050630732537731024,0.0,0.7097178433275603,1.0,0.12220643554617186,0.07387471491915756,0.06173300547763155,0.9043868328225046,0.8786169280466456
120,,48.0,496,,5760,,,11,21.16864903,,,,,,,,,,,
124,0.009999999776482582,48.0,502,0.003,6144,755,0.009142538532614708,12,21.178904310000004,-1.848653793334961,,,,,,,,,,
128,,48.0,502,,6144,,,12,21.178904310000004,,,,,,,,,,,
132,0.009999999776482582,48.0,495,0.003,6528,803,0.01002634596079588,13,21.20900697,-1.9620612859725952,0.5911316116999897,0.06626633394940526,0.0,0.6350651745546487,1.0,0.10364904917968935,0.13784843991725002,0.06588137152749121,0.9244933381970238,0.8615352574315077
136,,48.0,494,,6528,,,13,21.20900697,,,,,,,,,,,
140,0.009999999776482582,48.0,499,0.003,6912,851,0.008003070019185543,13,21.293892500000002,-2.030545711517334,,,,,,,,,,
144,,48.0,498,,6912,,,13,21.293892500000002,,,,,,,,,,,
148,0.009999999776482582,48.0,492,0.003,7296,899,0.008007347583770752,14,21.28537734,-2.0810811519622803,0.5923841813895766,0.08109716957699176,0.0,0.6026569839295943,1.0,0.13017689366922047,0.09241888870998664,0.06685932858535333,0.9276843446239325,0.8491734475160819
152,,48.0,491,,7296,,,14,21.28537734,,,,,,,,,,,
156,0.009999999776482582,48.0,494,0.003,7680,947,0.008513497188687325,15,21.28817923,-2.19362735748291,,,,,,,,,,
160,,48.0,494,,7680,,,15,21.28817923,,,,,,,,,,,
164,0.009999999776482582,48.0,487,0.003,8064,995,0.007751265540719032,16,21.24409693,-2.311650037765503,0.5835037249022826,0.05412085442493417,0.0,0.5999243280978486,1.0,0.11861313028822094,0.09124660411586319,0.06653400713593946,0.9285186040755845,0.8734982040118885
168,,48.0,487,,8064,,,16,21.24409693,,,,,,,,,,,
172,0.009999999776482582,48.0,490,0.003,8448,1043,0.009268725290894508,17,21.24951028,-2.295912742614746,,,,,,,,,,
176,,48.0,490,,8448,,,17,21.24951028,,,,,,,,,,,
180,0.009999999776482582,48.0,485,0.003,8832,1091,0.004946528002619743,18,21.240706890000002,-2.4875807762145996,0.5947948505684539,0.07857022022629906,0.03798357034142275,0.6550868193366957,0.9945175438596491,0.1520150126676126,0.09812152958313389,0.07016388252445983,0.9176243687760264,0.8608327059984894
184,,48.0,484,,8832,,,18,21.240706890000002,,,,,,,,,,,
188,0.009999999776482582,48.0,488,0.003,9216,1139,0.011117304675281048,18,21.30961834,-2.5148682594299316,,,,,,,,,,
192,,48.0,488,,9216,,,18,21.30961834,,,,,,,,,,,
196,0.009999999776482582,48.0,484,0.003,9600,1187,0.007463453337550163,19,21.35148589,-2.623296022415161,0.5910254898752995,0.13408227852124702,0.0,0.5980814516197313,1.0,0.17448652310625531,0.10415191125953889,0.07011084991748427,0.9189479349208529,0.8239558900760832
200,,48.0,484,,9600,,,19,21.35148589,,,,,,,,,,,
204,0.009999999776482582,48.0,488,0.003,9984,1235,0.012590332888066769,20,21.37434684000001,-2.7139134407043457,,,,,,,,,,
208,,48.0,488,,9984,,,20,21.37434684000001,,,,,,,,,,,
212,0.009999999776482582,48.0,491,0.003,10368,1283,0.008897786028683186,21,21.41483325,-2.736401081085205,,,,,,,,,,
216,,48.0,491,,10368,,,21,21.41483325,,,,,,,,,,,
220,0.009999999776482582,48.0,487,0.003,10752,1331,0.006726651452481747,22,21.43577898,-2.8330211639404297,0.619567064115736,0.13629142736336772,0.0,0.5796077607498744,1.0,0.17983023470084855,0.09634882531995405,0.07516680977750122,0.9002858264703331,0.8265721690553263
224,,48.0,487,,10752,,,22,21.43577898,,,,,,,,,,,
228,0.009999999776482582,48.0,491,0.003,11136,1379,0.005711336154490709,22,21.483455600000003,-2.900264024734497,,,,,,,,,,
232,,48.0,491,,11136,,,22,21.483455600000003,,,,,,,,,,,
236,0.009999999776482582,48.0,488,0.003,11520,1427,0.008173651993274689,23,21.491541950000002,-3.0106828212738037,0.6185528251413822,0.14682950874396564,0.0,0.6946023997864812,1.0,0.20428862050232094,0.0854062976622347,0.09645951900536777,0.8884903446133446,0.828668008254081
240,,48.0,488,,11520,,,23,21.491541950000002,,,,,,,,,,,
244,0.009999999776482582,48.0,491,0.003,11904,1475,0.006302036345005035,24,21.46302819,-3.081073522567749,,,,,,,,,,
248,,48.0,491,,11904,,,24,21.46302819,,,,,,,,,,,
