Time,Trial-0,Trial-1,Trial-2,Trial-3,Trial-4,Trial-5,Trial-6,Trial-7,Trial-8,Trial-9
1800,0.9800954122276628,0.9801135924046284,0.9801100949111773,0.980111115971032,0.9800914076012055,0.9801174944333758,0.9801112835965402,0.9801305270803199,0.980179975125721,0.9802327917004295
3600,0.9838250348862411,0.9838093518813181,0.9837573923979569,0.9840069862920746,0.9838610312944724,0.9844019310305352,0.9842950381410192,0.9848582929755612,0.9850917228132456,0.9854735754083409
5400,0.9688817769954952,0.9533529466588575,0.9628080528724863,0.9685863475047354,0.9690529472930065,0.9691149518990007,0.9691110007994019,0.9691170782095279,0.9649951950168781,0.9826458059039386
7200,0.9637825587147354,0.9636103195075074,0.9631362641212858,0.963673651764717,0.9629257789873772,0.9618849523108499,0.9620236361553163,0.9619880599494293,0.9636289912957597,0.9645483112453983
9000,0.9498074555765978,0.9488941723134963,0.9489130879684136,0.949517254316622,0.9501197819578628,0.949838901076829,0.9495402813363423,0.950293528570468,0.9494579966367918,0.9492818844473124
10800,0.9532532240548488,0.9529546752567967,0.9531748161264988,0.9538368612891928,0.9541090634006352,0.9541059943651924,0.9536771681338184,0.9543487581590712,0.954055964365855,0.9538340522350581
12600,0.9688377518502075,0.9691544216668984,0.9669668060850046,0.9689462845531412,0.9695921857268601,0.9696169379648982,0.9694349992621558,0.9699384766978979,0.9696786714384107,0.9696000813936292
14400,0.9700269717048121,0.9694144554570683,0.9709606999369875,0.97124842430687,0.9698433464403147,0.9697590712381823,0.9706559462502952,0.9680179486621668,0.9693728981159606,0.9698940947117551
16200,0.9636933991623916,0.9614753034219233,0.9589807679445754,0.959288058811254,0.9603876298530503,0.9604127569587143,0.9603044245217432,0.9582899102135608,0.958219769180553,0.9594159238390494
18000,0.9623218236258374,0.9590354595183279,0.9586246060033505,0.960616547972213,0.9648717516159915,0.9645272082727477,0.9618218351101602,0.9682103554369424,0.96532067504924,0.9661182339450798
19800,0.9634477293010418,0.9646074950400123,0.9662456628612075,0.9675653596458226,0.9699736336624064,0.9695761741788482,0.9669509068337593,0.9730654887409237,0.9705103212071551,0.9708487994152184
21600,0.9747652866429031,0.9874809807194189,0.9870045632074319,0.9873736412605992,0.987704911239137,0.9876254328688073,0.9874953775877038,0.9877602369467482,0.9876041511135287,0.9876427114428227
23400,0.9658324917860234,0.9678664863822751,0.9650406148670753,0.9630103733255655,0.9606111097742658,0.9596600007997796,0.964276826085394,0.9589951364502579,0.9623381854671255,0.9635833489848649
25200,0.9470515987933945,0.941323924823858,0.9383909914526565,0.9402439754675503,0.9406103497431338,0.9400420586897941,0.9419370851422002,0.9408510042832181,0.9398521783722955,0.9407595738859277
27000,0.9369960220638105,0.9341689122561677,0.9350813829433418,0.9365319814576202,0.93783905338764,0.937452746305544,0.9352342900905619,0.9380003346885695,0.9370242239585479,0.9364128075860899
28800,0.9441576427554784,0.9413498657916987,0.9425305218393539,0.9449772176501929,0.9477068598680803,0.9468854762835633,0.941866468239639,0.9455269666506199,0.9446001085671829,0.9421673562581976
30600,0.9484549070276453,0.9481489123172786,0.9476191766789501,0.9481946144519184,0.9494999151188457,0.9507217840407456,0.9472526681138617,0.949749500810001,0.9520358726677007,0.9493501235043389
32400,0.9560239141847489,0.957904353761484,0.957784171558444,0.9583808770573837,0.9589040237743205,0.9598032523076622,0.9582762038439083,0.9574617739577659,0.9595140154889101,0.9588707631058295
34200,0.9546137287769331,0.9567170062064877,0.95576320230548,0.9580040123329123,0.9579608972517549,0.9598666369097819,0.9584999927842697,0.9555064414100086,0.9577481275949924,0.9590634886584369
36000,0.9542213130093247,0.95414920482255,0.9543539006120854,0.954446604306938,0.9542833440309747,0.9559027562894117,0.9585456279030696,0.9556849373563644,0.9539134742053204,0.9542367861243943
37800,0.9491782415709993,0.9457127751142415,0.9449052993724625,0.9414467285461036,0.9396971690769399,0.9394326007170553,0.9443456955075904,0.9442634401875869,0.9404393666732482,0.940412295348787
39600,0.9501233429134549,0.9484059745567655,0.9453470721166105,0.9431175702776741,0.9431880059654466,0.9421340577917983,0.9441852058505361,0.948500473995492,0.9461902509177211,0.9456648056645003
41400,0.9486712593116382,0.9479378591208493,0.9462171217648347,0.9434466024374174,0.9435705839614551,0.941447458897134,0.9398836898646132,0.9401508790708851,0.9426959413528352,0.9410397717948027
