#{"t_start": 1744202890.6419556, "env_id": "ATM"}
r,l,t
13.602318,48,0.710627
10.039941,48,1.347611
21.330843,48,2.259053
21.504355,48,2.879702
21.5719,48,3.784184
21.775814,48,4.403134
21.790149,48,5.365534
21.76691,48,6.017187
21.701146,48,6.946508
21.569357,48,7.597713
21.836877,48,8.533196
21.322077,48,9.237045
22.067749,48,10.627675
21.627506,48,11.268473
21.848691,48,12.215626
21.579802,48,12.848516
21.582417,48,13.80162
21.700504,48,14.44068
20.490845,48,15.412902
21.635448,48,16.057187
21.483418,48,17.04606
21.721454,48,17.692849
20.786563,48,18.640525
20.850366,48,19.281025
21.846506,48,19.912635
21.580416,48,20.861227
21.840442,48,21.52426
21.913759,48,22.476485
21.883927,48,23.123063
21.289577,48,24.638765
20.90928,48,25.293945
21.976609,48,26.254675
21.851085,48,26.851604
21.871348,48,27.777562
21.536892,48,28.397173
21.580928,48,29.287304
21.808179,48,29.900304
21.690816,48,30.80384
21.847597,48,31.412908
21.678369,48,32.304376
21.658745,48,32.917528
20.732201,48,33.850401
21.863321,48,34.457349
21.644954,48,35.335539
21.653229,48,35.929798
21.206424,48,36.86274
21.586484,48,37.458553
21.868745,48,38.349914
21.699633,48,38.94161
21.049841,48,39.529883
21.761341,48,40.83952
21.815888,48,41.419022
21.767107,48,42.301406
21.655391,48,42.913047
21.529054,48,43.804968
21.404542,48,44.405193
21.523605,48,45.279584
21.514462,48,45.886873
21.580242,48,46.818723
21.792813,48,47.441082
21.838688,48,48.336156
21.317523,48,48.941004
21.474869,48,49.862057
21.596106,48,50.483986
21.5668,48,51.368841
21.718839,48,51.993223
21.709666,48,52.885945
21.720218,48,53.493186
21.751823,48,54.402551
21.624604,48,55.024005
20.80454,48,56.304625
21.736164,48,56.917342
21.57207,48,57.84465
21.283398,48,58.462652
21.537197,48,59.065174
21.9422,48,59.979747
21.591099,48,60.566738
21.738112,48,61.481515
21.60883,48,62.094101
21.675537,48,63.000124
21.780458,48,63.613209
21.745442,48,64.497464
21.398003,48,65.106093
21.718978,48,66.007442
21.438235,48,66.618711
20.930637,48,67.517345
21.531128,48,68.167579
21.795401,48,69.067073
21.219139,48,69.671891
21.734277,48,70.951044
20.442522,48,71.574886
20.869228,48,72.478163
21.646948,48,73.107012
21.42296,48,73.988987
20.991218,48,74.628569
21.315632,48,75.581412
21.32585,48,76.180993
21.694796,48,77.103806
21.623213,48,77.725059
20.758557,48,78.362873
21.365556,48,79.292502
21.451204,48,79.886497
20.661301,48,80.776321
20.931344,48,81.39694
20.984722,48,82.320073
21.381495,48,82.937216
20.830279,48,83.84247
21.012568,48,84.457065
21.237862,48,85.372513
21.381795,48,86.35515
20.310071,48,87.261498
21.323696,48,87.864015
21.247042,48,88.774277
20.814803,48,89.415001
21.522815,48,90.313668
21.284608,48,90.92814
21.269301,48,91.819808
20.957256,48,92.388235
20.780294,48,93.24303
21.483204,48,93.863794
20.415809,48,94.780308
21.330878,48,95.396995
20.735197,48,96.294987
21.512237,48,96.910541
21.565794,48,97.513117
21.276788,48,98.44008
21.548365,48,99.03057
21.417948,48,99.943014
21.278414,48,100.930056
21.590622,48,101.833856
21.496131,48,102.443488
21.570937,48,103.336077
20.511529,48,103.940836
21.504141,48,104.833881
21.062793,48,105.447846
21.309918,48,106.354198
21.340941,48,106.958921
21.395571,48,107.856703
21.678165,48,108.483587
21.269587,48,109.372626
21.006741,48,110.007524
20.934135,48,110.912504
20.035381,48,111.549456
21.486392,48,112.452305
21.092526,48,113.048808
21.438811,48,113.945684
21.089753,48,114.577834
20.597653,48,115.724705
21.140549,48,116.374563
21.38222,48,116.978052
20.847957,48,117.891343
21.556854,48,118.491133
21.399228,48,119.373789
21.167785,48,120.005219
21.159647,48,120.906123
20.447373,48,121.514752
20.737169,48,122.431869
21.072737,48,123.043465
21.344525,48,123.959584
21.379601,48,124.580141
21.13831,48,125.480254
21.378197,48,126.098556
21.440357,48,126.986281
20.673302,48,127.593214
20.621659,48,128.492621
21.244543,48,129.116147
20.450165,48,130.023656
21.453931,48,131.072488
21.287372,48,131.984403
21.116267,48,132.595566
20.998762,48,133.498834
21.639409,48,134.098589
21.094736,48,135.002341
20.59568,48,135.646945
20.484536,48,136.232943
21.2159,48,137.124577
20.877107,48,137.731008
21.300283,48,138.619784
21.462296,48,139.221728
20.877565,48,140.123329
21.537223,48,140.723372
21.698823,48,141.628823
21.203876,48,142.268216
21.35585,48,143.174295
21.435004,48,143.790739
20.949099,48,144.699174
21.589554,48,145.630739
21.503719,48,146.617376
20.607277,48,147.243134
21.60256,48,148.141179
20.039045,48,148.759062
21.68198,48,149.662699
21.220942,48,150.269086
21.503191,48,151.176794
21.219993,48,151.772246
19.588254,48,152.705863
21.506844,48,153.328266
20.77927,48,154.234823
19.985845,48,154.856147
21.500281,48,155.444354
20.959512,48,156.395536
20.738226,48,157.002349
21.456084,48,157.906728
21.539645,48,158.536497
21.303496,48,159.44887
21.317935,48,160.061595
21.328481,48,161.240458
21.014557,48,161.852625
20.725487,48,162.780174
19.439251,48,163.403819
20.462729,48,164.320091
21.427261,48,164.942038
21.474554,48,165.880292
21.522009,48,166.547499
21.20065,48,167.531703
20.374625,48,168.169754
21.633448,48,169.075637
21.162337,48,169.708598
21.211538,48,170.636651
19.933723,48,171.280782
21.238539,48,172.196351
21.141724,48,172.824261
21.185666,48,173.787316
21.354758,48,174.409698
21.51541,48,175.014011
21.490498,48,176.301914
21.442505,48,176.899308
21.403927,48,177.810572
21.507843,48,178.435302
20.277019,48,179.363354
20.910812,48,179.976523
20.530633,48,180.90124
21.400978,48,181.516305
21.573869,48,182.438088
21.556399,48,183.069606
20.986672,48,184.060313
21.390113,48,184.674747
21.140509,48,185.593553
21.279786,48,186.200358
21.457066,48,187.118008
21.472079,48,187.740719
21.133713,48,188.651367
21.642274,48,189.290883
20.466276,48,190.216135
21.08065,48,191.216207
21.086906,48,192.136379
21.551579,48,192.756765
20.336467,48,193.676777
21.320203,48,194.3024
21.46028,48,194.920619
20.985888,48,195.851258
21.666151,48,196.456244
21.53612,48,197.3773
21.522596,48,198.012805
21.534018,48,198.919348
21.342438,48,199.539136
21.308695,48,200.441917
20.509702,48,201.033805
21.683562,48,201.935949
21.433683,48,202.538611
