train/n_updates,train/ent_coef,train/actor_loss,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/ep_b1_std,eval/ep_nodes_above_threshold,eval/ep_pressure_obj_mean,eval/ep_nodes_below_threshold,eval/ep_pressure_obj_std,eval/ep_b3_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_b2_std,eval/ep_b1_mean,eval/ep_timesteps_below_zero,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_nodes_below_zero
35,0.009999999776482582,-0.49357733130455017,4,48.0,384,15.608080625,0.03886273503303528,638,0,0.003,,,,,,,,,,,,,,
,,,8,48.0,384,15.608080625,,633,0,,,,,,,,,,,,,,,
83,0.009999999776482582,-0.6777751445770264,12,48.0,768,18.1083809375,0.019840512424707413,634,1,0.003,,,,,,,,,,,,,,
,,,16,48.0,768,18.1083809375,,632,1,,,,,,,,,,,,,,,
131,0.009999999776482582,-0.7665451765060425,20,48.0,1152,18.889355583333334,0.021786866709589958,539,2,0.003,0.03001193705441559,0.0021482277121374865,0.9671052631578947,0.03007518796992481,0.10727363358727272,0.5253838018148179,0.5598856543994747,0.18353458073167175,0.13362772608266926,0.9714631330865457,0,0.15271008085347382,0.6751099664935452,0.0
,,,24,48.0,1152,18.889355583333334,,535,2,,,,,,,,,,,,,,,
179,0.009999999776482582,-0.8565812110900879,28,48.0,1536,19.27460225,0.02178093232214451,418,3,0.003,,,,,,,,,,,,,,
,,,32,48.0,1536,19.27460225,,418,3,,,,,,,,,,,,,,,
227,0.009999999776482582,-0.9344182014465332,36,48.0,1920,19.548756275,0.021701630204916,380,5,0.003,0.16291193088165368,0.004296455424274973,0.9550438596491228,0.0397422126745435,0.1580773797450886,0.7650955036847825,0.6195875705414254,0.14954575698100955,0.13737566203413892,0.8539821270432478,0,0.30717275436223407,0.7756335855128005,0.0
,,,40,48.0,1920,19.548756275,,378,5,,,,,,,,,,,,,,,
275,0.009999999776482582,-1.075958490371704,44,48.0,2304,19.7261663125,0.023131541907787323,403,5,0.003,,,,,,,,,,,,,,
,,,48,48.0,2304,19.7261663125,,403,5,,,,,,,,,,,,,,,
323,0.009999999776482582,-1.145776629447937,52,48.0,2688,19.942166267857143,0.023406021296977997,403,6,0.003,0.2226062150766342,0.00322234156820623,0.9605263157894736,0.03544575725026853,0.14866649549106106,0.8168009218773931,0.6685616055831337,0.10254653538664968,0.16026777038702625,0.7530691869060074,1,0.33092241392701427,0.7809597629054876,0.0053705692803437165
,,,56,48.0,2688,19.942166267857143,,402,6,,,,,,,,,,,,,,,
371,0.009999999776482582,-1.2015962600708008,60,48.0,3072,20.096899937499998,0.02537321113049984,421,7,0.003,,,,,,,,,,,,,,
,,,64,48.0,3072,20.096899937499998,,421,7,,,,,,,,,,,,,,,
419,0.009999999776482582,-1.2784576416015625,68,48.0,3456,20.165330861111112,0.029338087886571884,420,8,0.003,0.15709052663170328,0.0,0.9923245614035089,0.007518796992481203,0.040608304570740425,0.6227788758174148,0.6468030754938492,0.06650103569886533,0.13123235337550665,0.8317911073524812,0,0.28142958903746007,0.8525602742714948,0.0
,,,72,48.0,3456,20.165330861111112,,419,8,,,,,,,,,,,,,,,
467,0.009999999776482582,-1.4400752782821655,76,48.0,3840,20.27555595,0.015116460621356964,433,8,0.003,,,,,,,,,,,,,,
,,,80,48.0,3840,20.27555595,,433,8,,,,,,,,,,,,,,,
515,0.009999999776482582,-1.447709083557129,84,48.0,4224,20.362848761363637,0.04048287123441696,432,9,0.003,0.16635569193701408,0.0,1.0,0.0,0.0,0.7488440278494495,0.6056249171952649,0.03978887585877245,0.1232528345911657,0.8183548452558037,0,0.2913777123553555,0.8805635885914169,0.0
,,,88,48.0,4224,20.362848761363637,,431,9,,,,,,,,,,,,,,,
563,0.009999999776482582,-1.5844786167144775,92,48.0,4608,20.43186405208333,0.03835681453347206,443,10,0.003,,,,,,,,,,,,,,
,,,96,48.0,4608,20.43186405208333,,443,10,,,,,,,,,,,,,,,
611,0.009999999776482582,-1.6834876537322998,100,48.0,4992,20.670923440000003,0.014815470203757286,440,11,0.003,0.169048768233874,0.0010741138560687433,0.9989035087719298,0.0,0.007596714068284557,0.8490039843338744,0.6176431015034467,0.034926397966037664,0.07635004168054679,0.8047013345685011,0,0.25955279118788316,0.8807331358281124,0.0
,,,104,48.0,4992,20.670923440000003,,439,11,,,,,,,,,,,,,,,
659,0.009999999776482582,-1.7392218112945557,108,48.0,5376,20.922155129999997,0.036966681480407715,449,11,0.003,,,,,,,,,,,,,,
,,,112,48.0,5376,20.922155129999997,,449,11,,,,,,,,,,,,,,,
707,0.009999999776482582,-1.807640552520752,116,48.0,5760,21.000755689999995,0.05774582922458649,448,12,0.003,0.11688761963146256,0.0,1.0,0.0,0.0,0.8711636750934942,0.5878138719318774,0.02741028648492438,0.06703507057810414,0.6787431680081529,0,0.12986766579691805,0.920569980447552,0.0
,,,120,48.0,5760,21.000755689999995,,447,12,,,,,,,,,,,,,,,
755,0.009999999776482582,-1.9111355543136597,124,48.0,6144,21.04300099,0.051907382905483246,456,13,0.003,,,,,,,,,,,,,,
,,,128,48.0,6144,21.04300099,,456,13,,,,,,,,,,,,,,,
803,0.009999999776482582,-2.0136377811431885,132,48.0,6528,21.10156684,0.07523082196712494,455,14,0.003,0.07019056654566787,0.0,1.0,0.0,0.0,0.889409184786095,0.5831842614465886,0.01958953660458212,0.06419698515966764,0.6552532049729587,0,0.0852448044200518,0.9166431315688862,0.0
,,,136,48.0,6528,21.10156684,,454,14,,,,,,,,,,,,,,,
851,0.009999999776482582,-1.9998548030853271,140,48.0,6912,21.134716370000007,0.10192492604255676,462,14,0.003,,,,,,,,,,,,,,
,,,144,48.0,6912,21.134716370000007,,461,14,,,,,,,,,,,,,,,
899,0.009999999776482582,-2.18479323387146,148,48.0,7296,21.208443599999995,0.11902887374162674,459,15,0.003,0.09216329905517026,0.0,1.0,0.0,0.0,0.8546647809859091,0.585558428766814,0.04755375948492213,0.07020014600883248,0.6486357379588016,0,0.13843655355360096,0.9358531563247144,0.0
,,,152,48.0,7296,21.208443599999995,,458,15,,,,,,,,,,,,,,,
947,0.009999999776482582,-2.3459343910217285,156,48.0,7680,21.19937956,0.0590994693338871,464,16,0.003,,,,,,,,,,,,,,
,,,160,48.0,7680,21.19937956,,464,16,,,,,,,,,,,,,,,
995,0.009999999776482582,-2.3389906883239746,164,48.0,8064,21.234959949999997,0.09545421600341797,462,17,0.003,0.08154749914039489,0.0,1.0,0.0,0.0,0.8603733033202999,0.5771744127121384,0.12174607908888925,0.10191462632589393,0.6263759272094362,0,0.20411246444546488,0.9025411445865017,0.0
,,,168,48.0,8064,21.234959949999997,,462,17,,,,,,,,,,,,,,,
1043,0.009999999776482582,-2.448580026626587,172,48.0,8448,21.276695090000004,0.10185368359088898,468,18,0.003,,,,,,,,,,,,,,
,,,176,48.0,8448,21.276695090000004,,468,18,,,,,,,,,,,,,,,
1091,0.009999999776482582,-2.498192548751831,180,48.0,8832,21.27335154,0.10550497472286224,461,19,0.003,0.19200308407849964,0.0,1.0,0.0,0.0,0.7145781629808962,0.5925336469250082,0.2577998389391814,0.36498454830153887,0.7704815221947754,0,0.19058661410650812,0.5706682744672511,0.0
,,,184,48.0,8832,21.27335154,,461,19,,,,,,,,,,,,,,,
1139,0.009999999776482582,-2.648653984069824,188,48.0,9216,21.27349575,0.07965001463890076,465,19,0.003,,,,,,,,,,,,,,
,,,192,48.0,9216,21.27349575,,465,19,,,,,,,,,,,,,,,
1187,0.009999999776482582,-2.6066102981567383,196,48.0,9600,21.267850270000004,0.0983937680721283,464,20,0.003,0.08985089484015149,0.0,1.0,0.0,0.0,0.8927404737855358,0.590845192787915,0.062827714774761,0.085791158447976,0.649735652879375,0,0.22694472114652325,0.9032857355404065,0.0
,,,200,48.0,9600,21.267850270000004,,464,20,,,,,,,,,,,,,,,
1235,0.009999999776482582,-2.744889974594116,204,48.0,9984,21.296491500000002,0.12401987612247467,469,21,0.003,,,,,,,,,,,,,,
,,,208,48.0,9984,21.296491500000002,,469,21,,,,,,,,,,,,,,,
1283,0.009999999776482582,-2.831800937652588,212,48.0,10368,21.28049088,0.10770978033542633,473,21,0.003,,,,,,,,,,,,,,
,,,216,48.0,10368,21.28049088,,473,21,,,,,,,,,,,,,,,
1331,0.009999999776482582,-2.888218402862549,220,48.0,10752,21.262851800000004,0.07817196846008301,472,22,0.003,0.060913359255884425,0.0,1.0,0.0,0.0,0.8817743662321704,0.5876759098722715,0.07408682396818714,0.09837688985889428,0.677221555091479,0,0.21961206584395987,0.8997354980015432,0.0
,,,224,48.0,10752,21.262851800000004,,471,22,,,,,,,,,,,,,,,
1379,0.009999999776482582,-2.9312784671783447,228,48.0,11136,21.289532670000003,0.1535273641347885,476,23,0.003,,,,,,,,,,,,,,
,,,232,48.0,11136,21.289532670000003,,476,23,,,,,,,,,,,,,,,
1427,0.009999999776482582,-3.109945297241211,236,48.0,11520,21.316151500000004,0.09341573715209961,474,24,0.003,0.0754643639738849,0.0,1.0,0.0,0.0,0.8915067890121879,0.5924035285052268,0.055750125871996584,0.07837090621899642,0.5471559947505976,0,0.1920967654481268,0.9003054838388957,0.0
,,,240,48.0,11520,21.316151500000004,,474,24,,,,,,,,,,,,,,,
1475,0.009999999776482582,-3.253307819366455,244,48.0,11904,21.266026619999995,0.11703531444072723,478,24,0.003,,,,,,,,,,,,,,
,,,248,48.0,11904,21.266026619999995,,478,24,,,,,,,,,,,,,,,
1523,0.009999999776482582,-3.214350700378418,252,48.0,12288,21.255475160000007,0.21574848890304565,475,25,0.003,0.13010727177488635,0.0,0.9956140350877193,0.004296455424274973,0.030386856273138196,0.8619183390377386,0.6110224559590621,0.11365756492448763,0.09746074900848864,0.5868167471784189,0,0.2602895359921643,0.8921357756355994,0.0
,,,256,48.0,12288,21.255475160000007,,475,25,,,,,,,,,,,,,,,
1571,0.009999999776482582,-3.368624210357666,260,48.0,12672,21.276451609999995,0.16510319709777832,479,26,0.003,,,,,,,,,,,,,,
,,,264,48.0,12672,21.276451609999995,,479,26,,,,,,,,,,,,,,,
1619,0.009999999776482582,-3.3646528720855713,268,48.0,13056,21.28965956,0.11410476267337799,477,27,0.003,0.19335170962517234,0.0,1.0,0.0,0.0,0.8720847736468987,0.5512193472132092,0.11377146497786893,0.08913126702058265,0.4082018297200987,0,0.2161618588228489,0.9128049902151233,0.0
,,,272,48.0,13056,21.28965956,,477,27,,,,,,,,,,,,,,,
1667,0.009999999776482582,-3.3469810485839844,276,48.0,13440,21.290398059999998,0.15153956413269043,480,27,0.003,,,,,,,,,,,,,,
,,,280,48.0,13440,21.290398059999998,,480,27,,,,,,,,,,,,,,,
1715,0.009999999776482582,-3.716444730758667,284,48.0,13824,21.30117491,0.08050297945737839,479,28,0.003,0.15239464064738595,0.0,1.0,0.0,0.0,0.864671610169838,0.5810636724434682,0.0687934623808783,0.07357768977037704,0.37095372308475205,0,0.16465863495185143,0.9224677181354998,0.0
,,,288,48.0,13824,21.30117491,,479,28,,,,,,,,,,,,,,,
1763,0.009999999776482582,-3.46702241897583,292,48.0,14208,21.297669690000003,0.3663596212863922,482,29,0.003,,,,,,,,,,,,,,
,,,296,48.0,14208,21.297669690000003,,482,29,,,,,,,,,,,,,,,
1811,0.009999999776482582,-3.5839622020721436,300,48.0,14592,21.31165549,0.31659114360809326,480,30,0.003,0.17362055240366558,0.0,1.0,0.0,0.0,0.8579848594464469,0.6001831457371617,0.10539237295246297,0.09186029269487597,0.4921645706668879,0,0.20344072808421274,0.899101803313875,0.0
,,,304,48.0,14592,21.31165549,,480,30,,,,,,,,,,,,,,,
1859,0.009999999776482582,-3.6753106117248535,308,48.0,14976,21.305385890000004,0.22482307255268097,483,30,0.003,,,,,,,,,,,,,,
,,,312,48.0,14976,21.305385890000004,,483,30,,,,,,,,,,,,,,,
1907,0.009999999776482582,-3.789442300796509,316,48.0,15360,21.28404462,0.18927797675132751,481,31,0.003,0.08482387428733386,0.0,1.0,0.0,0.0,0.8568186398324569,0.5904686238693075,0.10730180049736628,0.10285889057940009,0.5817783683801871,0,0.2382355212664144,0.9074279676276001,0.0
,,,320,48.0,15360,21.28404462,,481,31,,,,,,,,,,,,,,,
1955,0.009999999776482582,-3.8373193740844727,324,48.0,15744,21.299822750000004,0.1857653558254242,483,32,0.003,,,,,,,,,,,,,,
,,,328,48.0,15744,21.299822750000004,,483,32,,,,,,,,,,,,,,,
2003,0.009999999776482582,-3.9481210708618164,332,48.0,16128,21.304048850000004,0.3924054801464081,479,33,0.003,0.13725355657778812,0.0,1.0,0.0,0.0,0.9014041050009232,0.5740412330008172,0.0351602076863191,0.0765144328307559,0.34370745039917555,0,0.12519760366614027,0.8981531065935182,0.0
,,,336,48.0,16128,21.304048850000004,,479,33,,,,,,,,,,,,,,,
2051,0.009999999776482582,-4.019191265106201,340,48.0,16512,21.264815910000003,0.34072813391685486,481,34,0.003,,,,,,,,,,,,,,
,,,344,48.0,16512,21.264815910000003,,481,34,,,,,,,,,,,,,,,
2099,0.009999999776482582,-4.06087064743042,348,48.0,16896,21.20242882,0.16879138350486755,479,35,0.003,0.09180419678231727,0.0,1.0,0.0,0.0,0.8807687628895303,0.5685294953064514,0.06715553636579012,0.07629521794979394,0.5082651682917639,0,0.18794419629960402,0.9195299876577191,0.0
,,,352,48.0,16896,21.20242882,,479,35,,,,,,,,,,,,,,,
2147,0.009999999776482582,-4.205694198608398,356,48.0,17280,21.15936193,0.27733734250068665,470,36,0.003,,,,,,,,,,,,,,
,,,360,48.0,17280,21.15936193,,470,36,,,,,,,,,,,,,,,
