#{"t_start": 1744290173.9090164, "env_id": "ATM"}
r,l,t
16.142357,48,0.715356
21.312078,48,1.331368
21.659155,48,2.201687
21.306274,48,2.808527
21.736836,48,3.692548
19.134381,48,4.308493
21.529302,48,5.218595
21.226593,48,5.854919
21.417409,48,6.778732
19.822792,48,7.422384
21.030033,48,8.345264
21.652118,48,8.960418
21.561222,48,9.867339
21.78451,48,10.491124
21.755105,48,11.426732
21.672118,48,12.097195
21.145585,48,13.305579
21.715921,48,13.920857
21.417054,48,14.841468
21.775651,48,15.472435
21.712451,48,16.415522
21.441642,48,17.03251
21.482846,48,18.002526
21.749397,48,18.610888
21.681476,48,19.218565
21.38345,48,20.150723
22.144733,48,20.755106
21.815876,48,21.680197
21.651725,48,22.297463
22.056051,48,23.210392
21.472436,48,23.849226
22.072142,48,24.784708
21.959097,48,25.40318
21.874543,48,26.336657
20.930458,48,26.959048
20.503155,48,27.953785
21.914847,48,28.609736
21.994413,48,29.532179
21.75485,48,30.145529
21.958389,48,31.04572
21.976453,48,31.657656
21.958167,48,32.613784
22.018932,48,33.229757
21.696543,48,34.13485
21.845793,48,34.769455
21.732184,48,35.678363
21.796907,48,36.29699
22.042499,48,37.200271
21.746977,48,37.821993
21.925839,48,38.422587
20.876359,48,39.373827
21.645496,48,40.006521
21.491531,48,40.929149
21.796118,48,41.551903
21.833237,48,42.4763
21.95628,48,43.144584
21.908362,48,44.053702
21.932383,48,44.682213
22.080758,48,45.608151
21.968486,48,46.241939
21.941366,48,47.17161
21.709541,48,47.792978
22.011811,48,48.740579
21.982054,48,49.389794
21.501185,48,50.421783
21.016675,48,51.067981
21.069714,48,51.99287
22.073874,48,52.641047
21.83413,48,53.580183
22.103061,48,54.208629
21.616513,48,55.114324
21.888658,48,55.73823
21.475659,48,56.686176
21.78892,48,57.30834
21.995696,48,57.975214
22.034027,48,58.924265
21.452256,48,59.529779
21.994216,48,60.468994
21.919478,48,61.105089
21.867988,48,62.031011
21.90096,48,62.664115
22.102276,48,63.584643
22.061874,48,64.216112
21.857124,48,65.15585
21.773158,48,65.786439
22.037551,48,66.732311
22.27064,48,67.375316
21.243096,48,68.304082
21.819512,48,68.934229
21.655065,48,69.866277
21.963109,48,70.53087
21.709077,48,71.469537
22.055588,48,72.095671
21.992099,48,73.060184
21.71542,48,73.691837
21.582379,48,74.61405
21.976007,48,75.244392
21.756537,48,76.163575
22.039756,48,76.797231
22.115076,48,77.424304
21.573878,48,78.369325
22.12884,48,78.981754
21.784764,48,79.90885
21.930007,48,80.54921
21.90309,48,81.517962
22.072197,48,82.150591
21.971298,48,83.073124
21.896912,48,83.703279
21.646869,48,84.650195
21.854338,48,85.284225
22.118308,48,86.206235
22.062131,48,86.830642
21.84257,48,87.790185
21.871215,48,88.437007
21.711091,48,89.383528
21.773806,48,90.014653
22.01245,48,90.937267
21.677117,48,91.584931
21.981455,48,92.533401
21.823759,48,93.167151
20.885528,48,94.141376
21.400055,48,94.768163
21.878113,48,95.701133
22.060018,48,96.325419
21.637925,48,96.93782
21.709542,48,97.887394
21.695483,48,98.513962
22.068444,48,99.440734
21.849442,48,100.07546
21.67371,48,101.006036
21.49039,48,101.649502
21.417599,48,102.733701
21.922577,48,103.447739
21.811907,48,104.376392
21.909975,48,105.000879
21.920435,48,105.931197
21.683613,48,106.565355
21.501792,48,107.504066
21.671296,48,108.151489
22.128058,48,109.08673
21.495909,48,109.745461
21.870219,48,110.689423
21.974955,48,111.342194
21.91289,48,112.282909
21.841999,48,112.957412
22.122665,48,113.904279
21.961614,48,114.534142
21.552685,48,115.485617
22.030622,48,116.126873
21.92522,48,116.755262
22.086896,48,117.76994
21.862231,48,118.406085
21.923986,48,119.352151
22.037259,48,119.985034
21.536016,48,120.923252
21.862408,48,121.560506
21.436401,48,122.508318
21.532386,48,123.179816
21.633877,48,124.122817
21.004484,48,124.770991
21.997318,48,125.716734
21.308598,48,126.35862
22.049729,48,127.299026
22.072116,48,127.944146
21.527594,48,128.915297
