#{"t_start": 1744290173.9535458, "env_id": "ATM"}
r,l,t
12.657218,48,0.670813
21.165141,48,1.287788
21.243258,48,2.156707
21.43337,48,2.763984
21.410548,48,3.648982
20.744034,48,4.263956
21.679159,48,5.175331
21.133432,48,5.810463
21.81639,48,6.733085
21.335285,48,7.37675
21.513889,48,8.299435
21.530609,48,8.915866
21.085828,48,9.822947
21.375838,48,10.446593
20.570189,48,11.385917
21.936497,48,12.049082
20.242424,48,13.261418
21.614486,48,13.876582
21.853808,48,14.796887
21.807349,48,15.427819
21.556869,48,16.370403
21.788135,48,16.987772
21.60394,48,17.956708
21.761375,48,18.566018
22.033693,48,19.172249
21.924832,48,20.104996
21.863103,48,20.708093
21.939526,48,21.634689
21.775643,48,22.252956
21.860894,48,23.166508
21.668826,48,23.80435
21.664463,48,24.740151
21.811403,48,25.357432
21.575886,48,26.29165
21.774506,48,26.914548
21.634023,48,27.905136
21.613516,48,28.566042
21.943848,48,29.487113
21.731103,48,30.101398
21.685646,48,31.001381
21.361744,48,31.614029
22.064967,48,32.56837
21.901044,48,33.184414
21.756344,48,34.090226
21.654616,48,34.723578
21.818119,48,35.63101
21.634931,48,36.250776
20.974797,48,37.154934
21.496318,48,37.776062
21.857504,48,38.378058
22.179972,48,39.33021
21.869297,48,39.960802
21.825762,48,40.884385
21.725773,48,41.507022
21.93041,48,42.433407
21.811455,48,43.10042
21.703885,48,44.006549
21.862965,48,44.636829
21.831619,48,45.563979
21.799132,48,46.195786
21.395375,48,47.12699
22.018207,48,47.748599
21.724273,48,48.696983
21.402216,48,49.345777
21.298376,48,50.377827
21.832627,48,51.021958
21.402198,48,51.949074
21.50812,48,52.59585
21.527049,48,53.53515
21.641421,48,54.161154
21.552376,48,55.070256
21.515822,48,55.693661
21.732732,48,56.642216
21.616193,48,57.262852
21.15553,48,57.929738
21.200987,48,58.87907
21.54576,48,59.486034
21.854259,48,60.423733
21.536965,48,61.059771
21.538376,48,61.983344
21.845261,48,62.617814
21.879206,48,63.539433
22.060928,48,64.171198
21.397156,48,65.111168
21.939807,48,65.741859
21.935273,48,66.687823
21.878078,48,67.327792
21.98521,48,68.259302
21.514301,48,68.888659
21.730598,48,69.820665
22.082195,48,70.487385
21.624575,48,71.422171
21.840797,48,72.050724
21.850281,48,73.014083
21.836512,48,73.647562
22.030288,48,74.56768
21.739015,48,75.198732
21.83299,48,76.118615
22.029941,48,76.751333
21.525541,48,77.37909
21.576532,48,78.32403
22.047174,48,78.936913
21.712325,48,79.861939
21.991766,48,80.502065
21.28684,48,81.471519
21.80836,48,82.104512
21.800739,48,83.028395
21.688854,48,83.659137
21.419572,48,84.604789
21.52684,48,85.239178
21.907792,48,86.160887
21.558834,48,86.78378
21.429255,48,87.743625
21.604302,48,88.39232
21.693796,48,89.337928
21.814664,48,89.970277
22.011298,48,90.889976
22.000115,48,91.537553
21.785331,48,92.488348
21.708907,48,93.121135
21.919155,48,94.094671
21.789681,48,94.723542
21.680274,48,95.656035
21.295173,48,96.281511
21.724496,48,96.891811
21.679472,48,97.840561
21.831868,48,98.466694
21.671555,48,99.394671
21.928119,48,100.028891
21.820507,48,100.960718
21.666538,48,101.601205
21.828187,48,102.682341
21.343866,48,103.403209
21.846918,48,104.331928
21.879012,48,104.957872
21.895057,48,105.886653
21.393806,48,106.52105
21.822329,48,107.458653
21.885809,48,108.106896
21.96306,48,109.042307
21.594842,48,109.699954
21.907042,48,110.644206
21.196671,48,111.296595
21.727162,48,112.238056
22.015045,48,112.912292
21.775305,48,113.857162
21.784109,48,114.487036
21.971982,48,115.439109
21.543578,48,116.080735
21.783447,48,116.70914
21.884997,48,117.723585
21.89125,48,118.361639
21.874362,48,119.305144
21.911867,48,119.937943
21.478039,48,120.878317
21.864138,48,121.515174
21.979548,48,122.461879
21.960039,48,123.133786
21.834077,48,124.077105
21.604544,48,124.723121
21.784575,48,125.672591
21.929722,48,126.311863
22.004019,48,127.256697
21.689281,48,127.897689
21.797691,48,128.869719
21.337446,48,129.528019
21.914116,48,130.50541
21.780062,48,131.147262
21.877978,48,132.091597
21.848427,48,132.853613
22.169786,48,133.841847
21.800134,48,134.486722
21.879328,48,135.460178
21.515496,48,136.135761
21.677429,48,136.786774
22.021589,48,137.786148
21.666218,48,138.446054
21.611308,48,139.400585
21.917654,48,140.030059
21.855753,48,140.96315
21.985433,48,141.594981
22.020993,48,142.547833
21.795323,48,143.219662
22.026748,48,144.233157
21.950535,48,144.922358
21.866845,48,145.93586
21.251901,48,146.59213
21.860067,48,147.619244
21.670073,48,148.331167
21.874909,48,149.411018
21.9825,48,150.096042
22.027605,48,151.057629
21.110133,48,151.800662
22.059503,48,152.828274
21.843769,48,153.51345
21.545905,48,154.623964
21.812335,48,155.3338
21.437212,48,156.31812
21.85506,48,156.999511
22.050961,48,157.619181
22.127687,48,158.595098
21.868373,48,159.22688
21.775402,48,160.150594
21.754212,48,160.813445
21.79562,48,161.769165
21.954071,48,162.414097
21.899,48,163.357201
21.953423,48,163.987508
21.661957,48,164.953089
22.175017,48,165.620431
21.576898,48,166.55063
21.606709,48,167.197521
21.650247,48,168.119553
21.694259,48,168.745219
21.794815,48,169.698267
20.774695,48,170.339489
21.642757,48,171.270124
21.923575,48,171.912315
21.388031,48,172.851455
21.460602,48,173.503185
21.962031,48,174.452458
21.624409,48,175.089778
21.62959,48,176.057266
21.609154,48,176.696462
21.970151,48,177.329587
21.955393,48,178.26029
21.196066,48,178.888873
21.973644,48,179.82359
21.684391,48,180.471904
22.13945,48,181.44349
21.946927,48,182.083851
21.97928,48,183.039368
21.687797,48,183.678149
21.242721,48,184.616014
21.851877,48,185.260191
21.765286,48,186.234396
20.590073,48,186.893815
21.864095,48,187.837695
21.621992,48,188.479038
22.014821,48,189.416525
21.838216,48,190.042428
21.802257,48,190.988809
21.211267,48,191.643817
22.213479,48,192.617195
21.612382,48,193.284996
21.702767,48,194.226136
21.778371,48,194.864401
21.650658,48,195.806725
22.055883,48,196.44466
21.835928,48,197.10939
21.909522,48,198.068575
21.790324,48,198.687031
21.954105,48,199.635132
21.467498,48,200.339296
21.910932,48,201.384638
21.820488,48,202.042312
22.208993,48,203.004821
22.02219,48,203.663332
21.822364,48,204.688567
21.795326,48,205.62325
