Time,pressure_obj,tank_obj,pump_efficiency_obj,smoothness_obj,pump_price_obj,hydraulically_unstable,reward,centered
1800,1.0,0.0,0,0,1.0,False,1.0,True
3600,1.0,0.12698333841418966,0,0,0.8819040028912489,False,0.9881904002891249,True
5400,1.0,0.6636373683444166,0,0,0.6514379205724175,False,0.9651437920572418,True
7200,1.0,0.6779981236023969,0,0,0.5855705466235233,False,0.9585570546623523,True
9000,1.0,0.7337120650605379,0,0,0.7501694203983839,False,0.9750169420398385,True
10800,1.0,0.01806473225088899,0,0,0.6447259816996886,True,0.9644725981699689,True
12600,1.0,-0.26708420041863445,0,0,0.8815612583310908,True,0.9881561258331091,True
14400,1.0,0.8104335154789714,0,0,0.6501775182950371,False,0.9650177518295038,True
16200,1.0,0.7676112522808025,0,0,0.6916695416955239,False,0.9691669541695525,True
18000,1.0,0.7062491735612322,0,0,0.7039853897272402,False,0.9703985389727241,True
19800,1.0,0.6195991302840408,0,0,0.7419263291431306,False,0.9741926329143131,True
21600,1.0,0.49830424550909064,0,0,0.7356640982755551,False,0.9735664098275555,True
23400,1.0,0.6784363346003037,0,0,0.6846811375337467,False,0.9684681137533747,True
25200,1.0,0.6969975398958257,0,0,0.4413395104471457,False,0.9441339510447146,True
27000,1.0,0.8371922833840882,0,0,0.4917630208808771,False,0.9491763020880877,True
28800,1.0,0.32779496514522993,0,0,0.8046237211432847,False,0.9804623721143285,True
30600,1.0,0.9694707780993882,0,0,0.6605487819230735,False,0.9660548781923074,True
32400,1.0,0.5917490819212603,0,0,0.3310044756923235,False,0.9331004475692324,True
34200,1.0,0.819530870817426,0,0,0.3190534278928645,False,0.9319053427892865,True
36000,1.0,0.4117488426046911,0,0,0.8099111238033698,False,0.980991112380337,True
37800,1.0,-0.0017626929339602446,0,0,0.9356552748244932,True,0.9935655274824493,True
39600,0.5263157894736842,0.4832938752228723,0,0,0.25844526360095943,False,0.4995287368864117,True
41400,1.0,0.6637176854937875,0,0,0.30011659615219966,False,0.93001165961522,True
43200,1.0,0.7440530806213168,0,0,0.2962190131509256,False,0.9296219013150926,True
45000,1.0,0.899389172743912,0,0,0.45229107381784506,False,0.9452291073817846,True
46800,1.0,0.6312813145765916,0,0,0.7097499252229609,False,0.9709749925222961,True
48600,1.0,0.647138899956833,0,0,0.702339807543908,False,0.9702339807543908,True
50400,1.0,0.523720689154428,0,0,0.5567788502082647,False,0.9556778850208265,True
52200,1.0,0.6265115112447409,0,0,0.5709677720404314,False,0.9570967772040432,True
54000,0.7368421052631579,0.6107895973162545,0,0,0.2644328851499158,False,0.6896011832518336,True
55800,1.0,0.749520871740964,0,0,0.3780478350438008,False,0.9378047835043801,True
57600,1.0,0.5667743719714409,0,0,0.3300956809738663,False,0.9330095680973867,True
59400,1.0,0.6840363925564855,0,0,0.3837939254417885,False,0.9383793925441789,True
61200,1.0,0.0,0,0,1.0,False,1.0,True
63000,1.0,0.0,0,0,1.0,False,1.0,True
64800,1.0,0.5652754141713195,0,0,0.6943852888387638,False,0.9694385288838764,True
66600,1.0,0.6459145201076795,0,0,0.33145906759652244,False,0.9331459067596523,True
68400,1.0,0.6504636225475595,0,0,0.644967014165815,False,0.9644967014165815,True
70200,1.0,0.0,0,0,1.0,False,1.0,True
72000,1.0,0.0,0,0,1.0,False,1.0,True
73800,0.7368421052631579,1.0,0,0,0.4527790279019671,False,0.7084357975270388,True
75600,1.0,1.0,0,0,0.38482005410678977,False,0.938482005410679,True
77400,1.0,0.6947472168341731,0,0,0.46537850966067107,False,0.9465378509660671,True
79200,1.0,0.6054316294447967,0,0,0.4622282857360276,False,0.9462228285736027,True
81000,1.0,0.4462202204963727,0,0,0.8425862755358973,False,0.9842586275535897,True
82800,1.0,0.0,0,0,1.0,False,1.0,True
84600,1.0,0.0,0,0,1.0,False,1.0,True
86400,1.0,0.0,0,0,1.0,False,1.0,True
