time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,time/episodes,rollout/ep_rew_mean,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,train/ent_coef,eval/ep_b3_mean,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_b2_std,eval/ep_b1_std,eval/ep_pressure_obj_mean,eval/ep_b1_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_pressure_obj_std
661,48.0,384,0.003,4,12.8544995,-0.48433592915534973,0,0.053670547902584076,35,0.009999999776482582,,,,,,,,,,
653,48.0,384,,8,12.8544995,,0,,,,,,,,,,,,,
637,48.0,768,0.003,12,14.42293725,-0.7823613882064819,1,0.02812064066529274,83,0.009999999776482582,,,,,,,,,,
633,48.0,768,,16,14.42293725,,1,,,,,,,,,,,,,
551,48.0,1152,0.003,20,16.446513125,-0.8642895221710205,2,0.01577361486852169,131,0.009999999776482582,0.9650080499253362,0.16297027076684736,0.1724645645632226,0.1685380291536443,0.25824619237823065,0.9945175438596491,0.7563555388689728,0.489659748928275,0.017463959547074834,0.016247856746767576
547,48.0,1152,,24,16.446513125,,2,,,,,,,,,,,,,
569,48.0,1536,0.003,28,17.62163834375,-0.946570098400116,2,0.016713185235857964,179,0.009999999776482582,,,,,,,,,,
567,48.0,1536,,32,17.62163834375,,2,,,,,,,,,,,,,
529,48.0,1920,0.003,36,18.327667099999996,-0.9617836475372314,3,0.011829493567347527,227,0.009999999776482582,0.10497817186855693,0.22644232257606509,0.5771092466543322,0.37119511374604097,0.01954053883862017,0.9945175438596491,0.9793934082153579,0.4713367134975513,0.18227827962955498,0.03798357034142275
526,48.0,1920,,40,18.327667099999996,,3,,,,,,,,,,,,,
538,48.0,2304,0.003,44,18.845345854166666,-1.0591967105865479,4,0.018275002017617226,275,0.009999999776482582,,,,,,,,,,
537,48.0,2304,,48,18.845345854166666,,4,,,,,,,,,,,,,
512,48.0,2688,0.003,52,19.156272,-1.1533550024032593,5,0.024245865643024445,323,0.009999999776482582,0.7345657212046595,0.14437959663097802,0.6692921669496973,0.29804515151657834,0.17114658226996504,0.9945175438596491,0.8415557385362612,0.58198911279022,0.19726284792609683,0.03798357034142275
510,48.0,2688,,56,19.156272,,5,,,,,,,,,,,,,
521,48.0,3072,0.003,60,19.349169296874997,-1.223275899887085,5,0.02010945975780487,371,0.009999999776482582,,,,,,,,,,
520,48.0,3072,,64,19.349169296874997,,5,,,,,,,,,,,,,
468,48.0,3456,0.003,68,19.447730541666665,-1.2872298955917358,7,0.020302802324295044,419,0.009999999776482582,0.5390170311094197,0.12944284243372733,0.7664273081374819,0.27628946998295106,0.07752388918566806,0.9890350877192983,0.8859618855637634,0.6010509122522408,0.16643010581175166,0.053142351716699704
467,48.0,3456,,72,19.447730541666665,,7,,,,,,,,,,,,,
477,48.0,3840,0.003,76,19.579256475,-1.3703694343566895,8,0.022696979343891144,467,0.009999999776482582,,,,,,,,,,
476,48.0,3840,,80,19.579256475,,8,,,,,,,,,,,,,
469,48.0,4224,0.003,84,19.74861996590909,-1.481041431427002,8,0.025960810482501984,515,0.009999999776482582,0.5806519240402096,0.14761494583239604,0.7222976518518262,0.34005054975963916,0.04769553917742482,1.0,0.9027774603654615,0.5842395766537536,0.22949785848031168,0.0
469,48.0,4224,,88,19.74861996590909,,9,,,,,,,,,,,,,
475,48.0,4608,0.003,92,19.870679645833334,-1.515487551689148,9,0.024848999455571175,563,0.009999999776482582,,,,,,,,,,
475,48.0,4608,,96,19.870679645833334,,9,,,,,,,,,,,,,
468,48.0,4992,0.003,100,20.21806444,-1.6751282215118408,10,0.01997261308133602,611,0.009999999776482582,0.8708068488464931,0.22629145796162106,0.8697062035593859,0.13078861848884543,0.17435702827517136,1.0,0.4936329523783028,0.6049400649471094,0.11931848152175793,0.0
468,48.0,4992,,104,20.21806444,,10,,,,,,,,,,,,,
476,48.0,5376,0.003,108,20.85188029,-1.7253652811050415,11,0.01584121771156788,659,0.009999999776482582,,,,,,,,,,
476,48.0,5376,,112,20.85188029,,11,,,,,,,,,,,,,
471,48.0,5760,0.003,116,21.06775353,-1.7940410375595093,12,0.024868153035640717,707,0.009999999776482582,0.7896841342004844,0.12528096087799848,0.9479391816308711,0.07267639384335921,0.09040743272096628,0.9671052631578947,0.7189999419470909,0.5663696760703401,0.1185362558373895,0.08795228483989369
470,48.0,5760,,120,21.06775353,,12,,,,,,,,,,,,,
478,48.0,6144,0.003,124,21.09605054,-1.877829909324646,12,0.02577284909784794,755,0.009999999776482582,,,,,,,,,,
478,48.0,6144,,128,21.09605054,,12,,,,,,,,,,,,,
474,48.0,6528,0.003,132,21.102557219999998,-1.9512534141540527,13,0.01783909648656845,803,0.009999999776482582,0.6039524927084193,0.12537814613136114,0.8588475218222257,0.1586777154267352,0.05443317508848023,0.9835526315789473,0.8807732112208878,0.5878191532947946,0.17871125836394242,0.06437448089343181
474,48.0,6528,,136,21.102557219999998,,13,,,,,,,,,,,,,
479,48.0,6912,0.003,140,21.084164979999997,-2.0484800338745117,14,0.019810080528259277,851,0.009999999776482582,,,,,,,,,,
479,48.0,6912,,144,21.084164979999997,,14,,,,,,,,,,,,,
474,48.0,7296,0.003,148,21.08336047,-2.102818012237549,15,0.015345416963100433,899,0.009999999776482582,0.6583262022313674,0.11687291988145557,0.8037540916875108,0.18907256433247122,0.09850361227317987,0.9945175438596491,0.8695198603694007,0.6018808559039929,0.18154084895680417,0.03798357034142275
473,48.0,7296,,152,21.08336047,,15,,,,,,,,,,,,,
478,48.0,7680,0.003,156,21.09486321,-2.2406272888183594,16,0.01785968244075775,947,0.009999999776482582,,,,,,,,,,
478,48.0,7680,,160,21.09486321,,16,,,,,,,,,,,,,
472,48.0,8064,0.003,164,21.179798960000003,-2.3099255561828613,17,0.007819684222340584,995,0.009999999776482582,0.7679199877703327,0.1794374606185163,0.7831345946802576,0.2088136119336885,0.16524350094646797,0.9956140350877193,0.7786283045054169,0.58102275071372,0.17692551893552821,0.030386856273138196
471,48.0,8064,,168,21.179798960000003,,17,,,,,,,,,,,,,
476,48.0,8448,0.003,172,21.269757529999996,-2.3414011001586914,17,0.019598988816142082,1043,0.009999999776482582,,,,,,,,,,
476,48.0,8448,,176,21.269757529999996,,17,,,,,,,,,,,,,
473,48.0,8832,0.003,180,21.248081189999997,-2.411106586456299,18,0.009659947827458382,1091,0.009999999776482582,0.8467345216705742,0.19711966517087148,0.7636858812997943,0.22536995454719894,0.16137522045571634,1.0,0.7409866849642098,0.5804375288382131,0.1328213277939033,0.0
472,48.0,8832,,184,21.248081189999997,,18,,,,,,,,,,,,,
477,48.0,9216,0.003,188,21.251740350000006,-2.520897626876831,19,0.015312353149056435,1139,0.009999999776482582,,,,,,,,,,
477,48.0,9216,,192,21.251740350000006,,19,,,,,,,,,,,,,
