time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,time/episodes,rollout/ep_rew_mean,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,train/ent_coef,eval/ep_b3_mean,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_b2_std,eval/ep_b1_std,eval/ep_pressure_obj_mean,eval/ep_b1_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_pressure_obj_std
510,48.0,6144,0.003,124,21.16239113,-1.780837893486023,12,0.010809473693370819,755,0.009999999776482582,,,,,,,,,,
510,48.0,6144,,128,21.16239113,,12,,,,,,,,,,,,,
503,48.0,6528,0.003,132,21.162001460000003,-1.8933385610580444,12,0.009973753243684769,803,0.009999999776482582,0.8032721831743465,0.1578430197355244,0.5482475007664591,0.2275040018852901,0.10141820253475742,1.0,0.8741092258225369,0.5800124162874635,0.23469155028295433,0.0
502,48.0,6528,,136,21.162001460000003,,12,,,,,,,,,,,,,
489,48.0,6912,0.003,140,21.243034339999998,-1.9290801286697388,14,0.012841528281569481,851,0.009999999776482582,,,,,,,,,,
489,48.0,6912,,144,21.243034339999998,,14,,,,,,,,,,,,,
484,48.0,7296,0.003,148,21.28923664,-2.0542688369750977,15,0.007255513221025467,899,0.009999999776482582,0.8114135195667297,0.15906958132517066,0.5980884649913328,0.22514717363474562,0.0836089872935556,0.9945175438596491,0.8863590678045415,0.5968763042900783,0.20438595344873708,0.03798357034142275
483,48.0,7296,,152,21.28923664,,15,,,,,,,,,,,,,
485,48.0,7680,0.003,156,21.27923583,-2.1410229206085205,15,0.008260095492005348,947,0.009999999776482582,,,,,,,,,,
485,48.0,7680,,160,21.27923583,,15,,,,,,,,,,,,,
478,48.0,8064,0.003,164,21.264321870000003,-2.228017807006836,16,0.01450774073600769,995,0.009999999776482582,0.8350240536751447,0.210572029790163,0.6208765182557562,0.22442241806672106,0.08313825422820413,0.9945175438596491,0.8773877318679757,0.6064668570212758,0.17580075912059848,0.03798357034142275
478,48.0,8064,,168,21.264321870000003,,16,,,,,,,,,,,,,
483,48.0,8448,0.003,172,21.30490166,-2.2835984230041504,17,0.014814075082540512,1043,0.009999999776482582,,,,,,,,,,
483,48.0,8448,,176,21.30490166,,17,,,,,,,,,,,,,
480,48.0,8832,0.003,180,21.318497580000003,-2.357255220413208,18,0.01634211465716362,1091,0.009999999776482582,0.8334215511734039,0.20113915812494518,0.5393121921883961,0.23816886610779842,0.08026091028211618,0.9890350877192983,0.8689201731726302,0.6121210055998995,0.2074212667841077,0.06863034003420604
480,48.0,8832,,184,21.318497580000003,,18,,,,,,,,,,,,,
485,48.0,9216,0.003,188,21.328657779999993,-2.416320562362671,18,0.010116221383213997,1139,0.009999999776482582,,,,,,,,,,
485,48.0,9216,,192,21.328657779999993,,18,,,,,,,,,,,,,
481,48.0,9600,0.003,196,21.350894240000002,-2.5618138313293457,19,0.00864630937576294,1187,0.009999999776482582,0.818399489864368,0.20562180061467739,0.689413222547859,0.21071936240867772,0.16323975404723237,0.9945175438596491,0.8004906866886865,0.6079670281671467,0.1990278003225789,0.03798357034142275
481,48.0,9600,,200,21.350894240000002,,19,,,,,,,,,,,,,
485,48.0,9984,0.003,204,21.3642243,-2.652459144592285,20,0.010485507547855377,1235,0.009999999776482582,,,,,,,,,,
485,48.0,9984,,208,21.3642243,,20,,,,,,,,,,,,,
489,48.0,10368,0.003,212,21.382516289999998,-2.719799757003784,21,0.0068684592843055725,1283,0.009999999776482582,,,,,,,,,,
489,48.0,10368,,216,21.382516289999998,,21,,,,,,,,,,,,,
486,48.0,10752,0.003,220,21.38742262,-2.7777953147888184,22,0.012826858088374138,1331,0.009999999776482582,0.8274933613945894,0.22492659368352663,0.6003400030782435,0.2417442598651308,0.1328894417642439,0.9890350877192983,0.8077309413487285,0.6325959486949551,0.208240280730748,0.0531423517166997
485,48.0,10752,,224,21.38742262,,22,,,,,,,,,,,,,
489,48.0,11136,0.003,228,21.403450210000006,-2.8216164112091064,22,0.01633346639573574,1379,0.009999999776482582,,,,,,,,,,
489,48.0,11136,,232,21.403450210000006,,22,,,,,,,,,,,,,
486,48.0,11520,0.003,236,21.42858955,-2.9603748321533203,23,0.010559236630797386,1427,0.009999999776482582,0.7982389668682051,0.19926945685564,0.7092544312977468,0.16468152135303873,0.10362149703407436,0.9868421052631579,0.8535803473380834,0.6187073301508929,0.20769886754716374,0.05482549457959081
486,48.0,11520,,240,21.42858955,,23,,,,,,,,,,,,,
490,48.0,11904,0.003,244,21.436233029999997,-3.0053632259368896,24,0.016204578801989555,1475,0.009999999776482582,,,,,,,,,,
490,48.0,11904,,248,21.436233029999997,,24,,,,,,,,,,,,,
487,48.0,12288,0.003,252,21.448109879999997,-3.079339027404785,25,0.008982038125395775,1523,0.009999999776482582,0.7923862414353615,0.21629175075637222,0.6429028697757495,0.20744260085431032,0.10703184896359487,0.9989035087719298,0.845881282275619,0.6237199795507916,0.22400426113896715,0.007596714068284557
487,48.0,12288,,256,21.448109879999997,,25,,,,,,,,,,,,,
491,48.0,12672,0.003,260,21.46747438,-3.2285971641540527,25,0.007261667400598526,1571,0.009999999776482582,,,,,,,,,,
491,48.0,12672,,264,21.46747438,,25,,,,,,,,,,,,,
487,48.0,13056,0.003,268,21.40602994,-3.3187458515167236,26,0.012353252619504929,1619,0.009999999776482582,0.8356304275399219,0.18526772373247125,0.5897338607471007,0.13950301687096628,0.14327788292449595,0.9945175438596491,0.817551029180576,0.5971851336016805,0.20356529799460316,0.03798357034142275
487,48.0,13056,,272,21.40602994,,26,,,,,,,,,,,,,
490,48.0,13440,0.003,276,21.370078129999996,-3.3870716094970703,27,0.013408825732767582,1667,0.009999999776482582,,,,,,,,,,
490,48.0,13440,,280,21.370078129999996,,27,,,,,,,,,,,,,
487,48.0,13824,0.003,284,21.431608360000006,-3.502363443374634,28,0.00706766452640295,1715,0.009999999776482582,0.8109714033305295,0.18265175569271683,0.6504741856627725,0.1565168502645426,0.10718958861682841,0.9945175438596491,0.8538901734980472,0.6029788885442287,0.21203898742005758,0.03798357034142275
486,48.0,13824,,288,21.431608360000006,,28,,,,,,,,,,,,,
483,48.0,14208,0.003,292,21.44374026,-3.3554024696350098,29,0.01634279452264309,1763,0.009999999776482582,,,,,,,,,,
483,48.0,14208,,296,21.44374026,,29,,,,,,,,,,,,,
481,48.0,14592,0.003,300,21.406872370000002,-3.4865384101867676,30,0.006270947400480509,1811,0.009999999776482582,0.8342392344517018,0.1622266583665508,0.670798348345481,0.14521755903624448,0.11140940857133637,0.9901315789473685,0.843655667951711,0.6080658000453897,0.17526903235551938,0.04813520230995612
481,48.0,14592,,304,21.406872370000002,,30,,,,,,,,,,,,,
484,48.0,14976,0.003,308,21.385599189999997,-3.6575522422790527,30,0.009531542658805847,1859,0.009999999776482582,,,,,,,,,,
484,48.0,14976,,312,21.385599189999997,,30,,,,,,,,,,,,,
481,48.0,15360,0.003,316,21.336703080000003,-3.6701884269714355,31,0.009164106100797653,1907,0.009999999776482582,0.8067096584566652,0.19353762509226488,0.529671452299835,0.22094804334972232,0.11268396103701926,0.9901315789473685,0.8655388758762229,0.6185654476333702,0.19326654277183378,0.04813520230995612
481,48.0,15360,,320,21.336703080000003,,31,,,,,,,,,,,,,
484,48.0,15744,0.003,324,21.35456021,-3.813950777053833,32,0.008214389905333519,1955,0.009999999776482582,,,,,,,,,,
484,48.0,15744,,328,21.35456021,,32,,,,,,,,,,,,,
482,48.0,16128,0.003,332,21.33122738,-3.8030664920806885,33,0.0086542759090662,2003,0.009999999776482582,0.7804983632558113,0.18359878053636114,0.5915245065264962,0.17538464742514373,0.09919383565576248,0.9945175438596491,0.8783441139382446,0.6342509069838128,0.20162750904828336,0.03798357034142275
482,48.0,16128,,336,21.33122738,,33,,,,,,,,,,,,,
485,48.0,16512,0.003,340,21.33201561,-3.8707122802734375,34,0.014145403169095516,2051,0.009999999776482582,,,,,,,,,,
485,48.0,16512,,344,21.33201561,,34,,,,,,,,,,,,,
483,48.0,16896,0.003,348,21.317952250000005,-3.920966148376465,34,0.015572549775242805,2099,0.009999999776482582,0.8179014559564193,0.227135640180674,0.5691947162749006,0.16420636638589028,0.08664424831541444,0.9978070175438596,0.8900770778213916,0.6169253128759195,0.18162917107543716,0.015193428136569096
483,48.0,16896,,352,21.317952250000005,,34,,,,,,,,,,,,,
485,48.0,17280,0.003,356,21.33863752,-4.042549133300781,35,0.01319986954331398,2147,0.009999999776482582,,,,,,,,,,
485,48.0,17280,,360,21.33863752,,35,,,,,,,,,,,,,
483,48.0,17664,0.003,364,21.379534760000002,-4.099462509155273,36,0.00867905281484127,2195,0.009999999776482582,0.8084002955488663,0.2042254611073394,0.6410889568975184,0.16010386732561838,0.10946156049302204,1.0,0.86130212420305,0.6171731073170977,0.19512495729485496,0.0
483,48.0,17664,,368,21.379534760000002,,36,,,,,,,,,,,,,
485,48.0,18048,0.003,372,21.423885060000007,-4.1826677322387695,37,0.008880862034857273,2243,0.009999999776482582,,,,,,,,,,
485,48.0,18048,,376,21.423885060000007,,37,,,,,,,,,,,,,
484,48.0,18432,0.003,380,21.435810139999997,-4.202836990356445,38,0.007819429971277714,2291,0.009999999776482582,0.8045792528214154,0.18811448925686408,0.5472499489165489,0.17408738909369958,0.1055873929086751,0.9956140350877193,0.8747722642417544,0.6062398824538022,0.18943352376637737,0.030386856273138196
484,48.0,18432,,384,21.435810139999997,,38,,,,,,,,,,,,,
486,48.0,18816,0.003,388,21.42129919,-4.489479064941406,38,0.00922396406531334,2339,0.009999999776482582,,,,,,,,,,
486,48.0,18816,,392,21.42129919,,38,,,,,,,,,,,,,
485,48.0,19200,0.003,396,21.452056999999996,-4.422110557556152,39,0.009019669145345688,2387,0.009999999776482582,0.8195774820039118,0.19968318554586859,0.6092989181366909,0.1321633520184592,0.10283754818714272,1.0,0.8724962061420466,0.6125328756446433,0.17598642936058265,0.0
485,48.0,19200,,400,21.452056999999996,,39,,,,,,,,,,,,,
487,48.0,19584,0.003,404,21.442799579999996,-4.556313991546631,40,0.006569716148078442,2435,0.009999999776482582,,,,,,,,,,
487,48.0,19584,,408,21.442799579999996,,40,,,,,,,,,,,,,
490,48.0,19968,0.003,412,21.45377731,-4.404435634613037,40,0.014079414308071136,2483,0.009999999776482582,,,,,,,,,,
489,48.0,19968,,416,21.45377731,,40,,,,,,,,,,,,,
488,48.0,20352,0.003,420,21.48220813,-4.51408576965332,41,0.007052022498100996,2531,0.009999999776482582,0.8151780370199817,0.2067940708238823,0.6219644514263083,0.1479277733083812,0.09033747621776164,0.9934210526315789,0.872455151922431,0.6285508135646866,0.1773758979499989,0.03857697426393938
487,48.0,20352,,424,21.48220813,,41,,,,,,,,,,,,,
490,48.0,20736,0.003,428,21.513579040000003,-4.615716934204102,42,0.0054448386654257774,2579,0.009999999776482582,,,,,,,,,,
490,48.0,20736,,432,21.513579040000003,,42,,,,,,,,,,,,,
488,48.0,21120,0.003,436,21.50892798,-4.413724422454834,43,0.012651638127863407,2627,0.009999999776482582,0.8043684299764235,0.20965349827824306,0.5756333754368381,0.16889694478731343,0.10011594242380979,0.9978070175438596,0.8742065845358815,0.6174958657618844,0.1824933929781783,0.015193428136569096
488,48.0,21120,,440,21.50892798,,43,,,,,,,,,,,,,
486,48.0,21504,0.003,444,21.530618009999998,-4.703032970428467,44,0.01518926676362753,2675,0.009999999776482582,,,,,,,,,,
486,48.0,21504,,448,21.530618009999998,,44,,,,,,,,,,,,,
484,48.0,21888,0.003,452,21.509640760000003,-4.9136152267456055,45,0.014785664156079292,2723,0.009999999776482582,0.7829490854685054,0.17298441515248955,0.6017146759484903,0.15426274395940787,0.08753211874346062,1.0,0.8820091317766254,0.6392782890362227,0.18220065330988408,0.0
484,48.0,21888,,456,21.509640760000003,,45,,,,,,,,,,,,,
486,48.0,22272,0.003,460,21.506540309999995,-4.906850814819336,45,0.007486133836209774,2771,0.009999999776482582,,,,,,,,,,
486,48.0,22272,,464,21.506540309999995,,45,,,,,,,,,,,,,
485,48.0,22656,0.003,468,21.51585842,-5.017383098602295,46,0.010762571357190609,2819,0.009999999776482582,0.8427501634328599,0.21298284209105972,0.6284642448828335,0.12135564498373075,0.108570632341971,1.0,0.8577066662015435,0.6287725885525318,0.1567282022792243,0.0
485,48.0,22656,,472,21.51585842,,46,,,,,,,,,,,,,
486,48.0,23040,0.003,476,21.504670810000004,-5.029157638549805,47,0.012127114459872246,2867,0.009999999776482582,,,,,,,,,,
486,48.0,23040,,480,21.504670810000004,,47,,,,,,,,,,,,,
485,48.0,23424,0.003,484,21.510708850000004,-5.130239486694336,48,0.008312908001244068,2915,0.009999999776482582,0.8183286692067935,0.21957777401338277,0.5767318762676247,0.1603359956766079,0.10269132312387455,0.9989035087719298,0.8665639176315878,0.616761736042637,0.19197524558839266,0.007596714068284557
485,48.0,23424,,488,21.510708850000004,,48,,,,,,,,,,,,,
487,48.0,23808,0.003,492,21.52827331,-5.229052543640137,48,0.008392252959311008,2963,0.009999999776482582,,,,,,,,,,
487,48.0,23808,,496,21.52827331,,48,,,,,,,,,,,,,
485,48.0,24192,0.003,500,21.53262448,-5.22564697265625,49,0.011410199105739594,3011,0.009999999776482582,0.787804847191148,0.21635034940907288,0.6177249670626356,0.15568297226284034,0.11300081623521376,0.9923245614035087,0.8556746514131299,0.6365417545809382,0.1991868124592199,0.04060830457074043
485,48.0,24192,,504,21.53262448,,49,,,,,,,,,,,,,
487,48.0,24576,0.003,508,21.536087860000006,-5.32235050201416,50,0.011334706097841263,3059,0.009999999776482582,,,,,,,,,,
487,48.0,24576,,512,21.536087860000006,,50,,,,,,,,,,,,,
486,48.0,24960,0.003,516,21.551364000000003,-5.497984886169434,51,0.009082604199647903,3107,0.009999999776482582,0.8332527185842349,0.20315911714419532,0.6110403018936009,0.13384400944114241,0.10037731137506185,1.0,0.8594493466635826,0.6069611381821236,0.18077135194867497,0.0
486,48.0,24960,,520,21.551364000000003,,51,,,,,,,,,,,,,
487,48.0,25344,0.003,524,21.5417509,-5.510758876800537,51,0.010312732309103012,3155,0.009999999776482582,,,,,,,,,,
487,48.0,25344,,528,21.5417509,,51,,,,,,,,,,,,,
486,48.0,25728,0.003,532,21.513668439999996,-5.494024276733398,52,0.005805330816656351,3203,0.009999999776482582,0.8190216699078026,0.21318268413815783,0.656098304779108,0.14005435468945232,0.14054700442456947,1.0,0.840121757219831,0.6268116740626853,0.1757682922894812,0.0
486,48.0,25728,,536,21.513668439999996,,52,,,,,,,,,,,,,
488,48.0,26112,0.003,540,21.536821019999998,-5.564945697784424,53,0.014825351536273956,3251,0.009999999776482582,,,,,,,,,,
488,48.0,26112,,544,21.536821019999998,,53,,,,,,,,,,,,,
487,48.0,26496,0.003,548,21.537349069999994,-5.295722961425781,54,0.00563485361635685,3299,0.009999999776482582,0.7764264610001886,0.2271666774572753,0.5987355305821719,0.1579763527719075,0.09437722970250116,0.9945175438596491,0.8887969841417689,0.6203677346311759,0.19581204052975817,0.03798357034142275
487,48.0,26496,,552,21.537349069999994,,54,,,,,,,,,,,,,
488,48.0,26880,0.003,556,21.502392780000005,-5.750136852264404,54,0.0068180738016963005,3347,0.009999999776482582,,,,,,,,,,
488,48.0,26880,,560,21.502392780000005,,54,,,,,,,,,,,,,
487,48.0,27264,0.003,564,21.495966880000005,-5.72972297668457,55,0.007126098498702049,3395,0.009999999776482582,0.8060413316457505,0.22488709850120697,0.6500710040320345,0.14655890632916493,0.12371030434372443,0.9945175438596491,0.8450900683252867,0.6274290472351852,0.1902629351715768,0.03798357034142275
487,48.0,27264,,568,21.495966880000005,,55,,,,,,,,,,,,,
489,48.0,27648,0.003,572,21.438611440000003,-5.832022666931152,56,0.012579549103975296,3443,0.009999999776482582,,,,,,,,,,
489,48.0,27648,,576,21.438611440000003,,56,,,,,,,,,,,,,
488,48.0,28032,0.003,580,21.444412080000003,-5.787909984588623,57,0.012261452153325081,3491,0.009999999776482582,0.7957630939282584,0.22378863529012105,0.5718120200891075,0.1700192923340401,0.09721457688233213,0.9978070175438596,0.8792838723947278,0.6123768995409905,0.18390889868271232,0.015193428136569096
487,48.0,28032,,584,21.444412080000003,,57,,,,,,,,,,,,,
489,48.0,28416,0.003,588,21.43330265,-5.651700496673584,58,0.006272892002016306,3539,0.009999999776482582,,,,,,,,,,
489,48.0,28416,,592,21.43330265,,58,,,,,,,,,,,,,
484,48.0,28800,0.003,596,21.40249595,-5.973816871643066,59,0.008571263402700424,3587,0.009999999776482582,0.8056545929902321,0.22411918594661068,0.6208860470921816,0.13074812772697852,0.09402554931402791,0.9989035087719298,0.8840050139860918,0.5977013766669194,0.1815928653715494,0.007596714068284557
484,48.0,28800,,600,21.40249595,,59,,,,,,,,,,,,,
485,48.0,29184,0.003,604,21.416364959999996,-5.95476770401001,60,0.009378967806696892,3635,0.009999999776482582,,,,,,,,,,
485,48.0,29184,,608,21.416364959999996,,60,,,,,,,,,,,,,
487,48.0,29568,0.003,612,21.398537479999995,-6.125773906707764,60,0.007620743475854397,3683,0.009999999776482582,,,,,,,,,,
487,48.0,29568,,616,21.398537479999995,,60,,,,,,,,,,,,,
486,48.0,29952,0.003,620,21.377779720000007,-6.000873565673828,61,0.00933909509330988,3731,0.009999999776482582,0.7732429404300953,0.22627508446762543,0.6191394655669629,0.15907205755873458,0.10677281989191172,0.9989035087719298,0.8762370617677442,0.6098711158320694,0.2054533772558113,0.007596714068284557
486,48.0,29952,,624,21.377779720000007,,61,,,,,,,,,,,,,
487,48.0,30336,0.003,628,21.35637064,-5.9948859214782715,62,0.01412888988852501,3779,0.009999999776482582,,,,,,,,,,
487,48.0,30336,,632,21.35637064,,62,,,,,,,,,,,,,
486,48.0,30720,0.003,636,21.386861859999996,-6.061232566833496,63,0.01962917111814022,3827,0.009999999776482582,0.7851652171799982,0.2146359646309687,0.6068353347013598,0.14989635970396287,0.10662555470400692,0.9989035087719298,0.87869188027924,0.6238008642894921,0.18204459874571907,0.007596714068284557
486,48.0,30720,,640,21.386861859999996,,63,,,,,,,,,,,,,
488,48.0,31104,0.003,644,21.379416080000002,-6.410347938537598,63,0.009740417823195457,3875,0.009999999776482582,,,,,,,,,,
488,48.0,31104,,648,21.379416080000002,,63,,,,,,,,,,,,,
486,48.0,31488,0.003,652,21.411999679999997,-6.292462348937988,64,0.009097758680582047,3923,0.009999999776482582,0.8178898087222616,0.23095705518771,0.5844539268273887,0.1644699633619861,0.1166473726903721,0.9945175438596491,0.8691763490701896,0.60733713461187,0.17346110382935154,0.03798357034142275
486,48.0,31488,,656,21.411999679999997,,64,,,,,,,,,,,,,
487,48.0,31872,0.003,660,21.420434150000002,-6.346190452575684,65,0.009110851213335991,3971,0.009999999776482582,,,,,,,,,,
487,48.0,31872,,664,21.420434150000002,,65,,,,,,,,,,,,,
486,48.0,32256,0.003,668,21.4488343,-6.273600101470947,66,0.009143746457993984,4019,0.009999999776482582,0.8129260573721312,0.21048511127230793,0.6076380894489841,0.1452856486863583,0.12434992379138614,1.0,0.8578456216584134,0.6186304919571216,0.188315873506741,0.0
486,48.0,32256,,672,21.4488343,,66,,,,,,,,,,,,,
487,48.0,32640,0.003,676,21.472684779999998,-6.472518444061279,66,0.01045385841280222,4067,0.009999999776482582,,,,,,,,,,
487,48.0,32640,,680,21.472684779999998,,66,,,,,,,,,,,,,
486,48.0,33024,0.003,684,21.478983279999998,-6.412607192993164,67,0.011973168700933456,4115,0.009999999776482582,0.795204634291142,0.18547853401589884,0.6041031800351987,0.15609488519918682,0.10719497917977898,1.0,0.8718170769015824,0.6192110858794865,0.2054528662702588,0.0
486,48.0,33024,,688,21.478983279999998,,67,,,,,,,,,,,,,
487,48.0,33408,0.003,692,21.509518380000003,-6.306861400604248,68,0.010798920877277851,4163,0.009999999776482582,,,,,,,,,,
487,48.0,33408,,696,21.509518380000003,,68,,,,,,,,,,,,,
485,48.0,33792,0.003,700,21.52820416,-6.684379577636719,69,0.0055778129026293755,4211,0.009999999776482582,0.8131683046373436,0.1810201839023205,0.631239049105174,0.14786289368405567,0.15231917367157902,0.9945175438596491,0.8441767901445609,0.6082392700425415,0.18264877755921285,0.03798357034142275
485,48.0,33792,,704,21.52820416,,69,,,,,,,,,,,,,
487,48.0,34176,0.003,708,21.528232239999998,-6.671977996826172,70,0.0128307044506073,4259,0.009999999776482582,,,,,,,,,,
487,48.0,34176,,712,21.528232239999998,,70,,,,,,,,,,,,,
486,48.0,34560,0.003,716,21.579309890000005,-6.412338733673096,71,0.004963262006640434,4307,0.009999999776482582,0.7895221385073555,0.19974622543926676,0.615113190058705,0.14190174249724644,0.09103402643421793,0.9978070175438596,0.884789362454483,0.6108898906566725,0.2094053334138366,0.015193428136569096
486,48.0,34560,,720,21.579309890000005,,71,,,,,,,,,,,,,
487,48.0,34944,0.003,724,21.616090330000006,-6.56959867477417,71,0.008308548480272293,4355,0.009999999776482582,,,,,,,,,,
487,48.0,34944,,728,21.616090330000006,,71,,,,,,,,,,,,,
485,48.0,35328,0.003,732,21.603330899999996,-6.852509498596191,72,0.019744649529457092,4403,0.009999999776482582,0.8190610679697884,0.19642516637477622,0.6277233336034277,0.14668676346949472,0.11455278607772136,1.0,0.8558561426907857,0.614710943929209,0.1885927090642768,0.0
485,48.0,35328,,736,21.603330899999996,,72,,,,,,,,,,,,,
484,48.0,35712,0.003,740,21.60656908,-6.858837127685547,73,0.008929277770221233,4451,0.009999999776482582,,,,,,,,,,
484,48.0,35712,,744,21.60656908,,73,,,,,,,,,,,,,
483,48.0,36096,0.003,748,21.565067899999995,-6.814279079437256,74,0.0098995640873909,4499,0.009999999776482582,0.7730845374373407,0.21075631125547375,0.5990262595355917,0.13272683479350247,0.09969947359445601,0.9945175438596491,0.8812343492455099,0.6197856652727661,0.2220249715316463,0.03798357034142275
482,48.0,36096,,752,21.565067899999995,,74,,,,,,,,,,,,,
483,48.0,36480,0.003,756,21.570017049999997,-6.908483028411865,75,0.01020444743335247,4547,0.009999999776482582,,,,,,,,,,
483,48.0,36480,,760,21.570017049999997,,75,,,,,,,,,,,,,
482,48.0,36864,0.003,764,21.573886760000004,-7.117240905761719,76,0.011519613675773144,4595,0.009999999776482582,0.7852991597646004,0.19924222956875418,0.6100971733418453,0.11805168786030233,0.10236993761392842,0.9923245614035089,0.8807524298790237,0.6048717462027241,0.21470602739225803,0.04060830457074043
482,48.0,36864,,768,21.573886760000004,,76,,,,,,,,,,,,,
483,48.0,37248,0.003,772,21.592590650000005,-6.619532585144043,76,0.014355076476931572,4643,0.009999999776482582,,,,,,,,,,
483,48.0,37248,,776,21.592590650000005,,76,,,,,,,,,,,,,
483,48.0,37632,0.003,780,21.57554998,-7.254977226257324,77,0.011684047989547253,4691,0.009999999776482582,0.8283385844516161,0.19373905654962564,0.6305901126583419,0.12603974032282378,0.08980990403089856,1.0,0.8759835778105702,0.6082291789360852,0.17780616406517416,0.0
483,48.0,37632,,784,21.57554998,,77,,,,,,,,,,,,,
484,48.0,38016,0.003,788,21.562457549999998,-7.109595775604248,78,0.0071565620601177216,4739,0.009999999776482582,,,,,,,,,,
484,48.0,38016,,792,21.562457549999998,,78,,,,,,,,,,,,,
