time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,time/episodes,rollout/ep_rew_mean,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,train/ent_coef,eval/ep_b3_mean,eval/ep_pump_price_obj_std,eval/ep_b2_mean,eval/ep_b2_std,eval/ep_b1_std,eval/ep_pressure_obj_mean,eval/ep_b1_mean,eval/ep_pump_price_obj_mean,eval/ep_b3_std,eval/ep_pressure_obj_std
647,48.0,384,0.003,4,13.57021275,-0.38215896487236023,0,0.03817716985940933,35,0.009999999776482582,,,,,,,,,,
639,48.0,384,,8,13.57021275,,0,,,,,,,,,,,,,
634,48.0,768,0.003,12,14.8862039375,-0.607437789440155,1,0.028519392013549805,83,0.009999999776482582,,,,,,,,,,
630,48.0,768,,16,14.8862039375,,1,,,,,,,,,,,,,
543,48.0,1152,0.003,20,16.946441916666668,-0.754433810710907,2,0.02222948893904686,131,0.009999999776482582,0.644234313370587,0.22224402374211982,0.1087599522594693,0.11590545903186703,0.05172732127139052,1.0,0.9366864977705922,0.47963740541336236,0.40842278307517077,0.0
539,48.0,1152,,24,16.946441916666668,,2,,,,,,,,,,,,,
557,48.0,1536,0.003,28,18.05318259375,-0.8239412307739258,2,0.016035355627536774,179,0.009999999776482582,,,,,,,,,,
555,48.0,1536,,32,18.05318259375,,2,,,,,,,,,,,,,
520,48.0,1920,0.003,36,18.706003450000004,-0.9380085468292236,3,0.012639339081943035,227,0.009999999776482582,0.860958363050674,0.19547881378153242,0.5499168285899423,0.2349909220561756,0.15330251992142263,1.0,0.8667915380386144,0.6142986189870427,0.13015430253768592,0.0
517,48.0,1920,,40,18.706003450000004,,3,,,,,,,,,,,,,
531,48.0,2304,0.003,44,19.034329770833335,-1.0029581785202026,4,0.014204414561390877,275,0.009999999776482582,,,,,,,,,,
530,48.0,2304,,48,19.034329770833335,,4,,,,,,,,,,,,,
507,48.0,2688,0.003,52,19.337681375,-1.0846753120422363,5,0.02297813817858696,323,0.009999999776482582,0.6909705598396565,0.15617812809853027,0.3990484735784889,0.24390444560705496,0.07365732746140834,0.9791666666666666,0.9229726465036145,0.6079527382694216,0.28516881802761024,0.14433756729740646
506,48.0,2688,,56,19.337681375,,5,,,,,,,,,,,,,
518,48.0,3072,0.003,60,19.556577703125,-1.197300910949707,5,0.014885305427014828,371,0.009999999776482582,,,,,,,,,,
517,48.0,3072,,64,19.556577703125,,5,,,,,,,,,,,,,
503,48.0,3456,0.003,68,19.76162584722222,-1.260764479637146,6,0.020879769697785378,419,0.009999999776482582,0.6344233225455956,0.18091870111583566,0.6056330694825472,0.19423597701704648,0.04954050018786863,1.0,0.9396602416180305,0.5424063351509049,0.3309983570186292,0.0
501,48.0,3456,,72,19.76162584722222,,6,,,,,,,,,,,,,
511,48.0,3840,0.003,76,19.92724315,-1.3719013929367065,7,0.01594393700361252,467,0.009999999776482582,,,,,,,,,,
510,48.0,3840,,80,19.92724315,,7,,,,,,,,,,,,,
499,48.0,4224,0.003,84,20.020826147727274,-1.439278244972229,8,0.023229502141475677,515,0.009999999776482582,0.7047605481335962,0.18149770793078907,0.4685606510652978,0.24255852118140678,0.04628046730751714,1.0,0.9229315874183135,0.5935933363918474,0.2932066787281826,0.0
498,48.0,4224,,88,20.020826147727274,,8,,,,,,,,,,,,,
505,48.0,4608,0.003,92,20.10523928125,-1.541060447692871,9,0.023566950112581253,563,0.009999999776482582,,,,,,,,,,
505,48.0,4608,,96,20.10523928125,,9,,,,,,,,,,,,,
496,48.0,4992,0.003,100,20.49388701,-1.6388576030731201,10,0.01430579088628292,611,0.009999999776482582,0.8083123160521245,0.14962230442776114,0.5261614746574643,0.13637553761918347,0.06592245392560989,1.0,0.9029874596932184,0.6105708737672778,0.2067332903387615,0.0
495,48.0,4992,,104,20.49388701,,10,,,,,,,,,,,,,
500,48.0,5376,0.003,108,21.001614010000004,-1.6479140520095825,10,0.0281677283346653,659,0.009999999776482582,,,,,,,,,,
500,48.0,5376,,112,21.001614010000004,,10,,,,,,,,,,,,,
492,48.0,5760,0.003,116,21.192097649999997,-1.7618026733398438,11,0.0155783761292696,707,0.009999999776482582,0.7857275091524893,0.15961280421697643,0.5877017766226718,0.19215418938644221,0.054809324496485796,1.0,0.9206368584677351,0.6003108569345864,0.22489938393270142,0.0
492,48.0,5760,,120,21.192097649999997,,11,,,,,,,,,,,,,
498,48.0,6144,0.003,124,21.175275429999996,-1.827191710472107,12,0.01466166041791439,755,0.009999999776482582,,,,,,,,,,
497,48.0,6144,,128,21.175275429999996,,12,,,,,,,,,,,,,
474,48.0,6528,0.003,132,21.17707758,-1.9397125244140625,13,0.01318555697798729,803,0.009999999776482582,0.7846204009244288,0.15887662116060375,0.6225331849579099,0.1957595514324223,0.06565186482488003,0.9802631578947368,0.91335080372029,0.6025546160517711,0.19078680297724523,0.1367408532291219
473,48.0,6528,,136,21.17707758,,13,,,,,,,,,,,,,
478,48.0,6912,0.003,140,21.199735630000006,-1.955376148223877,14,0.006234212312847376,851,0.009999999776482582,,,,,,,,,,
478,48.0,6912,,144,21.199735630000006,,14,,,,,,,,,,,,,
474,48.0,7296,0.003,148,21.220810089999997,-2.050222873687744,15,0.014708546921610832,899,0.009999999776482582,0.7762065885887721,0.1476504767993513,0.6352290630938245,0.17970871791161977,0.047213201709135615,0.9846491228070176,0.9151995390917045,0.5971238462100229,0.1930753382273384,0.07750327874955296
474,48.0,7296,,152,21.220810089999997,,15,,,,,,,,,,,,,
479,48.0,7680,0.003,156,21.27605597,-2.1610984802246094,16,0.005227210000157356,947,0.009999999776482582,,,,,,,,,,
479,48.0,7680,,160,21.27605597,,16,,,,,,,,,,,,,
475,48.0,8064,0.003,164,21.29149909,-2.236985921859741,16,0.009051069617271423,995,0.009999999776482582,0.8080161934865631,0.14351806221754587,0.5134838434495894,0.13562877572796087,0.04944153336345268,1.0,0.9227974210121881,0.5914658223537458,0.17692917347282985,0.0
474,48.0,8064,,168,21.29149909,,16,,,,,,,,,,,,,
479,48.0,8448,0.003,172,21.29476873,-2.314832925796509,17,0.014931892976164818,1043,0.009999999776482582,,,,,,,,,,
479,48.0,8448,,176,21.29476873,,17,,,,,,,,,,,,,
476,48.0,8832,0.003,180,21.327724470000003,-2.3897459506988525,18,0.01585564948618412,1091,0.009999999776482582,0.790872234193003,0.11627610211471771,0.5910713470093248,0.14174071267274216,0.04001133213639163,0.9945175438596491,0.9284028388671199,0.6043591476486914,0.16870514831918318,0.03798357034142275
476,48.0,8832,,184,21.327724470000003,,18,,,,,,,,,,,,,
480,48.0,9216,0.003,188,21.318319050000003,-2.4632441997528076,19,0.009453948587179184,1139,0.009999999776482582,,,,,,,,,,
480,48.0,9216,,192,21.318319050000003,,19,,,,,,,,,,,,,
476,48.0,9600,0.003,196,21.396693299999995,-2.543750286102295,20,0.010264872573316097,1187,0.009999999776482582,0.7912183784361655,0.11918453978184287,0.5908279234646941,0.1557501448737624,0.03288391233978677,1.0,0.9305792550306619,0.6165857934248319,0.14096656292009466,0.0
476,48.0,9600,,200,21.396693299999995,,20,,,,,,,,,,,,,
480,48.0,9984,0.003,204,21.385100049999995,-2.631472110748291,20,0.007925732992589474,1235,0.009999999776482582,,,,,,,,,,
480,48.0,9984,,208,21.385100049999995,,20,,,,,,,,,,,,,
483,48.0,10368,0.003,212,21.4092765,-2.648956298828125,21,0.011593281291425228,1283,0.009999999776482582,,,,,,,,,,
483,48.0,10368,,216,21.4092765,,21,,,,,,,,,,,,,
479,48.0,10752,0.003,220,21.38277235,-2.7549641132354736,22,0.008913503959774971,1331,0.009999999776482582,0.8192860803695008,0.15609881600416156,0.6627177898362382,0.10941948262691646,0.03934096463460181,1.0,0.9298433298622546,0.5950527729612937,0.1251282005586391,0.0
478,48.0,10752,,224,21.38277235,,22,,,,,,,,,,,,,
481,48.0,11136,0.003,228,21.38922404000001,-2.7915656566619873,23,0.010346106253564358,1379,0.009999999776482582,,,,,,,,,,
481,48.0,11136,,232,21.38922404000001,,23,,,,,,,,,,,,,
477,48.0,11520,0.003,236,21.371982159999998,-2.9256815910339355,24,0.00950210727751255,1427,0.009999999776482582,0.8445990283531453,0.16202230947082943,0.6114784392156569,0.16354060340908777,0.05393039798868241,1.0,0.9058314807216202,0.5805728856084625,0.13951912264324573,0.0
477,48.0,11520,,240,21.371982159999998,,24,,,,,,,,,,,,,
480,48.0,11904,0.003,244,21.41122763,-3.008697032928467,24,0.008686350658535957,1475,0.009999999776482582,,,,,,,,,,
480,48.0,11904,,248,21.41122763,,24,,,,,,,,,,,,,
477,48.0,12288,0.003,252,21.41179779,-3.100417137145996,25,0.011851096525788307,1523,0.009999999776482582,0.8121930741186911,0.13654315826194197,0.682858885975679,0.13603278115573741,0.06169406009844317,0.9835526315789473,0.899011267900049,0.6057343467329526,0.15646993138654053,0.06437448089343181
477,48.0,12288,,256,21.41179779,,25,,,,,,,,,,,,,
480,48.0,12672,0.003,260,21.392537039999997,-3.177210807800293,26,0.007938927039504051,1571,0.009999999776482582,,,,,,,,,,
479,48.0,12672,,264,21.392537039999997,,26,,,,,,,,,,,,,
477,48.0,13056,0.003,268,21.403426760000002,-3.238137722015381,27,0.015530780889093876,1619,0.009999999776482582,0.781533509214887,0.17224712908061895,0.6421328306795789,0.13925523093463013,0.08411628951393027,1.0,0.9094473940640767,0.5926773546140444,0.17613550680143597,0.0
477,48.0,13056,,272,21.403426760000002,,27,,,,,,,,,,,,,
480,48.0,13440,0.003,276,21.370549750000006,-3.3789801597595215,27,0.008377614431083202,1667,0.009999999776482582,,,,,,,,,,
480,48.0,13440,,280,21.370549750000006,,27,,,,,,,,,,,,,
471,48.0,13824,0.003,284,21.35379607000001,-3.3874003887176514,29,0.015517671592533588,1715,0.009999999776482582,0.8324789700112432,0.13598173575274838,0.6045684228735717,0.10555986504040714,0.05412458652435893,0.9890350877192983,0.9275918678016766,0.5811791901726607,0.11674519254455655,0.0531423517166997
471,48.0,13824,,288,21.35379607000001,,29,,,,,,,,,,,,,
473,48.0,14208,0.003,292,21.35202964,-3.4013195037841797,29,0.010859156027436256,1763,0.009999999776482582,,,,,,,,,,
473,48.0,14208,,296,21.35202964,,29,,,,,,,,,,,,,
471,48.0,14592,0.003,300,21.30723327,-3.499969720840454,30,0.006696097552776337,1811,0.009999999776482582,0.8361083990110076,0.14425838331484436,0.6291364575516611,0.11124888247026662,0.053246578980935245,0.9890350877192983,0.9225591228587974,0.5831048848791821,0.12467808469329675,0.0531423517166997
471,48.0,14592,,304,21.30723327,,30,,,,,,,,,,,,,
474,48.0,14976,0.003,308,21.32917011,-3.6943318843841553,31,0.015014090575277805,1859,0.009999999776482582,,,,,,,,,,
473,48.0,14976,,312,21.32917011,,31,,,,,,,,,,,,,
469,48.0,15360,0.003,316,21.32489303,-3.721518039703369,32,0.012828920036554337,1907,0.009999999776482582,0.7970749830366047,0.1365243339816275,0.5832016064793887,0.10009033711869644,0.053370746750930495,1.0,0.9291096623718209,0.5966267637584575,0.15958522635532993,0.0
469,48.0,15360,,320,21.32489303,,32,,,,,,,,,,,,,
471,48.0,15744,0.003,324,21.35241983,-3.7776522636413574,33,0.018828177824616432,1955,0.009999999776482582,,,,,,,,,,
471,48.0,15744,,328,21.35241983,,33,,,,,,,,,,,,,
